"47","974375836047630338","babyleahyt","15/3/2018 20:04:36","13","Minecraft LIFE OF ALEX &amp; STEVE - BABY ALEX &amp; BABY STEVE GO TO PRISON!!! https://t.co/BNv5AXPB6R","4","6"
"48","974375841076572160","TankyTalks","15/3/2018 20:04:38","585","Kids having fun playing #Minecraft on Xbox One

Watch the video:
https://t.co/I8RByni7J7 
~~~~~
via @TankyTalks… https://t.co/Y1y9DdU3ZT","4","292"
"49","974375843928649729","CafureGamer","15/3/2018 20:04:38","20","Gostei de um vídeo @YouTube https://t.co/R8xN0q4G3l O CENTRO - HAWK MAPA #12 - MINECRAFT 1.11","4","10"
"50","974375845241479168","Juanlego1","15/3/2018 20:04:39","19158","RT @TidusQQ: @Gambiteraaa Que va, iré de cosplay de Minecraft y tampoco se me verá. Pero siempre podrás darme la mano. ","4","9579"
"51","974375845925212160","GewbyFluff","15/3/2018 20:04:39","4547","When I get my NSX out this summer, I'll only play Minecraft Parody songs, watch me","4","2274"
"52","974375847359602688","faethemoose","15/3/2018 20:04:39","2832","I spent 6 hours playing Minecraft last night because my friend didn't want to play alone. Time flies when you're building shit.","4","1416"
"53","974375855072927745","Jo_n_a_t_h_a_n","15/3/2018 20:04:41","23","Me ha gustado un vídeo de @YouTube (https://t.co/lj2SYuA3vx - Cómo descargar Minecraft pe 1.2.11 con XBOX live).","4","12"
"54","974375862723334144","SchwabenBoyLP","15/3/2018 20:04:43","1","Ich mag das @YouTube-Video: https://t.co/qa68yHqfN6 ","4","0"
"55","974375862769418242","CashtonIsFakeAF","15/3/2018 20:04:43","40696","RT @CashtonIsFakeAF: Hmm so when i draw Commissions for robux, its going to be roblox characters only, minecraft and irl people are gonna b…","4","20348"
"56","974375863943868416","sergio_Gamer64X","15/3/2018 20:04:43","18","Me ha gustado un vídeo de @YouTube (https://t.co/PlMzGVB6t6 - ","4","9"
"57","974375869220380672","addicttodosogas","15/3/2018 20:04:44","28627","Me ha gustado un vídeo de @YouTube (https://t.co/6lSVCVgcVI - TROLLEADAS 100% INDETECTABLES MAS TROLLS DE MINECRAFT ","4","14314"
"58","974375869362900992","manewman40","15/3/2018 20:04:44","288","I liked a @YouTube video https://t.co/RoNbckqHGx NEW Minecraft PE 1.3 Beta GAMEPLAY - OFFICIALLY RELEASED and OUT!","4","144"
"59","974375879202803712","okamired1","15/3/2018 20:04:47","36","@damianwhatt @Its2Blue4 @HissingHyena908 @WolfGam50752237 @MCPE_BETAUA @Minecraft @4JStudios I hate Xbox the contro… https://t.co/96tMGDY0oQ","4","18"
"60","974375881920610306","brunovitorio12","15/3/2018 20:04:47","602","RT @MicrosoftBr: Professor(a), já experimentou o #Minecraft Education Edition na sala de aula? Conheça os benefícios de usá-lo na educação…","4","301"
"61","974375882616901632","bonjovitimao","15/3/2018 20:04:48","811","Gostei de um vídeo @YouTube https://t.co/RG09bxiAoH fazer um portão automático minecraft PE","4","406"
"62","974375888077942785","OutSourcingEm","15/3/2018 20:04:49","0","RT: Minecraft Server - https://t.co/Ho1HkLMW9R - Check out the Mini Games world! ","4","0"
"63","974375893425586176","SkaiiRayy","15/3/2018 20:04:50","3","Minecraft Tekkit Stream https://t.co/03nuTawRsR","4","2"
"64","974375901894004743","dx11332","15/3/2018 20:04:52","159","I liked a @YouTube video https://t.co/ooV4u5rENB WE FOUND A MEGA BLAZE !! - The Divide : Minecraft xbox [04]","4","80"
"65","974375909175255041","NekoOniiOficial","15/3/2018 20:04:54","69","RT @beta_mcpe1: #MCPE/#Minecraft 1.2.13.8 Aquatic BETA is out now with new blocks and The Drowned Mob with proper swimming animations! http…","4","34"
"66","974375913705103361","The_MineVengers","15/3/2018 20:04:55","3","Minecraft .EXE 2.0 - ROPO &amp; JACK .EXE BEGIN THEIR REIGN OF TERROR!! https://t.co/jWMOruiwff","4","2"
"67","974375917345701888","Raullop18855923","15/3/2018 20:04:56","32","RT @Diegojosuelara2: ☺Q hos parece si ⤵
¿Hacemos un sorteo de cuentas minecraft premium rapido?","4","16"
"68","974375920076288000","kitcarson47","15/3/2018 20:04:57","10135","RT @EnvyGives: ","4","5068"
"69","974375920524984322","CafureGamer","15/3/2018 20:04:57","20","Gostei de um vídeo @YouTube https://t.co/o7UhTdH4VB FARM DO MACACO - HAWK MAPA #12.5 - MINECRAFT 1.11","4","10"
"70","974375927936376833","A7X_avenger","15/3/2018 20:04:58","5402","RT @MarioAnonimator: @marianorajoy Sube Minecraft","4","2701"
"71","974375928397750277","Chados13","15/3/2018 20:04:59","18","RT @bboymoreno92: ESCONDITE TROLL EN MINECRAFT | TRAMPA EN ESCALERAS: https://t.co/3H90auee82 vía @YouTube","4","9"
"72","974375938577199109","_Evades","15/3/2018 20:05:01","27549","RT @laxor204: @_Masde_ you ever seen Minecraft with shaders","4","13774"
"73","974375943207825410","KuidoTheGreat","15/3/2018 20:05:02","2078","Qué pasa espalolitos del señor? Aquí M.rajoyxXx! Vamos a jugar un poco a Minecraft! https://t.co/OFiZmmOWAS","4","1039"
"74","974375946399645696","kaz902","15/3/2018 20:05:03","0","Мне понравилось видео ""Обзор Minecraft - Pocket Edition v.1.2.13.6 Beta"" (https://t.co/IYxD6s2iNh) на","4","0"
"75","974375949767622656","Michael_Krajny","15/3/2018 20:05:04","3331","Nothing says take us seriously we are serious news, like a Minecraft mug on the news desk","4","1666"
"76","974375963202121728","jumeeejume","15/3/2018 20:05:07","386","RT @RockGamerRG: Quien quiere directo de Minecraft :v","4","193"
"77","974375968482758661","EndorseEm","15/3/2018 20:05:08","0","RT: Planning a birthday party for your kids? #ComputerGames #GamingConsoles #Fun #Minecraft ","4","0"
"78","974375984181993473","SoyBenchiPls","15/3/2018 20:05:12","3167","RT @TheLangostin: ME ENCANTA FORTNITE LO JUEGO TODO EL DIAAA ESTO NO ES MINECRAFT ME ENCANTA QUE BUENO! @Perxitaa @Maximus3blog","4","1584"
