Num,ID,Created_at,Fav,retweets,text,media1,media2,media3,media4,compund,neg,neu,pos
1,968619985479307265,2018-02-27 22:52:55,270,25,Baynes may have had a little too much fun ? https://t.co/vKYRh6rFmi,N/A,N/A,N/A,N/A,0.4654,0,0.725,0.275
2,968615426434523138,2018-02-27 22:34:48,351,48,Students who rose to the challenge to step their game up in the classroom were rewarded with open gym time today at the C?s facility. ??  #CelticsAssist https://t.co/mLazGWziji,http://pbs.twimg.com/media/DXE2M1-WsAUNLv3.jpg,http://pbs.twimg.com/media/DXE2M12WAAAebw0.jpg,N/A,N/A,0.5423,0,0.852,0.14800000000000002
3,968550995759378433,2018-02-27 18:18:46,117,18,"Last chance! Want to fly on the team plane to see the #Celtics play in Portland? Enter the Charmed by Travel Sweepstakes presented by @alexandani ?
https://t.co/EAEMKv2V0U https://t.co/e6K57GluIu",http://pbs.twimg.com/media/DXD7_ycWAAAotzl.jpg,N/A,N/A,N/A,0.7901,0,0.7190000000000001,0.281
4,968534958565294080,2018-02-27 17:15:03,2091,598,Ever wonder what Kyrie's thinking when he puts defenders on skates? ?? https://t.co/H2Kf3KL8Wm,https://video.twimg.com/amplify_video/968525815301500933/vid/1280x720/z4MCNkVhttW6s1d3.mp4,N/A,N/A,N/A,0.0772,0,0.902,0.098
5,968523420458680326,2018-02-27 16:29:12,403,68,"After hearing that a 4-month-old baby was in need of a liver transplant, @USArmy Vet. &amp; current NH Police Officer, Steve Tenney, donated 20% of his liver to save a baby that he had never met. ? for our @MAStateLottery #HeroAmongUs! https://t.co/WF9XrK6NxJ",http://pbs.twimg.com/media/DXDi6sbWAAA9DBn.jpg,N/A,N/A,N/A,0.8139,0,0.8290000000000001,0.171
6,968514833711710208,2018-02-27 15:55:05,380,96,"OTD in 1959, Cousy &amp; the C's scored the most points ever in a non-OT NBA game. https://t.co/mBHtJWZ4oN",https://video.twimg.com/amplify_video/968512327472566272/vid/1280x720/CH0mM3Okum4pNZZv.mp4,N/A,N/A,N/A,0,0,1,0
7,968382569061474304,2018-02-27 7:09:30,393,57,"""We're playing consistent again. We've gotta keep doing this."" ?�@dtheis10  likes what he's seen from our defense since the break, and believes we're turning it back on at just the right time: https://t.co/n2S2xnbAOo",N/A,N/A,N/A,N/A,0.6249,0,0.831,0.16899999999999998
8,968351936482299904,2018-02-27 5:07:47,460,79,What has gotten into the team following the All-Star break? Find out here. https://t.co/Sw09cRNnja,https://video.twimg.com/amplify_video/968351085349036032/vid/1280x720/DQ2v1jgxlkUJMXtw.mp4,N/A,N/A,N/A,0,0,1,0
9,968324722881650688,2018-02-27 3:19:39,224,44,Aron Baynes talks about getting back to playing and the team?s new mindset coming out of All-Star break after tonight?s win. https://t.co/DAd2oJ4m3i,https://video.twimg.com/ext_tw_video/968324493927239680/pu/vid/1280x720/Mq8Hno6Z5VEB4suX.mp4,N/A,N/A,N/A,0.6808,0,0.7809999999999999,0.21899999999999997
10,968323709076475904,2018-02-27 3:15:37,636,125,"That's three Ws in a row, and tonight's came in blowout fashion: https://t.co/WVP7aMjldu",N/A,N/A,N/A,N/A,0,0,1,0
11,968322791547260929,2018-02-27 3:11:58,573,160,Kyrie shows off his insane handles in tonight's @JetBlue Play of the Game! https://t.co/0YGfQ4knm8,https://video.twimg.com/amplify_video/968309843579645952/vid/1280x720/F9KunA8tjqIlDGje.mp4,N/A,N/A,N/A,-0.1511,0.172,0.69,0.138
12,968321172881510402,2018-02-27 3:05:32,0,79,"RT @celtics_stats: In three games since returning from the All-Star break, Daniel Theis is averaging 12.3 points on 15-of-21 shooting (71.4“",N/A,N/A,N/A,N/A,0,0,1,0
13,968321094766784512,2018-02-27 3:05:14,362,49,Stevens says the difference in tonight?s game was the second quarter. ?We were really really good in that quarter.?,N/A,N/A,N/A,N/A,0.5379,0,0.838,0.162
14,968319459264954370,2018-02-27 2:58:44,0,124,"RT @celtics_stats: In three games since the All-Star break:

Boston bench: 153 points
Opposing bench: 108 points
(+15.0 pts/game)",N/A,N/A,N/A,N/A,0,0,1,0
15,968318460332736512,2018-02-27 2:54:46,340,98,The C's returned to TD Garden and earned their third straight #CelticsWin! Celebrate the W with the Celtics and @PartyCity. https://t.co/r3Z0Ja98QL,http://pbs.twimg.com/media/DXAoUSUVoAEdRQ8.jpg,N/A,N/A,N/A,0.7088,0,0.753,0.247
16,968317661292752897,2018-02-27 2:51:35,2148,801,"Final: Celtics 109, Grizzlies 98.

Kyrie Irving led a balanced Celtics attack with 25 points to go with 6 rebounds and 5 assists in just 25 minutes of action. Four other C's logged double-digit scoring numbers (Brown: 13, Morris: 13, Rozier: 13, Theis: 12). https://t.co/I57SBnoSPv",http://pbs.twimg.com/media/DXAndZFVwAAbrP3.jpg,N/A,N/A,N/A,-0.4767,0.07,0.93,0
17,968313224717365248,2018-02-27 2:33:57,3650,1143,Jaylen Brown throws it down! ? https://t.co/NyxU1x6eiI,https://video.twimg.com/amplify_video/968313049793757184/vid/1280x720/9NiF3BlIKYzPKJx0.mp4,N/A,N/A,N/A,0,0,1,0
18,968310781933772800,2018-02-27 2:24:15,410,108,"End of Q3: Celtics 86, Grizzlies 69.

Kyrie Irving leads the game with 25 points to go with 6 boards and 5 assists. Terry Rozier (12 points) and Marcus Morris (11 points) have both logged double-digit scoring numbers off the bench.",N/A,N/A,N/A,N/A,-0.3818,0.064,0.9359999999999999,0
19,968308960452382723,2018-02-27 2:17:01,548,127,Ball movement on ? https://t.co/NcMPT9LkFR,https://video.twimg.com/amplify_video/968308560487526400/vid/1280x720/0Iu4wlQU1IHjnWS1.mp4,N/A,N/A,N/A,0,0,1,0
20,968304408860573696,2018-02-27 1:58:55,107,21,"Asst coach Walter McCarty joined @Marc_DAmico at halftime to talk about Boston's humming offense and how to keep the Grizzlies from making a run in the 2nd half.

Stream the action live: https://t.co/nfczH944Wx https://t.co/aoPpeI4d33",https://video.twimg.com/ext_tw_video/968304221052456960/pu/vid/1280x720/xlOWD0xV4dvj3yFV.mp4,N/A,N/A,N/A,-0.25,0.059000000000000004,0.941,0
21,968300394005835777,2018-02-27 1:42:58,1979,576,? https://t.co/cHDFZv6QBG,https://video.twimg.com/amplify_video/968299994074595328/vid/1280x720/K0ZXk4qpQhMiv6HG.mp4,N/A,N/A,N/A,0,0,1,0
22,968299673952890880,2018-02-27 1:40:07,876,239,"Halftime: Celtics 67, Grizzlies 41.

Kyrie Irving is up to 21 points on 7-of-10 shooting from the floor (5-for-7 from deep). Rozier shot a perfect 4-for-4 from the floor off the bench for 12 points. Boston is shooting 50 percent on 3-pointers. https://t.co/lKNhAjMLKe",http://pbs.twimg.com/media/DXAXRQdU0AA7107.jpg,N/A,N/A,N/A,0.5719,0,0.917,0.083
23,968297209048588288,2018-02-27 1:30:19,1557,412,Kyrie from waaaay downtown! https://t.co/IwmZg93K1P,https://video.twimg.com/amplify_video/968297104165650434/vid/1280x720/ZLM3qI1fREbAkUwY.mp4,N/A,N/A,N/A,0,0,1,0
24,968295975776374784,2018-02-27 1:25:25,625,163,Ojeleye is picking pockets at TD Garden! https://t.co/xeMEssZE8p,https://video.twimg.com/amplify_video/968295565522976768/vid/1280x720/qarlR6pboWK4ojrI.mp4,N/A,N/A,N/A,0,0,1,0
25,968293419511681024,2018-02-27 1:15:15,522,120,Terry and-one! ?? https://t.co/xLgtj9NQu8,https://video.twimg.com/amplify_video/968293247943565312/vid/1280x720/vpi2cmiCGbq_jnpz.mp4,N/A,N/A,N/A,0,0,1,0
26,968292906665693185,2018-02-27 1:13:13,378,98,"Morris ?
Theis ?? https://t.co/Zpqy5i9QYj",https://video.twimg.com/amplify_video/968292625953439744/vid/1280x720/0W8tsmbnWyVsvSIS.mp4,N/A,N/A,N/A,0,0,1,0
27,968292899761852419,2018-02-27 1:13:11,125,29,"Baynes is back in action after suffering a sprained elbow and he's ready to help the team any way he can.

Watch the game live at https://t.co/nfczH8Mu4Z! https://t.co/cVxTwSYVXg",https://video.twimg.com/ext_tw_video/968291488579792896/pu/vid/1280x720/ujf1dJDAP-vIGUP0.mp4,N/A,N/A,N/A,0.3382,0.095,0.736,0.16899999999999998
28,968291214591184896,2018-02-27 1:06:30,835,137,"End of Q1: Celtics 33, Grizzlies 24.

Kyrie Irving dropped 11 points and dished out 4 assists in the quarter. Jaylen Brown added 7 points of his own.",N/A,N/A,N/A,N/A,0,0,1,0
29,968290038730674176,2018-02-27 1:01:49,561,152,Sweet handles by Kyrie and Smart knocks down the triple! https://t.co/kQe94lZMDB,https://video.twimg.com/amplify_video/968289837336768512/vid/1280x720/p-pNlA5n-_ofqq-9.mp4,N/A,N/A,N/A,0.7177,0,0.6,0.4
30,968287918082097153,2018-02-27 0:53:24,427,114,The inside-out game works to perfection and Brown splashes home the trey! https://t.co/KdxPGmtTgH,https://video.twimg.com/amplify_video/968287503126904832/vid/1280x720/Kj280aHYmtdnD49W.mp4,N/A,N/A,N/A,0.6114,0,0.75,0.25
31,968278569226067968,2018-02-27 0:16:15,236,39,"""Daniel came with everything he's doing. Now he's just more comfortable doing it."" Brad Stevens discusses Theis' transition to the NBA and why the rookie hasn't required much development: https://t.co/QaauEH46Nf",N/A,N/A,N/A,N/A,0.5563,0,0.89,0.11
32,968257087976468480,2018-02-26 22:50:53,619,83,"?He?s one of the biggest reasons why our defensive numbers are where they are,? Brad Stevens says of Aron Baynes.",N/A,N/A,N/A,N/A,0.0258,0,0.945,0.055
33,968256242140377090,2018-02-26 22:47:32,243,46,#NEBHInjuryReport: Aron Baynes (elbow sprain) returns tonight and will start.,N/A,N/A,N/A,N/A,0,0,1,0
34,968236769555697666,2018-02-26 21:30:09,320,71,"How many points per game is Kyrie averaging over the past 15 games?

Find out in today's Gameday Analytics presented by @generalelectric. https://t.co/2RQ92nBCeB",https://video.twimg.com/ext_tw_video/968236744872259584/pu/vid/1280x720/0JmcplTHkNODTOc_.mp4,N/A,N/A,N/A,0,0,1,0
35,968226885086973952,2018-02-26 20:50:52,234,37,"Ahead of his 1st NBA matchup vs. his college roommate, Grizzlies Rookie Ivan Rabb shares a unique perspective on Jaylen Brown. https://t.co/r2oVQGmu2O",N/A,N/A,N/A,N/A,0.29600000000000004,0,0.9009999999999999,0.099
36,968199776218046465,2018-02-26 19:03:09,0,224,RT @celtics: One month is not enough. @fchwpo talks about celebrating black history all year long. #BlackHistoryMonth #NBAVoices https://t.“,https://video.twimg.com/amplify_video/966827700894789632/vid/1280x720/J_AtB-3DC8Vu_8Mv.mp4,N/A,N/A,N/A,0.5719,0,0.8290000000000001,0.171
37,968176755164024832,2018-02-26 17:31:40,416,49,College teammates Jaylen Brown and Ivan Rabb will reunite tonight as we take on the Grizz. https://t.co/FVp6XZDOoM,https://video.twimg.com/amplify_video/968176199116644352/vid/1280x720/VFeXaCuPV98mmQbc.mp4,N/A,N/A,N/A,0,0,1,0
38,968129061796089856,2018-02-26 14:22:09,1390,292,"TONIGHT #Celtics vs @memgrizz    
? @tdgarden 
? 7:30 p.m.
? https://t.co/tSqpHSAdZS   
? @NBCSBoston    
?? @985TheSportsHub https://t.co/3ZSFIZpY97",http://pbs.twimg.com/media/DW98QAgWsAARKF2.jpg,N/A,N/A,N/A,0,0,1,0
39,967862283555700743,2018-02-25 20:42:05,435,845,"This could be YOU. Retweet to win C's tickets and play @MoheganSun Super Skee Ball on the court tomorrow.
Official rules: https://t.co/zvBkPbG6mp https://t.co/g3JZftwlLs",http://pbs.twimg.com/media/DW6JnfpX0AAEMgn.jpg,N/A,N/A,N/A,0.8779,0,0.664,0.336
40,967821545874829312,2018-02-25 18:00:12,297,43,"Rep the 617. Gear up with the new City Edition hoodies, hat and t-shirts ? 
https://t.co/cLEU70x2D4 https://t.co/wiS2s9mtqE",http://pbs.twimg.com/media/DW5kkEYVQAAqieX.jpg,N/A,N/A,N/A,0,0,1,0
41,967793902194487296,2018-02-25 16:10:21,407,75,"#ICYMI: Jaylen and Jayson threw it down at All-Star ?

Check it out in The Breakdown presented by @generalelectric. https://t.co/BxajSr7jge",https://video.twimg.com/ext_tw_video/967793837203603457/pu/vid/1280x720/W2_YxgBQxGU4F-mW.mp4,N/A,N/A,N/A,0,0,1,0
42,967761124044230656,2018-02-25 14:00:06,425,59,"We've got you covered on #SundayFunday. Celebrate last night's win with 50% off @PapaJohns ?

Use CELTICSWIN:https://t.co/KSSiqC97U8 https://t.co/ora99oTlDn",http://pbs.twimg.com/media/DW4tnMSX0AAYEyN.jpg,N/A,N/A,N/A,0.8176,0,0.667,0.33299999999999996
43,967642013980962816,2018-02-25 6:06:48,1849,387,Kyrie Irving helps propel the Celtics to a 121-112 win over the Knicks at MSG. https://t.co/pQSa6Dmcca,https://video.twimg.com/amplify_video/967640209713086465/vid/1280x720/eGTtMB9CjbUEbFSO.mp4,N/A,N/A,N/A,0.7506,0,0.67,0.33
44,967614166805696512,2018-02-25 4:16:09,772,160,"Kyrie was the brightest light inside MSG Sat. night, as his near-triple-double effort guided us to a win over the Knicks. Keys to the Game: https://t.co/4KDb4Bwemr",N/A,N/A,N/A,N/A,0.8316,0,0.747,0.253
45,967596921492619264,2018-02-25 3:07:37,670,241,Irving goes behind the back to Brown who throws it down in tonight?s @JetBlue Play of the Game! https://t.co/sNtwAl17ly,https://video.twimg.com/amplify_video/967595456904675329/vid/1280x720/TThovd4f21o2xPwX.mp4,N/A,N/A,N/A,0.4003,0,0.87,0.13
46,967594838165278720,2018-02-25 2:59:21,3696,790,Mood ?? https://t.co/rHJq2fqrmg,https://video.twimg.com/ext_tw_video/967594599580512257/pu/vid/720x1280/WnuiLWlL_U3IidIW.mp4,N/A,N/A,N/A,0,0,1,0
47,967593072442953728,2018-02-25 2:52:20,3686,1299,"FINAL: Celtics 121, Knicks 112

The C?s kick off the final stretch of the season with back-to-back wins and improve to 42-19. Irving: 31pts, 9reb, 8ast; Brown: 24pts; Rozier: 14pts; Tatum: 11pts, 4ast; 4stl. https://t.co/SC2xDYW6Fe",http://pbs.twimg.com/media/DW2T1cbVMAA81Op.jpg,N/A,N/A,N/A,0.765,0,0.833,0.16699999999999998
48,967590641696821249,2018-02-25 2:42:40,3065,894,? https://t.co/b57VNI9R0I,https://video.twimg.com/amplify_video/967590315270881281/vid/1280x720/caTvlMmqAETKB7Vu.mp4,N/A,N/A,N/A,0,0,1,0
49,967588910690795521,2018-02-25 2:35:47,1519,461,4th quarter Kyrie = ? https://t.co/nsxqZzgrLT,https://video.twimg.com/amplify_video/967588237714669573/vid/1280x720/MyPHe2wiVTQvsUtW.mp4,N/A,N/A,N/A,0,0,1,0
50,967584741938614272,2018-02-25 2:19:13,0,128,RT @celtics_stats: Terry Rozier has now scored in double figures in a career-best 10 consecutive games dating back to Jan. 31,N/A,N/A,N/A,N/A,0,0,1,0
51,967584225271668736,2018-02-25 2:17:10,613,117,"The C?s head into the final frame with an 88-81 lead over the Knicks, thanks to Kyrie Irving? 15 points in the third. He?s got 28pts, 8reb, &amp; 5ast.",N/A,N/A,N/A,N/A,0.4404,0,0.9059999999999999,0.094
52,967580881404674048,2018-02-25 2:03:53,752,169,Kyrie ?? Jaylen ? https://t.co/Hd560SJn7a,https://video.twimg.com/amplify_video/967580723514191873/vid/1280x720/awAd_HVHPffCQfxS.mp4,N/A,N/A,N/A,0,0,1,0
53,967576210648784898,2018-02-25 1:45:19,781,108,JB goes baseline ?? https://t.co/G7O5fMQZy1,http://pbs.twimg.com/media/DW2FarWUMAEwITS.jpg,N/A,N/A,N/A,0,0,1,0
54,967574712103653378,2018-02-25 1:39:22,572,122,"HALFTIME: Celtics 59, Knicks 56

Kyrie Irving leads the way with 13pts, followed by Jaylen Brown with 10pts. Marcus Smart added 8pts off the bench (4-for-5 shooting) along with 3 steals. https://t.co/mg46Y0OuO6",http://pbs.twimg.com/media/DW2DQteU0AA6Cnp.jpg,N/A,N/A,N/A,-0.1531,0.094,0.8290000000000001,0.077
55,967573964905164802,2018-02-25 1:36:24,0,118,RT @celtics_stats: Al Horford joins Raef LaFrentz as the only two centers in Celtics franchise history to have multiple seasons of 80+ 3-po“,N/A,N/A,N/A,N/A,0,0,1,0
56,967571054531981312,2018-02-25 1:24:50,836,239,Not bad. Not bad at all. https://t.co/IhYEjxPYQI,https://video.twimg.com/amplify_video/967570641795792897/vid/1280x720/LNEOxPZukiTmDqxe.mp4,N/A,N/A,N/A,-0.7906,0.583,0.41700000000000004,0
57,967570002495774720,2018-02-25 1:20:39,495,102,Smart saw that pass coming from a mile away. https://t.co/upRRDIW8mt,https://video.twimg.com/amplify_video/967569360091979776/vid/1280x720/BIgUwFMvVTAwGJOw.mp4,N/A,N/A,N/A,0.4019,0,0.748,0.252
58,967568905966243840,2018-02-25 1:16:18,486,109,??? https://t.co/hDPp7rrPja,https://video.twimg.com/amplify_video/967568778455220224/vid/1280x720/ZCNmXTwtg8ksaH-4.mp4,N/A,N/A,N/A,0,0,1,0
59,967566859347415040,2018-02-25 1:08:10,273,47,"End of Q1: Knicks 24, Celtics 23

Brown: 10pts, 2reb
Tatum: 4pts, 2ast, 1blk, 1stl
Irving: 3pts, 2ast",N/A,N/A,N/A,N/A,0,0,1,0
60,967566258106331136,2018-02-25 1:05:47,423,92,.@FCHWPO with the baseline jam! https://t.co/cZ69P117hd,https://video.twimg.com/amplify_video/967566019504910336/vid/1280x720/p29gKO8dVlhYbucX.mp4,N/A,N/A,N/A,0,0,1,0
61,967563072213729280,2018-02-25 0:53:07,677,146,Tatum grabs the loose ball and throws it down ? https://t.co/dx5oZ9cWY1,https://video.twimg.com/amplify_video/967562902151487488/vid/1280x720/sK3xmaOrWMVYXvAi.mp4,N/A,N/A,N/A,-0.3182,0.204,0.7959999999999999,0
62,967559958123483136,2018-02-25 0:40:45,481,110,"Tonight's starting 5??, featuring Daniel Theis. https://t.co/ekehFiNaJl",N/A,N/A,N/A,N/A,0,0,1,0
63,967558117956317184,2018-02-25 0:33:26,216,48,Daniel Theis gets the starting nod and discusses what he hopes to bring to his team while Aron Baynes is out. https://t.co/q356dTeasP,https://video.twimg.com/amplify_video/967555967318556672/vid/1280x720/mVXQaTdFG7NLBfSc.mp4,N/A,N/A,N/A,0.4215,0,0.882,0.11800000000000001
64,967552618280169472,2018-02-25 0:11:35,2274,541,Kyrie?s ready https://t.co/VXF7v8leWp,https://video.twimg.com/ext_tw_video/967552472435769345/pu/vid/720x1280/q89G8JPOGIfCtVMH.mp4,N/A,N/A,N/A,0.3612,0,0.444,0.556
65,967540449299845132,2018-02-24 23:23:13,737,117,Arriving at MSG on the #JetBlueRunway https://t.co/v8O8YFag5q,http://pbs.twimg.com/media/DW1k59UXUAEjhbF.jpg,http://pbs.twimg.com/media/DW1k59YWsAA5ULV.jpg,http://pbs.twimg.com/media/DW1k59aXcAEu5Sg.jpg,http://pbs.twimg.com/media/DW1k59VWsAEj2_R.jpg,0,0,1,0
66,967535198895247365,2018-02-24 23:02:22,241,56,#NEBHInjuryReport Shane Larkin is available tonight. Aron Baynes is out with a left elbow sprain.,N/A,N/A,N/A,N/A,0,0,1,0
67,967511997188378624,2018-02-24 21:30:10,193,32,"One team is in the top 10 for points off drives to the basket. The other is in the bottom 10. 

Find out which team ranks where in tonight's Gameday Analytics presented by @generalelectric. https://t.co/KlBSCXENIo",https://video.twimg.com/ext_tw_video/967511971275923456/pu/vid/1280x720/2dME3eZVFllT2c0F.mp4,N/A,N/A,N/A,0.2023,0,0.95,0.05
68,967437172533055488,2018-02-24 16:32:50,1036,260,"TONIGHT #Celtics vs @nyknicks   
? @TheGarden  
? 7:30 p.m.
? https://t.co/B1lvM9HPcY  
? @NBCSBoston   
?? @wzlx https://t.co/RJDGlVSeT1",http://pbs.twimg.com/media/DW0G-tlWsAAWueh.jpg,N/A,N/A,N/A,0,0,1,0
69,967269654904229889,2018-02-24 5:27:11,1327,242,Daniel Theis' career-high 19-point effort Friday night helped pave the way for our 110-98 win over the Pistons. https://t.co/Cw9qDIMjTi,https://video.twimg.com/amplify_video/967268298470539264/vid/1280x720/Ecz6m7I6wvZc-Wkx.mp4,N/A,N/A,N/A,0.5859,0,0.826,0.174
70,967236333671538688,2018-02-24 3:14:46,0,214,"RT @SeanGrandePBP: My new favorite Al stat...

Al Horford is currently 4th in the @NBA (1st among bigs) in 3-point shooting (43.6%).  How c“",N/A,N/A,N/A,N/A,0.4588,0,0.885,0.115
71,967235715875696645,2018-02-24 3:12:19,0,226,"RT @celtics_stats: Boston has now held its opponent to less than 100 points 30 times this season (2nd in NBA)

The Celtics are 27-3 in such“",N/A,N/A,N/A,N/A,0,0,1,0
72,967233431716364288,2018-02-24 3:03:15,284,45,".@smart_MS3 helped guide our defense over DET in his return, while @dtheis10 emerged from the break playing like a star. Keys to the Game: https://t.co/Y78LCHwjZj",N/A,N/A,N/A,N/A,0.5859,0,0.784,0.21600000000000003
73,967227669405253632,2018-02-24 2:40:21,322,74,Tonight's @JetBlue Play of the Game: Daniel Theis throws it down off the perfect feed from Jaylen Brown. https://t.co/VaZUOGpD3l,https://video.twimg.com/amplify_video/967223001178546177/vid/1280x720/bsi7EEqPxexn2mSy.mp4,N/A,N/A,N/A,0.7269,0,0.736,0.264
74,967224071195889664,2018-02-24 2:26:03,199,42,#NEBHInjuryReport Stevens says Baynes strained/sprained his left elbow and has not been ruled out for tomorrow.,N/A,N/A,N/A,N/A,0,0,1,0
75,967221271946780677,2018-02-24 2:14:55,4345,1209,"FINAL: Celtics 110, Pistons 98

Daniel Theis sets a new career-high with 19pts (8-for-10 shooting) to go along with 7 boards. Marcus Smart had 12pts and 6ast in his return. Irving: 18pts, 6ast, 5reb. https://t.co/YXlnP6qf5w",http://pbs.twimg.com/media/DWxCBWFVAAAFT2-.jpg,N/A,N/A,N/A,0.4019,0,0.922,0.078
76,967220251237609472,2018-02-24 2:10:52,568,121,"Theis stops the pass, Tatum goes coast ?? coast https://t.co/CtpVptTYLR",https://video.twimg.com/amplify_video/967219572154576896/vid/1280x720/k9bn4-q196XjfC0U.mp4,N/A,N/A,N/A,-0.1531,0.151,0.8490000000000001,0
77,967216184620806144,2018-02-24 1:54:43,702,161,Welcome back @smart_MS3! https://t.co/mq8Bv6dAb0,https://video.twimg.com/amplify_video/967215850250911745/vid/1280x720/Lr6eE38T4NNRZsF3.mp4,N/A,N/A,N/A,0.5093,0,0.47700000000000004,0.523
78,967213547943055366,2018-02-24 1:44:14,1094,195,"End of Q3: Celtics 86, Pistons 77

Irving: 18pts, 6ast, 5reb
Theis: 17pts (7-9 shooting), 7reb
Tatum: 13pts (5-7 shooting)",N/A,N/A,N/A,N/A,-0.3818,0.12,0.88,0
79,967209492113838081,2018-02-24 1:28:07,623,121,Theis slams it for a new career-high (14pts) ? https://t.co/CGeFS4Zmpq,https://video.twimg.com/amplify_video/967208828654690305/vid/1280x720/ICXNrS3wnMSPYsPt.mp4,N/A,N/A,N/A,0,0,1,0
80,967208354685837312,2018-02-24 1:23:36,0,63,"RT @celtics_stats: Daniel Theis' 14 points are a new career high (12, twice)",N/A,N/A,N/A,N/A,0,0,1,0
81,967204741498327040,2018-02-24 1:09:14,991,191,Tatum on the break ??? https://t.co/2njFcn67QO,https://video.twimg.com/amplify_video/967204495338881025/vid/1280x720/naVU8YqUN0H3YMe1.mp4,N/A,N/A,N/A,0,0,1,0
82,967204042895175680,2018-02-24 1:06:28,722,161,"After a slow start, the C?s go on a 21-5 run and head into halftime with a 61-49 lead over the Pistons. Daniel Theis leads the way with 12pts, 6reb. Tatum: 11pts (4-for-4 shooting); Morris: 9pts, 4reb; Irving: 8pts, 4ast. https://t.co/GHwhpLCLRl",http://pbs.twimg.com/media/DWwvmyvV4AAWnWY.jpg,N/A,N/A,N/A,0,0,1,0
83,967199360604712960,2018-02-24 0:47:51,351,85,Marcus ?? Marcus https://t.co/7eS60RqpK2,https://video.twimg.com/amplify_video/967199133114122241/vid/1280x720/n_FW0ntInzlnmMTV.mp4,N/A,N/A,N/A,0,0,1,0
84,967196439490301953,2018-02-24 0:36:15,337,76,"End of Q1: Pistons 28, Celtics 23

Tatum: 8pts (3-3 shooting), 1blk
Irving: 5pts, 2reb
Smart: 3pts, 1ast",N/A,N/A,N/A,N/A,0.4019,0,0.863,0.13699999999999998
85,967194762703859713,2018-02-24 0:29:35,872,241,What a finish! https://t.co/cRlwswfrpN,https://video.twimg.com/amplify_video/967194339850899456/vid/1280x720/UwmppSdAsSO6yjV-.mp4,N/A,N/A,N/A,0,0,1,0
86,967193439623360512,2018-02-24 0:24:20,142,40,#NEBHInjuryReport Baynes went to the locker room with a left elbow soreness. He is expected to return.,N/A,N/A,N/A,N/A,0,0,1,0
87,967193411781459970,2018-02-24 0:24:13,406,90,Jaylen attacks the rim for ?? https://t.co/4mSzqKOFIN,https://video.twimg.com/amplify_video/967193184513085440/vid/1280x720/_FFoRREN1wGPD-91.mp4,N/A,N/A,N/A,-0.4404,0.326,0.674,0
88,967189837831950336,2018-02-24 0:10:01,506,133,Break?s over. It?s game time. ?? https://t.co/CCgeJYS4b1,N/A,N/A,N/A,N/A,0,0,1,0
89,967186848882728960,2018-02-23 23:58:08,178,48,Hear from Marcus Smart on what we can expect in his return. https://t.co/LeaZmGy3o0,https://video.twimg.com/amplify_video/967184717509357569/vid/1280x720/se3NW3TxHm4TMjch.mp4,N/A,N/A,N/A,0.4019,0,0.816,0.184
90,967180728646688768,2018-02-23 23:33:49,344,59,Mook back in Motor City https://t.co/rSdKePaxFw,https://video.twimg.com/ext_tw_video/967180683138469888/pu/vid/720x720/xcNoUhN12rhgC8Ti.mp4,N/A,N/A,N/A,0,0,1,0
91,967170244858011649,2018-02-23 22:52:10,629,108,Squad ??d in on the #JetBlueRunway https://t.co/Ysimpbo30j,http://pbs.twimg.com/media/DWwUNNEUMAAFcIt.jpg,http://pbs.twimg.com/media/DWwUNNFVMAALcdY.jpg,http://pbs.twimg.com/media/DWwUNNGU8AAc3wb.jpg,http://pbs.twimg.com/media/DWwUNNEVoAI8hFu.jpg,0,0,1,0
92,967168050507210754,2018-02-23 22:43:27,311,82,#NEBHInjuryReport Marcus Smart will play tonight on a minutes restriction. Shane Larkin is out for tonight?s game.,N/A,N/A,N/A,N/A,0.4588,0.10400000000000001,0.644,0.252
93,967156651760521217,2018-02-23 21:58:09,192,34,"The #Celtics lead the #NBA in opponent eFG%. How does Detroit match up? 

Find out in today's Gameday Analytics presented by @generalelectric. https://t.co/l4UVtOt95Y",https://video.twimg.com/ext_tw_video/967156626972205056/pu/vid/1280x720/2Z2th39AKM6AGtuk.mp4,N/A,N/A,N/A,0,0,1,0
94,967110794654740480,2018-02-23 18:55:56,303,65,Tonight we'll play our first game back from the All-Star break against a new-look Detroit Pistons team. https://t.co/DxXveO9rYu,https://video.twimg.com/amplify_video/967109684716023809/vid/1280x720/8sW41cQN-c43IwyW.mp4,N/A,N/A,N/A,0.34,0,0.87,0.13
95,967097008929591296,2018-02-23 18:01:09,1370,205,Morning shootaround ? https://t.co/okqCakofN4,http://pbs.twimg.com/media/DWvRmEjX0AAj0M3.jpg,http://pbs.twimg.com/media/DWvRmFHW4AAnoWF.jpg,http://pbs.twimg.com/media/DWvRmEjWsAATedv.jpg,http://pbs.twimg.com/media/DWvRmElX4AEfvx0.jpg,0,0,1,0
96,967092397095170048,2018-02-23 17:42:49,728,139,The second half of the season starts tonight! https://t.co/0rLQhyyec5,https://video.twimg.com/amplify_video/967091507202314240/vid/1280x720/WmOLd8l7yjEadLKo.mp4,N/A,N/A,N/A,0,0,1,0
97,967073790843858945,2018-02-23 16:28:53,0,121,RT @TheNBPA: .@KyrieIrving on #BHM #PlayersVoice https://t.co/2lmJ9y5ixR,https://video.twimg.com/amplify_video/967051165237239808/vid/1280x720/kKYDBZBVO3J_K6ec.mp4,N/A,N/A,N/A,0,0,1,0
