Num,ID,Created_at,Fav,retweets,text,media1,media2,media3,media4,compund,neg,neu,pos
545,958393817090191360,2018-01-30 17:37:46,356,56,"""The only thing we have to fear is fear itself"" ... and sometimes maybe one or two other things ?

Check out Parquet Personalities presented by @GrnMtnCreamery to find out what keeps these players up at night. https://t.co/hEqProxlFr",https://video.twimg.com/ext_tw_video/958393758759968768/pu/vid/1280x720/7LuWHl8efz87TUk4.mp4,N/A,N/A,N/A,-0.7506,0.155,0.845,0
546,958368549994680320,2018-01-30 15:57:22,1500,315,"24 years ago, 3??2?? went to the rafters. 

In less than 2 weeks, 3??4?? will join the club. https://t.co/Oh6k0asw3F",https://video.twimg.com/amplify_video/958367210610876421/vid/1280x720/mLUcovwTKyxPhmLV.mp4,N/A,N/A,N/A,0.29600000000000004,0,0.885,0.115
547,958323969949618176,2018-01-30 13:00:13,1422,203,"Daniel Theis has quietly become one of the most effective role players in the league, writes @Marc_DAmico: https://t.co/bgCmktiZ3V",N/A,N/A,N/A,N/A,0.5256,0,0.8340000000000001,0.166
548,958317029915856896,2018-01-30 12:32:39,2933,503,FTW ? #SaltJay https://t.co/yEfysralbG,http://pbs.twimg.com/media/DUygMtoV4AA3fQh.jpg,N/A,N/A,N/A,0.5766,0,0.349,0.6509999999999999
549,958316121714720769,2018-01-30 12:29:02,0,59,"RT @SeanGrandePBP: Since the advent of the 3-point shot in 1979, the Celtics have played 1,559 road games.

They've never made more 3's in“",http://pbs.twimg.com/media/DUxb1L9VMAAGbSy.jpg,N/A,N/A,N/A,0.34,0,0.9059999999999999,0.094
550,958308827903901696,2018-01-30 12:00:03,196,32,We're proud to support the 2018 Unity Weekend basketball tournament next weekend. Good luck ?? https://t.co/oZJhmLVy53,https://video.twimg.com/amplify_video/958034552395616256/vid/1280x720/9fvlO29-k19ITL5T.mp4,N/A,N/A,N/A,0.8934,0,0.506,0.494
551,958239273089511424,2018-01-30 7:23:40,667,94,The Celtics fought down to the wire to pull away 111-110 on Monday night against the Nuggets. https://t.co/tZliJwpuVR,https://video.twimg.com/amplify_video/958236259356352512/vid/1280x720/kHPugbvrXwFQeDhp.mp4,N/A,N/A,N/A,-0.3182,0.11900000000000001,0.8809999999999999,0
552,958214804786831361,2018-01-30 5:46:26,434,65,Al did what he always does - make the right play - and Jaylen cashed in to give us the W in Denver: https://t.co/idConx9g9l,N/A,N/A,N/A,N/A,0.34,0,0.893,0.107
553,958201276763815936,2018-01-30 4:52:41,993,104,Jaylen Brown on the W: ?We needed this one.?,N/A,N/A,N/A,N/A,0,0,1,0
554,958201140637614081,2018-01-30 4:52:09,1076,124,"?I was just trying to be aggressive,? says Jayson Tatum. ?I know I haven?t been playing that well lately so I wanted to be aggressive.?",N/A,N/A,N/A,N/A,0.4404,0,0.843,0.157
555,958198803475156994,2018-01-30 4:42:51,763,192,Tonight?s @JetBlue Play of the Game: Jaylen Brown hits the clutch go-ahead triple to seal the deal ?? https://t.co/Krcy0EXvKc,https://video.twimg.com/amplify_video/958196874120499200/vid/1280x720/y7vBeMdBepwnjZPy.mp4,N/A,N/A,N/A,0.34,0,0.882,0.11800000000000001
556,958196954726477824,2018-01-30 4:35:31,610,81,"Coach seems a bit surprised that Terry Rozier, after spraining his ankle Saturday night, was able to play - and play well. ?Those rebounds he got at the end were enormous,? he says.",N/A,N/A,N/A,N/A,0.7783,0,0.754,0.24600000000000002
557,958196142285533185,2018-01-30 4:32:17,992,133,Brad Stevens called Al Horford?s drive-and-kick to Jaylen Brown for the win ?just a tremendous play.?,N/A,N/A,N/A,N/A,0.5859,0,0.787,0.213
558,958193408727711744,2018-01-30 4:21:25,3108,1079,"Ballgame!!! The C?s defeat the Nuggets 111-110 to cap off the road trip with a W. Kyrie Irving led all scorers with 27 points on 64.7% shooting. Tatum: 20pts (8-13 shooting), 6reb, 4ast. https://t.co/dYs2tPZNzv",http://pbs.twimg.com/media/DUwvQRBX4AIWwTS.jpg,N/A,N/A,N/A,-0.5962,0.10800000000000001,0.892,0
559,958192115787411456,2018-01-30 4:16:17,3556,888,JAYL3N! https://t.co/cSLVDIz4jI,https://video.twimg.com/amplify_video/958192038448652288/vid/1280x720/B4g69LiBpUnB7ODi.mp4,N/A,N/A,N/A,0,0,1,0
560,958189916097101824,2018-01-30 4:07:32,1182,308,? https://t.co/3pVc2N1aRn,https://video.twimg.com/amplify_video/958189303229702145/vid/1280x720/ctrAGonvWbaQniwp.mp4,N/A,N/A,N/A,0,0,1,0
561,958185010762203136,2018-01-30 3:48:03,1350,327,.@jaytatum0 with the JAM! ? https://t.co/776P9HLXpN,https://video.twimg.com/amplify_video/958184809947435009/vid/1280x720/A0K1elh0C6Dn4hcZ.mp4,N/A,N/A,N/A,0,0,1,0
562,958184514194427905,2018-01-30 3:46:05,270,59,"End of Q3: Nuggets 82, Celtics 80

Irving: 17pts (7-for-10 shooting), 4ast
Tatum: 16pts (6-for-9 shooting), 5reb, 3ast
Morris: 14pts (3-for-4 from deep), 3reb",N/A,N/A,N/A,N/A,0,0,1,0
563,958182434385702912,2018-01-30 3:37:49,4290,1412,Got 'em ? https://t.co/VukAFiy1Q0,https://video.twimg.com/amplify_video/958182269944041472/vid/1280x720/aLUBfhQ6nI7RFWau.mp4,N/A,N/A,N/A,0,0,1,0
564,958175122707374080,2018-01-30 3:08:45,786,149,"HALFTIME: Celtics 56, Nuggets 45

Irving leads all scorers with 15pts (6-for-7 shooting) followed by Morris with 11pts. Tatum's got 10pts (4-for-6 shooting), 3reb, 2ast, 1stl, 1blk. https://t.co/0DpTK99bKQ",http://pbs.twimg.com/media/DUwc0xSVQAAYZYE.jpg,N/A,N/A,N/A,0,0,1,0
565,958171655855013896,2018-01-30 2:54:59,839,233,"The spin ?
The finish ? https://t.co/hyq0BHU6BL",https://video.twimg.com/amplify_video/958170974506991618/vid/1280x720/Vo80rmkW5fjf44_5.mp4,N/A,N/A,N/A,0,0,1,0
566,958169066933374976,2018-01-30 2:44:42,1912,543,HOW??? https://t.co/R4RzQ5geZq,https://video.twimg.com/amplify_video/958168562295648261/vid/1280x720/BMkyq8XPJEIFrfe5.mp4,N/A,N/A,N/A,0,0,1,0
567,958168843444252677,2018-01-30 2:43:48,1524,268,This went in. https://t.co/CbHYJ5M7T5,http://pbs.twimg.com/media/DUwZeKPVMAApZ30.jpg,N/A,N/A,N/A,0,0,1,0
568,958167634142474240,2018-01-30 2:39:00,366,73,"End of Q1: Celtics 32, Nuggets 21

The C?s are 7-of-11 from deep. Marcus Morris has a game-high 9pts followed by Kyrie who's got 8pts. Tatum: 5pts, 2reb, 2ast, 1stl.",N/A,N/A,N/A,N/A,0,0,1,0
569,958167054812508160,2018-01-30 2:36:42,1505,414,Okay then Kyrie ? https://t.co/UxoRSDycLj,https://video.twimg.com/amplify_video/958166824247468032/vid/1280x720/DnWHQ2HjwD99zQI6.mp4,N/A,N/A,N/A,0.2263,0,0.612,0.38799999999999996
570,958165423328968704,2018-01-30 2:30:13,526,104,?????? https://t.co/KTnCGvyLQ9,https://video.twimg.com/amplify_video/958165234035826689/vid/1280x720/Mge898Xco-53Nqip.mp4,N/A,N/A,N/A,0,0,1,0
571,958162266788020224,2018-01-30 2:17:40,485,88,? @Al_Horford ? https://t.co/FD0ppb6EEA,https://video.twimg.com/amplify_video/958162070289121280/vid/1280x720/jgwIfuJPu5oPjflE.mp4,N/A,N/A,N/A,0,0,1,0
572,958161917536817152,2018-01-30 2:16:17,770,141,Finish strong ? https://t.co/1peo5yQSYe,http://pbs.twimg.com/media/DUwTLkfVoAADukb.jpg,N/A,N/A,N/A,0.5106,0,0.377,0.623
573,958161260897484800,2018-01-30 2:13:41,119,34,#NEBHInjuryReport: Shane Larkin will not play tonight's game against Denver due to a sore right knee.,N/A,N/A,N/A,N/A,-0.5478,0.259,0.741,0
574,958160013872246785,2018-01-30 2:08:43,474,103,??? https://t.co/1EyPjTWuHc,N/A,N/A,N/A,N/A,0,0,1,0
575,958157869874143232,2018-01-30 2:00:12,664,139,Kadeem Allen just won @nbagleague Player of the Week. Now he's with the Celtics after suddenly becoming a dangerous two-way player: https://t.co/q1gvAoeZvm,N/A,N/A,N/A,N/A,0.1531,0.12,0.736,0.14300000000000002
576,958157245275037696,2018-01-30 1:57:43,240,34,"After nine days on the road, we're looking to end this road trip with a win in Denver. https://t.co/eRMFSJsXGU",https://video.twimg.com/amplify_video/958156524580364288/vid/1280x720/P6UQKJgtxggVEXfh.mp4,N/A,N/A,N/A,0.5859,0,0.8170000000000001,0.183
577,958148629746847744,2018-01-30 1:23:29,2768,450,???? https://t.co/X2dUyRWTRS,http://pbs.twimg.com/media/DUwHFSyU0AEgb1e.jpg,N/A,N/A,N/A,0,0,1,0
578,958144219775930368,2018-01-30 1:05:58,488,70,One more in Denver #JetBlueRunway https://t.co/uyxYIrSFif,http://pbs.twimg.com/media/DUwC_5DU0AA-pd_.jpg,http://pbs.twimg.com/media/DUwC_5DVQAA6RSp.jpg,http://pbs.twimg.com/media/DUwC_5EVwAAy8QN.jpg,http://pbs.twimg.com/media/DUwC_5DVMAATN5u.jpg,0,0,1,0
579,958135955054997504,2018-01-30 0:33:07,506,55,"?I?m excited for him,? Brad Stevens says of Kadeem Allen?s growth as a player, ?because he?s someone we think highly of.?",N/A,N/A,N/A,N/A,0.6124,0,0.7829999999999999,0.217
580,958127674806939653,2018-01-30 0:00:13,239,37,The #Celtics have allowed the lowest FG% in the #NBA. How does that compare with Denver?  Watch tonight's Gameday Analytics presented by @generalelectric to find out. https://t.co/lPrdPqyVhd,https://video.twimg.com/ext_tw_video/958127643806769152/pu/vid/1280x720/JtTCP3-XRt8tGwRX.mp4,N/A,N/A,N/A,-0.3818,0.091,0.909,0
581,958104565391478784,2018-01-29 22:28:23,0,989,RT @gordonhayward: New blog: Grinding through rehab as best I can! Update on where I?m at and what I?ve seen from the @celtics of late. htt“,N/A,N/A,N/A,N/A,0.6696,0,0.8420000000000001,0.158
582,958091156453314561,2018-01-29 21:35:06,178,23,"Monsterblog 2?? is ready! 

@dtheis10 is sharing the most memorable parts of his rookie season and answering your #AskTheis questions.
https://t.co/dNMHoUANbj",N/A,N/A,N/A,N/A,0.68,0,0.773,0.22699999999999998
583,958085160796413953,2018-01-29 21:11:17,0,55,"RT @nbagleague: After putting up HUGE numbers in a three-game week for the @maineredclaws, @celtics #2WayPlayer @AllenKadeem is the #NBAGLe“",http://pbs.twimg.com/media/DUvDQ0RWAAIR0gP.jpg,N/A,N/A,N/A,0.4648,0,0.856,0.14400000000000002
584,958082978525085696,2018-01-29 21:02:37,209,28,"You know all about point guards. But tonight in Denver, you're gonna learn all about point-centers. https://t.co/ESCi16t7gF",N/A,N/A,N/A,N/A,0,0,1,0
585,958073284196749318,2018-01-29 20:24:05,296,54,"We're looking to close out this West Coast swing at 2-2 with a win tonight, but to do so, we'll have to adjust to the altitude change in the Mile High City. https://t.co/gVVddd6p9M",https://video.twimg.com/amplify_video/958072935465603073/vid/1280x720/KIJUvToMfJHg56y3.mp4,N/A,N/A,N/A,0.34,0,0.9279999999999999,0.07200000000000001
586,958044616598663168,2018-01-29 18:30:10,687,168,"TONIGHT #Celtics vs @nuggets  
? @Pepsi_Center 
? 9:00 p.m.
? https://t.co/B1lvM9HPcY   
? @NBCSBoston &amp; @NBATV    
?@985TheSportsHub https://t.co/EPFhK2sRdU",http://pbs.twimg.com/media/DUuogBYXUAAi54S.jpg,N/A,N/A,N/A,0,0,1,0
587,958040089673703424,2018-01-29 18:12:11,279,38,"?There?s not going to be like a six-week altitude training session,? Brad Stevens jokes about the altitude here in Denver. Says his teams have typically played well in Denver with the exception of last season.",N/A,N/A,N/A,N/A,0.7906,0,0.769,0.231
588,958038993009917952,2018-01-29 18:07:50,230,44,#NEBHInjuryReport: Marcus Smart has a follow-up appointment this week to figure out what the next steps are for his hand lacerations.,N/A,N/A,N/A,N/A,0.7096,0,0.753,0.247
589,958038794963316736,2018-01-29 18:07:02,246,61,"#NEBHInjuryReport: Terry Rozier (ankle) will not go through shootaround this morning and is ?50-50? for tonight, says Brad Stevens.",N/A,N/A,N/A,N/A,0,0,1,0
590,958007069176680449,2018-01-29 16:00:58,475,64,We'll have to be physical on the boards tonight facing the 5th best rebounding team in the league. https://t.co/kbWqIM2WBk,https://video.twimg.com/amplify_video/958006563255369728/vid/1280x720/aE5xxsUxDvVSEuzY.mp4,N/A,N/A,N/A,0.6369,0,0.8109999999999999,0.18899999999999997
591,957753436816269312,2018-01-28 23:13:08,1645,190,? Mile High City https://t.co/Zq1N3BZ4QZ,http://pbs.twimg.com/media/DUqfqtPVoAAEvbj.jpg,http://pbs.twimg.com/media/DUqfqtLVMAAGIoq.jpg,http://pbs.twimg.com/media/DUqfqtNVAAA9wlH.jpg,http://pbs.twimg.com/media/DUqfqtOU0AAGx6t.jpg,0,0,1,0
592,957614298745929728,2018-01-28 14:00:15,1254,196,What did Saturday night prove? That Kyrie vs. Steph is the most entertaining matchup in the league: https://t.co/8bqbYXELCr,N/A,N/A,N/A,N/A,0.4927,0,0.8420000000000001,0.158
593,957531121146875904,2018-01-28 8:29:44,595,91,"Saturday night featured a battle between the top seed in each conference. It lived up to expectations, but the Warriors held us off for a 109-105 win. https://t.co/dVs0GzA1pt",https://video.twimg.com/ext_tw_video/957530997872119808/pu/vid/1280x720/2HvbBz0JsFov7tf8.mp4,N/A,N/A,N/A,0.7003,0.057,0.732,0.21
594,957486331055177733,2018-01-28 5:31:45,313,43,"Saturday night went down to the wire at Oracle Arena, but a quick spurt from Steph Curry and the Warriors in crunch time held us off: https://t.co/rCQxKeES4h",N/A,N/A,N/A,N/A,0,0,1,0
595,957471367506444288,2018-01-28 4:32:17,1021,129,"?I?m encouraged by our group,? says Al Horford. He acknowledges that we?re a very young team, yet we battled through in a hostile environment and nearly snagged the win.",N/A,N/A,N/A,N/A,0.3612,0.141,0.674,0.185
596,957471141462986752,2018-01-28 4:31:23,1148,236,@warriors Until next time ? https://t.co/NbsF4CTxkG,http://pbs.twimg.com/media/DUmexCJU0AYGi8v.jpg,N/A,N/A,N/A,0,0,1,0
597,957470148754993153,2018-01-28 4:27:27,786,94,"?I think it?s a positive,? Jaylen Brown says of tonight?s game, ?seeing everyone locked in and engaged.?",N/A,N/A,N/A,N/A,0,0,1,0
598,957467505236238336,2018-01-28 4:16:56,578,81,"?The last three games are more of who we want to be,? Brad Stevens says, regardless of the fact that the team went 1-2 during that stretch.",N/A,N/A,N/A,N/A,0.0772,0,0.9520000000000001,0.048
599,957466994495832070,2018-01-28 4:14:55,672,117,Coach says that the official ruling on Kyrie?s final free throw was that it did not hit the rim. Many inside the arena were confused about what the actual ruling was.,N/A,N/A,N/A,N/A,0.25,0.066,0.838,0.095
600,957466567742185472,2018-01-28 4:13:13,2074,351,"Brad Stevens on Kyrie?s incredible night: ?He?s awfully tough, and they threw a bunch of different bodies at him, and he just kept going and going and going.?",N/A,N/A,N/A,N/A,-0.2006,0.065,0.935,0
601,957464632779829251,2018-01-28 4:05:31,2498,653,"#Celtics fall to the Warriors 109-105. 

Kyrie Irving put on a show with 37 points, shooting 13-17. This was his 15th game this season recording 30+ points in a game. https://t.co/Y6vSEJyTMX",http://pbs.twimg.com/media/DUmY9YNVwAAk58i.jpg,N/A,N/A,N/A,0,0,1,0
602,957462404689883138,2018-01-28 3:56:40,1831,507,??? https://t.co/5HqiwbDxzt,https://video.twimg.com/amplify_video/957462154919141376/vid/1280x720/IIzLRXsuFIAwCv8z.mp4,N/A,N/A,N/A,0,0,1,0
603,957461943077482496,2018-01-28 3:54:50,2061,479,ROZIER (AGAIN),N/A,N/A,N/A,N/A,0,0,1,0
604,957459755378688000,2018-01-28 3:46:09,857,205,??? https://t.co/jrKVacc67Z,https://video.twimg.com/amplify_video/957459542031257601/vid/1280x720/T5FyeQLMAWSiV_Qf.mp4,N/A,N/A,N/A,0,0,1,0
605,957458175111913472,2018-01-28 3:39:52,0,224,"RT @celtics_stats: Kyrie Irving has registered his 15th game of 30+ points, making him 1 of 8 players with at least 15 games of 30+ points“",N/A,N/A,N/A,N/A,0,0,1,0
606,957457412524359680,2018-01-28 3:36:50,1007,203,SHANE. LARKIN. ? https://t.co/g3c85E6XtF,https://video.twimg.com/amplify_video/957457298699403265/vid/1280x720/Vf6FXBcq4utC-Mun.mp4,N/A,N/A,N/A,0,0,1,0
607,957456639707136000,2018-01-28 3:33:46,740,150,All-Star ?? All-Star https://t.co/FCTW3vQrQx,https://video.twimg.com/amplify_video/957456284483141632/vid/1280x720/4bUbUYHA1VB0snui.mp4,N/A,N/A,N/A,0,0,1,0
608,957453025781559298,2018-01-28 3:19:24,704,170,Larkin getting fancy https://t.co/GFIjFz93mu,https://video.twimg.com/amplify_video/957452794335674368/vid/1280x720/-_fNsHqZsQla6aWK.mp4,N/A,N/A,N/A,0,0,1,0
609,957442932679892993,2018-01-28 2:39:18,1287,262,HALFTIME: C?s lead 54-50 https://t.co/sqfSuJLDdS,http://pbs.twimg.com/media/DUmFPyxVoAAaNTP.jpg,N/A,N/A,N/A,0,0,1,0
610,957441815459741696,2018-01-28 2:34:51,969,247,T-RO ? https://t.co/vAYKdasIFU,https://video.twimg.com/amplify_video/957441650111860737/vid/1280x720/1c2Z7ZaKU9PiPvtB.mp4,N/A,N/A,N/A,0,0,1,0
611,957439463331741696,2018-01-28 2:25:31,2205,648,HE CAN'T MISS ??? https://t.co/VU8LTAOb7V,https://video.twimg.com/amplify_video/957439172242845696/vid/1280x720/jPQoJkovmzIBDBkO.mp4,N/A,N/A,N/A,-0.3254,0.368,0.632,0
612,957438196559757312,2018-01-28 2:20:29,645,133,AND-1 https://t.co/Pw1x0kvhUe,https://video.twimg.com/amplify_video/957438006582915072/vid/1280x720/YgBogBzYN0_zU9ZD.mp4,N/A,N/A,N/A,0,0,1,0
613,957435128854339584,2018-01-28 2:08:17,850,227,"#Celtics lead the Warriors 37-27 at the end of the first. 

Kyrie Irving and Jaylen Brown lead the C's with 14 points each on a combined 9-9 shooting from the field.",N/A,N/A,N/A,N/A,0,0,1,0
614,957432478859317249,2018-01-28 1:57:45,6608,2587,? 1??1?? https://t.co/Ct3126o2NF,https://video.twimg.com/amplify_video/957432146112606208/vid/1280x720/FD72E5KGACySbjxs.mp4,N/A,N/A,N/A,0,0,1,0
615,957430594752823297,2018-01-28 1:50:16,1961,610,Doing Kyrie things ? https://t.co/slfd32VFcn,https://video.twimg.com/amplify_video/957430188207304705/vid/1280x720/xQpWtODtlmkYkpgF.mp4,N/A,N/A,N/A,0,0,1,0
616,957429151908032512,2018-01-28 1:44:32,949,292,JB sets the tone ? https://t.co/djpuMOPx1n,https://video.twimg.com/amplify_video/957428862178099206/vid/1280x720/fQbSs-hskvVCzzvV.mp4,N/A,N/A,N/A,0,0,1,0
617,957428040841269254,2018-01-28 1:40:07,647,194,It?s time ?? https://t.co/wyPzsFuawh,N/A,N/A,N/A,N/A,0,0,1,0
618,957421388071088128,2018-01-28 1:13:41,363,63,"With Smart out, Shane Larkin will look to fill the void on the defensive end. https://t.co/IzF41KUNzH",https://video.twimg.com/amplify_video/957420591157579778/vid/1280x720/j1uN6WiMjJFthfwO.mp4,N/A,N/A,N/A,0.4215,0,0.787,0.213
619,957418053314269184,2018-01-28 1:00:26,330,84,"We're 3-2 against the Warriors over our last five matchups, but as Coach has noted for two straight days, this team is only 1-0. https://t.co/mbqwVgfWOf",N/A,N/A,N/A,N/A,0.3291,0,0.9109999999999999,0.08900000000000001
620,957414875961098240,2018-01-28 0:47:48,1279,214,Ready to go ?? https://t.co/qRBbDwupbF,http://pbs.twimg.com/media/DUlruE_U0AA7I5E.jpg,N/A,N/A,N/A,0.3612,0,0.615,0.385
621,957409388159029248,2018-01-28 0:26:00,617,118,All eyes on us https://t.co/WmNfVhZ3EL,https://video.twimg.com/ext_tw_video/957409254410891264/pu/vid/720x1280/D9Ed0ekXpzLqq_L9.mp4,N/A,N/A,N/A,0,0,1,0
622,957409075360419840,2018-01-28 0:24:46,1060,179,Everyone brought their A game to the #JetBlueRunway ? https://t.co/8zQRhDuUz8,http://pbs.twimg.com/media/DUlmcjsVQAEOQ2s.jpg,http://pbs.twimg.com/media/DUlmcjrV4AAlV_d.jpg,http://pbs.twimg.com/media/DUlmcjsU8AAYQI1.jpg,http://pbs.twimg.com/media/DUlmcj5U0AA7Y6Z.jpg,0,0,1,0
623,957404841575309312,2018-01-28 0:07:56,425,56,"?The last two games I?ve been pretty encouraged by how we?ve played,? says Brad Stevens. ?I?m looking forward to this game to see how we score.?",N/A,N/A,N/A,N/A,0.6908,0,0.8079999999999999,0.192
624,957403516007415808,2018-01-28 0:02:40,1822,318,"Brad Stevens says he will start Kyrie Irving, Jaylen Brown, Jayson Tatum, Al Horford and Aron Baynes tonight at Golden State.",N/A,N/A,N/A,N/A,0,0,1,0
625,957401733508091904,2018-01-27 23:55:35,0,118,"RT @celtics_stats: Celtics By The Numbers - January 27, 2018

Boston enters tonight's game as the only NBA team with an active winning stre“",http://pbs.twimg.com/media/DUle_piXUAAqmHk.jpg,N/A,N/A,N/A,0.7269,0,0.775,0.225
626,957380238572433409,2018-01-27 22:30:10,316,70,How did the #Celtics tough defensive impact their November matchup with Golden State? Watch tonight's Gameday Analytics presented by @generalelectric to find out. https://t.co/dbNVX5eKZ3,https://video.twimg.com/ext_tw_video/957380213691830272/pu/vid/1280x720/g6wZytzoP4KsmsfK.mp4,N/A,N/A,N/A,-0.1027,0.061,0.894,0.045
627,957270169793040384,2018-01-27 15:12:48,842,132,"2 Rising Stars AND 2 All-Stars? Not something you see very often
https://t.co/tDh1r23gW3",N/A,N/A,N/A,N/A,0,0,1,0
628,957055874232614912,2018-01-27 1:01:16,427,82,"Taking on the Warriors without Marcus Smart will be a challenge, but the team is expecting two other guards to step up in his absence: https://t.co/gXgHz3kAY0",N/A,N/A,N/A,N/A,-0.1227,0.063,0.892,0.045
629,957011679648235520,2018-01-26 22:05:39,764,89,Brad Stevens singled out Shane Larkin as a player who will have a great opportunity tomorrow night against Golden State.,N/A,N/A,N/A,N/A,0.7845,0,0.6990000000000001,0.301
630,957010470598094848,2018-01-26 22:00:51,6693,1428,"Kyrie was asked about being able to play with LeBron and Kevin Love during All-Star weekend. He answered, ?When you?re on a championship team, it?s a bond that can?t be broken ... We created history.?",N/A,N/A,N/A,N/A,0.8126,0.073,0.657,0.27
631,957009334512140288,2018-01-26 21:56:20,1476,259,"?This is what I signed up for as a kid,? Kyrie says of tomorrow?s primetime showdown with the Warriors. https://t.co/dsJhcNw2e6",http://pbs.twimg.com/media/DUf63gEUQAAl0sQ.jpg,N/A,N/A,N/A,0,0,1,0
632,957007947015401472,2018-01-26 21:50:49,586,94,Jaylen Brown on what needs to happen to down the Warriors tomorrow night: ?Everybody has to come in on the right page - even if it?s not the right page - everyone has to be on the same page.?,N/A,N/A,N/A,N/A,0,0,1,0
633,957005759186743296,2018-01-26 21:42:07,528,76,"?Our guys are prepared,? Al Horford says regarding tomorrow?s showdown with the Warriors. ?We had a great practice today.?",N/A,N/A,N/A,N/A,0.6249,0,0.8059999999999999,0.19399999999999998
634,957004858132852736,2018-01-26 21:38:33,484,89,#NEBHInjuryReport: Al Horford confirms that he did not suffer a concussion and fully participated in today?s practice.,N/A,N/A,N/A,N/A,0.431,0,0.84,0.16
635,956997327625113606,2018-01-26 21:08:37,278,69,"#NEBHInjuryReport Marcus Smart has returned to Boston following right hand lacerations suffered prior to Wednesday?s game.

https://t.co/rMVIoDWS0n",N/A,N/A,N/A,N/A,0.4019,0.139,0.606,0.255
636,956944023641579520,2018-01-26 17:36:49,588,110,"Hey, did you know Jayson Tatum is only 19?! ?

Find out how his age impacts his efforts in the community in our @TDBank_US #HumanBehindtheNumbers https://t.co/1ofJ9IL3i3",https://video.twimg.com/amplify_video/956943404469977088/vid/1280x720/PNj4O0ZApI8agCBX.mp4,N/A,N/A,N/A,0,0,1,0
637,956919665611059200,2018-01-26 16:00:01,1230,290,? Battle of the 1 seeds https://t.co/G2rXrGfn0Q,https://video.twimg.com/amplify_video/956915601288593408/vid/1280x720/TBVhUtNORepf1QhF.mp4,N/A,N/A,N/A,-0.3818,0.39399999999999996,0.606,0
638,956680556149960704,2018-01-26 0:09:53,1745,404,#KyrieIrving and #AlHorford will face off on separate teams in the #NBAAllStar game https://t.co/YpvwrsgV8b,N/A,N/A,N/A,N/A,0,0,1,0
639,956671602330161152,2018-01-25 23:34:18,892,149,LA ?? SF https://t.co/n9atUahMKt,http://pbs.twimg.com/media/DUbHuobUQAETzMb.jpg,http://pbs.twimg.com/media/DUbHuodUMAE1ioT.jpg,http://pbs.twimg.com/media/DUbHuohVMAAk411.jpg,http://pbs.twimg.com/media/DUbHuogVQAAaf6-.jpg,0,0,1,0
640,956657513440665600,2018-01-25 22:38:19,1519,272,"Can I get a ""WOOP WOOP"" ?? https://t.co/pjqCxNc0fX",https://video.twimg.com/amplify_video/956554983922479105/vid/1280x720/WubAST5RUNlr09fQ.mp4,N/A,N/A,N/A,0,0,1,0
641,956620784792952835,2018-01-25 20:12:22,0,23,"RT @CLTXGaming: The CLTX Gaming and @Splyce #AMA about the #NBA2KLeague is NOW LIVE on Reddit /r/esports! 

https://t.co/sQp1LOo67Y https:/“",http://pbs.twimg.com/media/DUaWFEmUQAAgQL8.jpg,N/A,N/A,N/A,0,0,1,0
642,956617762037813248,2018-01-25 20:00:22,145,24,"Looking to switch up your workout routine? Check out these @bostonsci fitness tips. 

#NBAFIT

?: https://t.co/PpdjjpSyeK https://t.co/kYahyDrKw4",N/A,N/A,N/A,N/A,0.2732,0,0.884,0.11599999999999999
643,956602584093016065,2018-01-25 19:00:03,956,186,Which Hall of Famer and 16x All-Star does @jaytatum0 resemble? https://t.co/V2nolEca7o,https://video.twimg.com/amplify_video/956580417976455168/vid/1280x720/gcIfuTbv1WTlja1w.mp4,N/A,N/A,N/A,0,0,1,0
644,956567379449917440,2018-01-25 16:40:10,0,92,"RT @CLTXGaming: Two champions team up for a new league. @Splyce #NBA2KLeague 

https://t.co/met6ssBZmy https://t.co/Tz9NNvPCl3",https://video.twimg.com/amplify_video/956558738092998656/vid/1280x720/HkWaD1XAKK4lYgpz.mp4,N/A,N/A,N/A,0.5267,0,0.779,0.221
645,956564845482168320,2018-01-25 16:30:05,197,25,"Halfway through our West Coast trip and back on track.

Use code CELTICSWIN on https://t.co/SwXFxRwf6D for 50% off @PapaJohns ? https://t.co/uRvxkg4zWW",http://pbs.twimg.com/media/DUZmp-3VwAAyAr_.jpg,N/A,N/A,N/A,0,0,1,0
646,956556510632407045,2018-01-25 15:56:58,650,105,"We're leaving LA today, but 2 more guys can expect to go back next month for All-Star weekend. https://t.co/LbedjUsjaF",https://video.twimg.com/amplify_video/956554966117728259/vid/1280x720/3TRqjAmtKdnIJMp0.mp4,N/A,N/A,N/A,0,0,1,0
647,956466422523355136,2018-01-25 9:59:00,949,190,"The Celtics are finally get back in the win column after defeating the Clippers, 113-102. https://t.co/ImCqXXfOsr",https://video.twimg.com/ext_tw_video/956466298460008449/pu/vid/1280x720/guaPkkwBk_syii0O.mp4,N/A,N/A,N/A,0.29600000000000004,0.127,0.6859999999999999,0.18600000000000003
648,956447940347916288,2018-01-25 8:45:33,302,47,Breathe a short sigh of relief. We needed that one in LA: https://t.co/swlZ5qj1ph,N/A,N/A,N/A,N/A,0.4939,0,0.7040000000000001,0.29600000000000004
649,956426527335501824,2018-01-25 7:20:28,331,61,"An aggressive Terry Rozier emerged Wed. night in LA, as he helped the shorthanded C's snap a 4-game skid w/ a win over the Clippers. Keys: https://t.co/vYfOzHijRH",N/A,N/A,N/A,N/A,0.4939,0.055999999999999994,0.81,0.134
