Name,id,likes,date,retweets,posts,content_post_number
Maveur,112136204662340,0,4/25/2019 10:11,10,RT @Maveur: Je fais gagner un Mew sur #PokémonLetsGo pour participer il suffit de RT + Follow et de s'abonner à chaine youtube juste ici :…,528
Gogoris,112136081770904,0,4/25/2019 10:10,2,RT @RoboAddy: #PokemonLetsGo #NintendoSwitch https://t.co/m9jqdPnukr,529
LeeSutton182,112135881762149,0,4/25/2019 10:09,0,Such a proud and bizarre feeling. My 7 year old son completing the Kanto dex! I remember doing the same thing nearl… https://t.co/xIJTuoN7lI,530
BotPrais,112135598080418,0,4/25/2019 10:03,1,"RT @Luffy218: Le he enseñado a Venusaur.
#PokemonLetsGo #NintendoSwitch https://t.co/ssCbzTj8b5",531
Luffy218,112135578945140,1,4/25/2019 10:01,1,"Le he enseñado a Venusaur.
#PokemonLetsGo #NintendoSwitch https://t.co/ssCbzTj8b5",532
kobasune,112135544669730,0,4/25/2019 10:00,0,Another one!?! @Brokenpixle #PokemonLetsGo #NintendoSwitch https://t.co/gi7GqRalwk,533
tsuramisan,112135392744484,1,4/25/2019 10:00,0,"初手まもるは命取り。

マスタートレーナーを攻略するポケットモンスター Let’s Go! イーブイ（ニドリーノ／ニドキング／アズマオウ／ダグトリオ／ナッシー）#151 - YouTube… https://t.co/UxKEpTAFoB",534
chippeecart,112135363969449,0,4/25/2019 9:59,1,"RT @chippeecart: https://t.co/DhmaLtJtCi

Nintendo Switch games 50% off! Free shipping!! #NintendoSwitch #nintendo #zelda #MarioParty #Poke…",535
chippeecart,112135332341877,0,4/25/2019 9:58,1,"https://t.co/DhmaLtJtCi

Nintendo Switch games 50% off! Free shipping!! #NintendoSwitch #nintendo #zelda… https://t.co/ghFIBFBmgs",536
sergius_andres,112135315352852,0,4/25/2019 9:54,38,"RT @Startboii1: Maka from #Souleater
*Black Paper Moon starts playing*
Hope u like it 🤩
.
#PokemonSwordShield #PokemonLetsGo #fanart #art #…",537
BotPrais,112135293175901,0,4/25/2019 9:54,1,RT @iAxv1: Only took 63 tries. #PokemonLetsGo #NintendoSwitch https://t.co/bDktt28TbA,538
Adilso_Casonato,112135289300789,0,4/25/2019 9:53,239,"RT @NintendoAmerica: #PokemonLetsGo Trainers, have you had your chance to catch Meltan or Melmetal in @PokemonGoApp? The Mystery Box waitin…",539
iAxv1,112135172423562,2,4/25/2019 9:52,1,Only took 63 tries. #PokemonLetsGo #NintendoSwitch https://t.co/bDktt28TbA,540
BotPrais,112135169330688,0,4/25/2019 9:36,1,RT @kobasune: First shiny pokémon ever!!! @brokenpixel #PokemonLetsGo #NintendoSwitch https://t.co/YMQLutZxpk,541
chippeecart,112135151667634,0,4/25/2019 9:35,2,"https://t.co/DhmaLu14tQ

Nintendo Switch games 50% off! Free shipping!! #NintendoSwitch #nintendo #zelda… https://t.co/8c8KX23tSZ",542
kobasune,112135118408049,2,4/25/2019 9:33,1,First shiny pokémon ever!!! @brokenpixel #PokemonLetsGo #NintendoSwitch https://t.co/YMQLutZxpk,543
GAMEStevenage,112134716638198,1,4/25/2019 9:28,0,Cuteness overload! #DetectivePikachuMovie  #Pokemon #PokemonLetsGo #PokemonSwordandShield https://t.co/OnBWOCtGlk,544
chippeecart,112134689705715,0,4/25/2019 9:20,1,"RT @chippeecart: https://t.co/DhmaLtJtCi

Nintendo Switch games 50% off! Free shipping!! #NintendoSwitch #nintendo #zelda #MarioParty #Poke…",545
ArmsShowcase,112134636591566,0,4/25/2019 9:20,4,RT @letsplaynswitch: Good Evening East Asia! NEED SOME SWITCH FRIENDS? #LetsPlay with the #NintendoSwitch Discord Community! Come join us @…,546
Luffy218,112134523370956,0,4/25/2019 9:19,0,"Guarida Rocket, bandidos, malhechores, campaña electoral, Más PP... El chiste se hace solo.
#PokemonLetsGo… https://t.co/EHZlTxzgGh",547
BotPrais,112134314193466,0,4/25/2019 9:18,1,RT @cyander264: #PokemonLetsGo #NintendoSwitch https://t.co/1Nr7BfCQD0,548
CiaobyDany,112134313909522,0,4/25/2019 9:16,1,"RT @pokemoncentral: #LetsGoPCW: la clonazione! https://t.co/vRsDEnqCwD
#PokemonLetsGo https://t.co/cHOJFekfNi",549
cyander264,112134293892183,0,4/25/2019 9:16,1,#PokemonLetsGo #NintendoSwitch https://t.co/1Nr7BfCQD0,550
AnimaWatch,112134260248010,0,4/25/2019 9:12,3,"RT @So_Ethereal: I expected Pokémon Let's Go to be around 11 millions by March 31, 2019 and it was pretty close to the truth.

I expect it…",551
BotPrais,112134229428263,0,4/25/2019 9:03,4,RT @letsplaynswitch: Good Evening East Asia! NEED SOME SWITCH FRIENDS? #LetsPlay with the #NintendoSwitch Discord Community! Come join us @…,552
NiaPTDX,112134217696779,0,4/25/2019 9:01,4,RT @letsplaynswitch: Good Evening East Asia! NEED SOME SWITCH FRIENDS? #LetsPlay with the #NintendoSwitch Discord Community! Come join us @…,553
Mario_Kart_Clip,112134123381999,0,4/25/2019 9:01,4,RT @letsplaynswitch: Good Evening East Asia! NEED SOME SWITCH FRIENDS? #LetsPlay with the #NintendoSwitch Discord Community! Come join us @…,554
letsplaynswitch,112133884969366,0,4/25/2019 9:00,4,Good Evening East Asia! NEED SOME SWITCH FRIENDS? #LetsPlay with the #NintendoSwitch Discord Community! Come join u… https://t.co/5viiUGGOl1,555
pokemoncentral,112133843571591,1,4/25/2019 9:00,1,"#LetsGoPCW: la clonazione! https://t.co/vRsDEnqCwD
#PokemonLetsGo https://t.co/cHOJFekfNi",556
chippeecart,112133842452970,0,4/25/2019 9:00,0,"https://t.co/DhmaLtJtCi

Nintendo Switch games 50% off! Free shipping!! #NintendoSwitch #nintendo #zelda… https://t.co/0Pz8YCxQuF",557
BotPrais,112133828438127,0,4/25/2019 9:00,1,RT @EstelleMinigame: Whaaat !!! Je commence une nouvelle partie Pokémon pour le fun ... RATATTA SHINY ROUTE 1 !!!!!!! LOOOOOL 😀😀 Heureuseme…,558
EstelleMinigame,112133814464379,1,4/25/2019 8:59,1,Whaaat !!! Je commence une nouvelle partie Pokémon pour le fun ... RATATTA SHINY ROUTE 1 !!!!!!! LOOOOOL 😀😀 Heureus… https://t.co/tGcrswbI12,559
JablonJab,112133814354487,0,4/25/2019 8:57,0,#PokemonLetsGo #NintendoSwitch https://t.co/ADVoQPbhqm,560
Spin_Move_Owl,112133807337836,0,4/25/2019 8:57,2,RT @fear_the_fairy: So Zapdos rekt me lol #PokemonLetsGo #NintendoSwitch https://t.co/vQVkuWjhc6,561
BotPrais,112133796227126,0,4/25/2019 8:54,2,RT @fear_the_fairy: So Zapdos rekt me lol #PokemonLetsGo #NintendoSwitch https://t.co/vQVkuWjhc6,562
fear_the_fairy,112133752938540,3,4/25/2019 8:52,2,So Zapdos rekt me lol #PokemonLetsGo #NintendoSwitch https://t.co/vQVkuWjhc6,563
BotPrais,112133741247768,0,4/25/2019 8:33,1,RT @onamongrel: #PokemonLetsGo #NintendoSwitch https://t.co/wEjZtyU5uu,564
onamongrel,112133658190070,0,4/25/2019 8:32,1,#PokemonLetsGo #NintendoSwitch https://t.co/wEjZtyU5uu,565
littletwinkley,112133612691916,0,4/25/2019 8:27,239,"RT @NintendoAmerica: #PokemonLetsGo Trainers, have you had your chance to catch Meltan or Melmetal in @PokemonGoApp? The Mystery Box waitin…",566
BotPrais,112133127871912,0,4/25/2019 8:24,1,"RT @no1tahu: looking for alolan meowth x 2 to trade

willing to trade with #PokemonLetsGoPikachu exclusives including alolan sandshrew/grim…",567
no1tahu,112133106919674,0,4/25/2019 8:22,1,"looking for alolan meowth x 2 to trade

willing to trade with #PokemonLetsGoPikachu exclusives including alolan san… https://t.co/9mYudEGarL",568
BotPrais,112132986541910,0,4/25/2019 7:45,2,"RT @SiteEternia: 1/3 des possesseurs d'une #NintendoSwitch ont acheté #PokemonLetsGo ! 
(source : @ZhugeEX) https://t.co/oHV8QkfbFg",569
switch_rts,112132906542267,0,4/25/2019 7:45,2,"RT @SiteEternia: 1/3 des possesseurs d'une #NintendoSwitch ont acheté #PokemonLetsGo ! 
(source : @ZhugeEX) https://t.co/oHV8QkfbFg",570
SiteEternia,112132859828190,9,4/25/2019 7:44,2,"1/3 des possesseurs d'une #NintendoSwitch ont acheté #PokemonLetsGo ! 
(source : @ZhugeEX) https://t.co/oHV8QkfbFg",571
GoogbotG,112131925325111,0,4/25/2019 7:33,5,"RT @SiteEternia: Avec ces chiffres, les titres #PokemonLetsGo se classent en 5ème position pour les jeux les plus vendus sur #NintendoSwitc…",572
BotPrais,112131922441113,0,4/25/2019 7:33,1,RT @onamongrel: #PokemonLetsGo #NintendoSwitch https://t.co/L8mrIcgEyj,573
onamongrel,112131915020545,0,4/25/2019 7:32,1,#PokemonLetsGo #NintendoSwitch https://t.co/L8mrIcgEyj,574
MatheoGavory,112131629071780,0,4/25/2019 7:31,5,"RT @SiteEternia: Avec ces chiffres, les titres #PokemonLetsGo se classent en 5ème position pour les jeux les plus vendus sur #NintendoSwitc…",575
BotPrais,112131621107209,0,4/25/2019 7:30,5,"RT @SiteEternia: Avec ces chiffres, les titres #PokemonLetsGo se classent en 5ème position pour les jeux les plus vendus sur #NintendoSwitc…",576
odyssey_rt_bot,112131607701362,0,4/25/2019 7:29,5,"RT @SiteEternia: Avec ces chiffres, les titres #PokemonLetsGo se classent en 5ème position pour les jeux les plus vendus sur #NintendoSwitc…",577
zelda_clips,112131570869932,0,4/25/2019 7:29,5,"RT @SiteEternia: Avec ces chiffres, les titres #PokemonLetsGo se classent en 5ème position pour les jeux les plus vendus sur #NintendoSwitc…",578
SiteEternia,112131542179642,14,4/25/2019 7:28,5,"Avec ces chiffres, les titres #PokemonLetsGo se classent en 5ème position pour les jeux les plus vendus sur… https://t.co/yipv4LsSh5",579
BotPrais,112131516423258,0,4/25/2019 7:24,3,"RT @So_Ethereal: I expected Pokémon Let's Go to be around 11 millions by March 31, 2019 and it was pretty close to the truth.

I expect it…",580
So_Ethereal,112131515326028,7,4/25/2019 7:22,3,"I expected Pokémon Let's Go to be around 11 millions by March 31, 2019 and it was pretty close to the truth.

I exp… https://t.co/sJ287Ps6Yo",581
Pokegraph,112131501364029,7,4/25/2019 7:11,1,"Au 31 mars 2019, #PokemonLetsGo Pikachu et Evoli se sont vendus à 10.63 millions d'exemplaires ! 
Une belle perform… https://t.co/X1cKoOfjaH",582
BotPrais,112131391352450,0,4/25/2019 7:06,1,RT @cyander264: #PokemonLetsGo #NintendoSwitch https://t.co/gq4q9zNACW,583
cyander264,112131341871407,0,4/25/2019 7:03,1,#PokemonLetsGo #NintendoSwitch https://t.co/gq4q9zNACW,584
BotPrais,112131082364386,0,4/25/2019 7:00,1,RT @softmossdog: BDSM the Machoke #PokemonLetsGo #NintendoSwitch https://t.co/axVQYd0GKT,585
softmossdog,112130941530141,0,4/25/2019 6:58,1,BDSM the Machoke #PokemonLetsGo #NintendoSwitch https://t.co/axVQYd0GKT,586
softmossdog,112130862012412,0,4/25/2019 6:57,0,"So I can't name my pokémon Kiki, but I can name it BDSM??? #NintendoSwitch #PokemonLetsGo https://t.co/CVuq7prlGq",587
BotPrais,112130790614463,0,4/25/2019 6:51,1,RT @Julwise: #PokemonLetsGo #NintendoSwitch https://t.co/wGvNzW3lK9,588
Julwise,112130753715059,2,4/25/2019 6:50,1,#PokemonLetsGo #NintendoSwitch https://t.co/wGvNzW3lK9,589
geeberrygaming,112130713053401,0,4/25/2019 6:50,0,#PokemonLetsGo #NintendoSwitch https://t.co/WqCWmRaLa4,590
geeberrygaming,112130562742956,0,4/25/2019 6:49,0,#PokemonLetsGo #NintendoSwitch https://t.co/n2CwXkKDAw,591
BotPrais,112130553448787,0,4/25/2019 6:45,1,RT @Switchonmy: #PokemonLetsGo #NintendoSwitch https://t.co/MwhLkJRIUc,592
Switchonmy,112130541368771,1,4/25/2019 6:44,1,#PokemonLetsGo #NintendoSwitch https://t.co/MwhLkJRIUc,593
BotPrais,112130530367114,0,4/25/2019 6:36,1,RT @softmossdog: lol i forgot to get one of mewtwo.... #PokemonLetsGo #NintendoSwitch https://t.co/2LjwlPiit6,594
softmossdog,112130413065456,0,4/25/2019 6:35,1,lol i forgot to get one of mewtwo.... #PokemonLetsGo #NintendoSwitch https://t.co/2LjwlPiit6,595
softmossdog,112130386725202,0,4/25/2019 6:34,0,thank you Beegachow ;______; #PokemonLetsGo #NintendoSwitch https://t.co/CoVnF6NHu4,596
softmossdog,112130183197044,0,4/25/2019 6:33,0,green is scary #PokemonLetsGo #NintendoSwitch https://t.co/MShVe5RnBw,597
softmossdog,112130168647406,0,4/25/2019 6:33,0,pikachu.... thank you.... #PokemonLetsGo #NintendoSwitch https://t.co/bGFoeGCWnU,598
BotPrais,112130147180952,0,4/25/2019 6:33,1,RT @softmossdog: Y E S #PokemonLetsGo #NintendoSwitch https://t.co/67zBN6DXrQ,599
softmossdog,112130129901679,0,4/25/2019 6:32,0,#PokemonLetsGo #NintendoSwitch https://t.co/ZvLf2yE01Y,600
softmossdog,112130116465645,0,4/25/2019 6:32,1,Y E S #PokemonLetsGo #NintendoSwitch https://t.co/67zBN6DXrQ,601
JasheemWilson,112130107619873,0,4/25/2019 6:31,0,"I so did it. I got um all. 
#pokemonletsgopikachu #pokemonletsgo #pokemongo #nintendo #pokemon #switch https://t.co/IYg0RWFgr3",602
softmossdog,112130104107128,0,4/25/2019 6:31,0,y pokemon make me cry #PokemonLetsGo #NintendoSwitch https://t.co/Hp01o77f8b,603
softmossdog,112130081869767,0,4/25/2019 6:31,0,This was. #PokemonLetsGo #NintendoSwitch https://t.co/SlaI4TnYza,604
BotPrais,112130070679799,0,4/25/2019 6:30,1,RT @softmossdog: v.v #PokemonLetsGo #NintendoSwitch https://t.co/tf5fZBeKB8,605
softmossdog,112130064929395,0,4/25/2019 6:29,1,v.v #PokemonLetsGo #NintendoSwitch https://t.co/tf5fZBeKB8,606
Andrewmated,112130058604385,0,4/25/2019 6:29,239,"RT @NintendoAmerica: #PokemonLetsGo Trainers, have you had your chance to catch Meltan or Melmetal in @PokemonGoApp? The Mystery Box waitin…",607
softmossdog,112130035911541,0,4/25/2019 6:28,0,Beegachow in his little diglett hat! #PokemonLetsGo #NintendoSwitch https://t.co/zyul3owSvp,608
TheSonicGeek,112130020735689,0,4/25/2019 6:28,0,#PokemonLetsGo  🎶Diglett Dig Diglett Dig TRIO TRIO TRIO!🎶 https://t.co/rR6Wb0Vzir,609
BotPrais,112130011320756,0,4/25/2019 6:27,1,RT @softmossdog: ;_________;  #PokemonLetsGo #NintendoSwitch https://t.co/e6Kwe7V03G,610
softmossdog,112129994178193,0,4/25/2019 6:26,1,;_________;  #PokemonLetsGo #NintendoSwitch https://t.co/e6Kwe7V03G,611
softmossdog,112129989637028,0,4/25/2019 6:19,2,"RT @KritterGames: Messed up my first, much longer chain and was sad but that meant this ended up as # 69 #nice #PokemonLetsGo #NintendoSwit…",612
softmossdog,112129958948579,0,4/25/2019 6:17,2,RT @lvndurr: #PokemonLetsGo #NintendoSwitch https://t.co/VeZtViaIWy,613
softmossdog,112129950008825,0,4/25/2019 6:16,2,RT @cyander264: #PokemonLetsGo #NintendoSwitch https://t.co/aFy9PXOpUD,614
PokemonBlogs,112129768403005,0,4/25/2019 6:15,0,Official guide and 100 Poké Balls now being given with copies of #PokemonLetsGo Pikachu and Let's Go Eevee in Japan… https://t.co/3of7yyRwV2,615
BotPrais,112129718563351,0,4/25/2019 6:15,2,RT @cyander264: #PokemonLetsGo #NintendoSwitch https://t.co/aFy9PXOpUD,616
Gabriel80692895,112129688428533,0,4/25/2019 6:14,239,"RT @NintendoAmerica: #PokemonLetsGo Trainers, have you had your chance to catch Meltan or Melmetal in @PokemonGoApp? The Mystery Box waitin…",617
cyander264,112129668935107,2,4/25/2019 6:13,2,#PokemonLetsGo #NintendoSwitch https://t.co/aFy9PXOpUD,618
softmossdog,112129654754999,0,4/25/2019 6:12,2,RT @iplaytennislol: #PokemonLetsGo #NintendoSwitch https://t.co/bLQI8NZClq,619
ARRevolution,112129643227373,0,4/25/2019 6:12,0,#help If anyone knows Leo#7123 on Discord I need to trade with him in #PokemonLetsGo to get my Pokemon back I accid… https://t.co/Em5TrZBNbY,620
softmossdog,112129608690626,0,4/25/2019 6:09,2,RT @Aangykins: #shinypokemon #shinylivingdex #PokemonLetsGo #NintendoSwitch https://t.co/m51CPYlfYL,621
softmossdog,112129599635551,0,4/25/2019 6:06,3,RT @pawknife: i'm crying my first ever full-odds shiny encounter! successful ;;  #PokemonLetsGo #NintendoSwitch https://t.co/K7HRqnYKi3,622
softmossdog,112129592850847,0,4/25/2019 6:05,2,RT @zachsilvis: Almost gave up looking for a shiny Ekans after 200... Glad I didtn't lol  #PokemonLetsGo #NintendoSwitch https://t.co/OEPem…,623
SyuraDuck,112129517502674,0,4/25/2019 6:04,239,"RT @NintendoAmerica: #PokemonLetsGo Trainers, have you had your chance to catch Meltan or Melmetal in @PokemonGoApp? The Mystery Box waitin…",624
BotPrais,112129431445627,0,4/25/2019 6:00,1,RT @Ikey_Ilex: Too pure for this world. We are not worthy. #PokemonLetsGo #NintendoSwitch https://t.co/dJpoiNYzOA,625
Ikey_Ilex,112129424109373,0,4/25/2019 5:57,1,Too pure for this world. We are not worthy. #PokemonLetsGo #NintendoSwitch https://t.co/dJpoiNYzOA,626
BotPrais,112129384643905,0,4/25/2019 5:57,1,RT @Ikey_Ilex: Woo! Just gotta get Melmoltan #PokemonLetsGo #NintendoSwitch https://t.co/grhnk7lmjL,627
Ikey_Ilex,112129277339781,2,4/25/2019 5:54,1,Woo! Just gotta get Melmoltan #PokemonLetsGo #NintendoSwitch https://t.co/grhnk7lmjL,628
PokemonBlogs,112129218380431,0,4/25/2019 5:53,0,"Super #SmashBrosUltimate, #PokemonLetsGo Pikachu, Let's Go Eevee, Ultra Sun and Ultra Moon reappear atop the Famits… https://t.co/hjNF37toBH",629
BotPrais,112129205128126,0,4/25/2019 5:48,2,RT @iplaytennislol: #PokemonLetsGo #NintendoSwitch https://t.co/bLQI8NZClq,630
iplaytennislol,112129133130788,3,4/25/2019 5:45,2,#PokemonLetsGo #NintendoSwitch https://t.co/bLQI8NZClq,631
mewlover58,112129114160798,0,4/25/2019 5:42,239,"RT @NintendoAmerica: #PokemonLetsGo Trainers, have you had your chance to catch Meltan or Melmetal in @PokemonGoApp? The Mystery Box waitin…",632
BotPrais,112128975357861,0,4/25/2019 5:42,1,RT @Jorge_Pintor26: Homie said yee haw so I had to share #PokemonLetsGo #NintendoSwitch https://t.co/60Z55uYGP0,633
Jorge_Pintor26,112128899971101,2,4/25/2019 5:41,1,Homie said yee haw so I had to share #PokemonLetsGo #NintendoSwitch https://t.co/60Z55uYGP0,634
mrs_prongs,112128832509918,2,4/25/2019 5:40,0,"Bitte was? Naja. Das Wasser möchte ich sehen. 

#PokemonLetsGo https://t.co/Ag4UqreBuR",635
LaprasBoi,112128827481801,0,4/25/2019 5:35,239,"RT @NintendoAmerica: #PokemonLetsGo Trainers, have you had your chance to catch Meltan or Melmetal in @PokemonGoApp? The Mystery Box waitin…",636
RikNijholt,112128819938752,0,4/25/2019 5:24,239,"RT @NintendoAmerica: #PokemonLetsGo Trainers, have you had your chance to catch Meltan or Melmetal in @PokemonGoApp? The Mystery Box waitin…",637
BotPrais,112128792206027,0,4/25/2019 5:24,2,RT @Aangykins: #shinypokemon #shinylivingdex #PokemonLetsGo #NintendoSwitch https://t.co/m51CPYlfYL,638
onamongrel,112128659279727,0,4/25/2019 5:23,0,#PokemonLetsGo #NintendoSwitch https://t.co/W1sjqKikpW,639
