old_movie_id,movie_title,director_name,main_actor,genre_id
472,Goosebumps ,Rob Letterman,Odeya Rush,3
473,Everyone Says I Love You ,Woody Allen,Natasha Lyonne,6
474,The Devil's Own ,Alan J. Pakula,Harrison Ford,1
475,Jason Goes to Hell: The Final Friday ,Adam Marcus,Kane Hodder,11
476,The Neon Demon ,Nicolas Winding Refn,Keanu Reeves,12
477,The Rugrats Movie ,Igor Kovalyov,Elizabeth Daily,13
478,Shattered ,Mike Barker,Gerard Butler,10
479,Aqua Teen Hunger Force Colon Movie Film for Theaters ,Matt Maiellaro,Tina Fey,3
480,She's Gotta Have It ,Spike Lee,S. Epatha Merkerson,4
481,TRON: Legacy ,Joseph Kosinski,Jeff Bridges,3
482,How to Train Your Dragon 2 ,Dean DeBlois,Gerard Butler,11
483,Frequency ,Gregory Hoblit,Dennis Quaid,7
484,Escape from L.A. ,John Carpenter,Steve Buscemi,7
485,Absolute Power ,Clint Eastwood,Clint Eastwood,2
486,School for Scoundrels ,Todd Phillips,Jon Heder,6
487,X-Men: Days of Future Past ,Bryan Singer,Jennifer Lawrence,11
488,Trollhunter ,André Øvredal,Otto Jespersen,6
489,The Work and the Story ,Nathan Smith Jones,Richard Moll,6
490,16 to Life ,Becky Smith,Will Rothhaar,6
491,Swimming Pool ,François Ozon,Charlotte Rampling,5
492,The Blues Brothers ,John Landis,John Belushi,10
493,Ruby in Paradise ,Victor Nunez,Allison Dean,4
494,District B13 ,Pierre Morel,David Belle,8
495,Grace of Monaco ,Olivier Dahan,Paz Vega,1
496,Club Dread ,Jay Chandrasekhar,Brittany Daniel,8
497,Boys Don't Cry ,Kimberly Peirce,Alicia Goranson,1
498,Red Riding: In the Year of Our Lord 1974 ,Julian Jarrold,Andrew Garfield,8
499,Cecil B. DeMented ,John Waters,Alicia Witt,6
500,Star Trek ,J.J. Abrams,Chris Hemsworth,2
501,Conan the Barbarian ,John Milius,William Smith,3
502,Valiant ,Gary Chapman,Jim Broadbent,3
503,Frailty ,Bill Paxton,Matthew McConaughey,8
504,The Secret Life of Pets ,Yarrow Cheney,Steve Coogan,6
505,The Day After Tomorrow ,Roland Emmerich,Jake Gyllenhaal,7
506,A Nightmare on Elm Street 4: The Dream Master ,Renny Harlin,Tuesday Knight,12
507,Cloudy with a Chance of Meatballs 2 ,Cody Cameron,Will Forte,6
508,Inception ,Christopher Nolan,Leonardo DiCaprio,2
509,Collateral Damage ,Andrew Davis,Raymond Cruz,2
510,The Wiz ,Sidney Lumet,Lena Horne,3
511,Bobby Jones: Stroke of Genius ,Rowdy Herrington,Aidan Quinn,14
512,Pokémon 3: The Movie ,Kunihiko Yuyama,Veronica Taylor,11
513,High School Musical ,Kenny Ortega,Lucas Grabeel,1
514,Kiss the Bride ,C. Jay Cox,Tori Spelling,4
515,Ted ,Seth MacFarlane,Mila Kunis,6
516,The Business of Strangers ,Patrick Stettner,Stockard Channing,1
517,The Green Mile ,Frank Darabont,Tom Hanks,1
518,Runaway Bride ,Garry Marshall,Julia Roberts,6
519,Hearts in Atlantis ,Scott Hicks,Anthony Hopkins,1
520,In Good Company ,Paul Weitz,Scarlett Johansson,1
521,Sabotage ,David Ayer,Mireille Enos,1
522,Daddy Day Care ,Steve Carr,Anjelica Huston,13
523,The Wailing ,Hong-jin Na,Jung-min Hwang,11
524,All About Steve ,Phil Traill,Bradley Cooper,4
525,Bobby ,Emilio Estevez,Anthony Hopkins,15
526,The Square ,Jehane Noujaim,Khalid Abdalla,15
527,The 40-Year-Old Virgin ,Judd Apatow,Steve Carell,6
528,16 Blocks ,Richard Donner,Bruce Willis,8
529,Down for Life ,Alan Jacobs,Snoop Dogg,1
530,Fun with Dick and Jane ,Dean Parisot,John Michael Higgins,10
531,Knocked Up ,Judd Apatow,Harold Ramis,6
532,Hotel Transylvania ,Genndy Tartakovsky,Steve Buscemi,17
533,The Assassination of Jesse James by the Coward Robert Ford ,Andrew Dominik,Brad Pitt,14
534,The Medallion ,Gordon Chan,Julian Sands,6
535,Harriet the Spy ,Bronwen Hughes,Gregory Smith,13
536,Surf's Up ,Ash Brannon,Jeff Bridges,17
537,Nighthawks ,Bruce Malmuth,Sylvester Stallone,10
538,Fifty Shades of Grey ,Sam Taylor-Johnson,Jennifer Ehle,4
539,ZMD: Zombies of Mass Destruction ,Kevin Hamedani,Russell Hodgkinson,7
540,The Fast and the Furious ,Rob Cohen,Paul Walker,10
541,Eye See You ,Jim Gillespie,Sylvester Stallone,8
542,Walter ,Anna Mastro,Leven Rambin,1
543,The Book of Eli ,Albert Hughes,Denzel Washington,1
544,Madea's Witness Protection ,Tyler Perry,John Amos,10
545,How Do You Know ,James L. Brooks,Shelley Conn,4
546,A Million Ways to Die in the West ,Seth MacFarlane,Liam Neeson,6
547,Friends with Money ,Nicole Holofcener,Greg Germann,1
548,The House Bunny ,Fred Wolf,Emma Stone,4
549,The Twilight Saga: Eclipse ,David Slade,Robert Pattinson,11
550,A Charlie Brown Christmas ,Bill Melendez,Peter Robbins,17
551,A Low Down Dirty Shame ,Keenen Ivory Wayans,Jada Pinkett Smith,2
552,Dawn of the Crescent Moon ,Kirk Loudon,Barry Corbin,1
553,The Man from Earth ,Richard Schenkman,William Katt,7
554,WALL·E ,Andrew Stanton,John Ratzenberger,17
556,Gravity ,Alfonso Cuarón,Phaldut Sharma,1
557,The Sorcerer's Apprentice ,Jon Turteltaub,Nicolas Cage,11
558,Firefox ,Clint Eastwood,Clint Eastwood,8
559,Vampire Killers ,Phil Claydon,MyAnna Buring,2
560,RED 2 ,Dean Parisot,Bruce Willis,2
561,Alien 3 ,David Fincher,Charles S. Dutton,2
562,Garfield ,Peter Hewitt,Bill Murray,17
563,Quest for Fire ,Jean-Jacques Annaud,Rae Dawn Chong,1
564,Diary of a Wimpy Kid ,Thor Freudenthal,Chloë Grace Moretz,13
565,Jason X ,James Isaac,Peter Mensah,8
566,The Algerian ,Giovanni Zelko,Zuhair Haddad,4
567,Transformers ,Michael Bay,Zack Ward,7
568,Saving Silverman ,Dennis Dugan,Amanda Detmer,6
569,Captain America: The Winter Soldier ,Anthony Russo,Scarlett Johansson,3
570,American Heist ,Sarik Andreasyan,Hayden Christensen,2
571,A Madea Christmas ,Tyler Perry,Alicia Witt,6
572,The Pelican Brief ,Alan J. Pakula,Denzel Washington,1
573,Good Dick ,Marianna Palka,Bryce Dallas Howard,1
574,Sweet November ,Pat O'Connor,Keanu Reeves,4
575,Bringing Out the Dead ,Martin Scorsese,Nicolas Cage,8
576,300 ,Zack Snyder,Gerard Butler,2
577,Heist ,Scott Mann,Robert De Niro,2
578,Pootie Tang ,Louis C.K.,Wanda Sykes,2
579,The Adventures of Ford Fairlane ,Renny Harlin,Lauren Holly,2
580,United 93 ,Paul Greengrass,Christian Clemenson,15
581,Night at the Museum: Secret of the Tomb ,Shawn Levy,Robin Williams,11
582,Malcolm X ,Spike Lee,Denzel Washington,14
583,Transformers: Revenge of the Fallen ,Michael Bay,Glenn Morshower,3
584,Pride and Prejudice and Zombies ,Burr Steers,Matt Smith,12
585,From Russia with Love ,Terence Young,Robert Shaw,2
586,Trance ,Danny Boyle,Rosario Dawson,10
587,We Need to Talk About Kevin ,Lynne Ramsay,Ezra Miller,8
588,Black Snake Moan ,Craig Brewer,Justin Timberlake,1
590,Among Giants ,Sam Miller,Rachel Griffiths,6
591,RoboCop 3 ,Fred Dekker,CCH Pounder,10
592,End of Watch ,David Ayer,Jake Gyllenhaal,8
593,The Spirit ,Frank Miller,Scarlett Johansson,2
594,In Time ,Andrew Niccol,Matt Bomer,2
595,The Yards ,James Gray,Charlize Theron,10
596,The 6th Day ,Roger Spottiswoode,Robert Duvall,8
597,21 Grams ,Alejandro G. Iñárritu,Naomi Watts,1
598,Bee Movie ,Steve Hickner,Matthew Broderick,3
599,The Usual Suspects ,Bryan Singer,Kevin Spacey,5
600,Independence Day: Resurgence ,Roland Emmerich,Vivica A. Fox,3
601,In Bruges ,Martin McDonagh,Elizabeth Berrington,6
602,Captive ,Jerry Jameson,David Oyelowo,1
603,Let Me In ,Matt Reeves,Chloë Grace Moretz,11
604,Donnie Brasco ,Mike Newell,Johnny Depp,10
605,Say It Isn't So ,J.B. Rogers,Eddie Cibrian,6
606,George and the Dragon ,Tom Reeve,Joan Plowright,6
607,The Names of Love ,Michel Leclerc,Sara Forestier,1
608,The Hoax ,Lasse Hallström,Hope Davis,6
609,Preacher             ,,Dominic Cooper,3
610,Star Wars: Episode II - Attack of the Clones ,George Lucas,Natalie Portman,7
611,The Constant Gardener ,Fernando Meirelles,Archie Panjabi,4
612,License to Wed ,Ken Kwapis,Robin Williams,6
613,Frankenweenie ,Tim Burton,Martin Landau,12
614,There's Something About Mary ,Bobby Farrelly,Sarah Silverman,4
615,Birth ,Jonathan Glazer,Cameron Bright,1
616,Summer Storm ,Marco Kreuzpaintner,Alicja Bachleda,1
617,Untraceable ,Gregory Hoblit,Billy Burke,10
618,Flushed Away ,David Bowers,Hugh Jackman,17
619,Knock Off ,Hark Tsui,Paul Sorvino,8
620,House Party 2 ,George Jackson,William Schallert,1
621,Warlock: The Armageddon ,Anthony Hickox,Julian Sands,12
622,Dragon Blade ,Daniel Lee,Si Won Choi,3
623,Harry Potter and the Goblet of Fire ,Mike Newell,Robert Pattinson,11
625,She's All That ,Robert Iscove,Paul Walker,6
626,The Manchurian Candidate ,Jonathan Demme,Denzel Washington,1
627,Johnny Suede ,Tom DiCillo,Brad Pitt,4
628,Dream House ,Jim Sheridan,Naomi Watts,5
629,The Woman in Black ,James Watkins,Daniel Radcliffe,1
630,Seed of Chucky ,Don Mancini,Jason Flemyng,6
631,Brighton Rock ,Rowan Joffe,Sam Riley,10
632,Shall We Dance ,Peter Chelsom,Lisa Ann Walter,6
633,The Texas Chain Saw Massacre ,Tobe Hooper,Gunnar Hansen,8
634,Tidal Wave ,JK Youn,Nicole Dionne,2
635,Animal Kingdom: Let's go Ape ,Jamel Debbouze,Jamel Debbouze,13
636,Music and Lyrics ,Marc Lawrence,Brad Garrett,6
637,The Brothers McMullen ,Edward Burns,Shari Albert,6
638,Spartacus: War of the Damned             ,,Peter Mensah,15
639,One True Thing ,Carl Franklin,Meryl Streep,1
640,The Brothers ,Gary Hardwick,Julie Benz,1
641,The Man from Snowy River ,George Miller,Tony Bonner,13
642,The Horse Whisperer ,Robert Redford,Scarlett Johansson,16
643,Beautiful Creatures ,Richard LaGravenese,Alden Ehrenreich,11
644,Sex Tape ,Jake Kasdan,James Wilcox,6
645,X-Men: The Last Stand ,Brett Ratner,Hugh Jackman,2
646,The Hunted ,William Friedkin,Connie Nielsen,10
647,The Raven ,James McTeigue,Pam Ferris,5
648,A Serious Man ,Ethan Coen,Michael Stuhlbarg,6
649,The Scarlet Letter ,Roland Joffé,Gary Oldman,4
650,Stuart Little 2 ,Rob Minkoff,Nathan Lane,11
651,The Hobbit: The Desolation of Smaug ,Peter Jackson,Aidan Turner,3
652,Lies in Plain Sight ,Patricia Cardoso,Rosie Perez,1
653,The Magic Sword: Quest for Camelot ,Frederik Du Chau,Gary Oldman,13
654,Pearl Harbor ,Michael Bay,Jennifer Garner,2
655,Reign of Fire ,Rob Bowman,Christian Bale,3
656,Fright Night ,Craig Gillespie,Grace Phipps,12
657,Torque ,Joseph Kahn,Dane Cook,10
658,Man on the Moon ,Milos Forman,Matt Price,1
659,Enough ,Michael Apted,Bill Cobbs,8
660,The Adventures of Elmo in Grouchland ,Gary Halvorson,Vanessa Williams,13
661,Charly ,Ralph Nelson,Cliff Robertson,1
662,The Bounty ,Roger Donaldson,Liam Neeson,15
663,Bandidas ,Joachim Rønning,Salma Hayek,6
664,The Hundred-Foot Journey ,Lasse Hallström,Manish Dayal,6
665,Bogus ,Norman Jewison,Haley Joel Osment,11
666,Premium Rush ,David Koepp,Joseph Gordon-Levitt,2
667,Love Ranch ,Taylor Hackford,Scout Taylor-Compton,6
668,3:10 to Yuma ,James Mangold,Christian Bale,16
669,The Life Before Her Eyes ,Vadim Perelman,Eva Amurri Martino,5
670,The Gambler ,Rupert Wyatt,George Kennedy,1
671,Lost in Space ,Stephen Hopkins,Gary Oldman,8
672,Godzilla 2000 ,Takao Okawara,Hiroshi Abe,3
673,I Am Number Four ,D.J. Caruso,Alex Pettyfer,2
674,20 Dates ,Myles Berkowitz,Tia Carrere,6
675,Harry Potter and the Order of the Phoenix ,David Yates,Robert Pattinson,3
676,Clean ,Olivier Assayas,Maggie Cheung,1
677,The Wolfman ,Joe Johnston,Anthony Hopkins,1
678,Scream 4 ,Wes Craven,Alison Brie,5
679,Charlie St. Cloud ,Burr Steers,Augustus Prew,4
680,Alias Betty ,Claude Miller,Sandrine Kiberlain,8
681,Jersey Girl ,Kevin Smith,Stephen Root,1
682,The Divide ,Xavier Gens,Michael Biehn,8
683,Around the World in 80 Days ,Frank Coraci,Jim Broadbent,2
684,Cyrus ,Jay Duplass,Matt Walsh,6
685,The Diary of a Teenage Girl ,Marielle Heller,Alexander Skarsgård,4
686,Righteous Kill ,Jon Avnet,Robert De Niro,5
687,Secrets and Lies             ,,Dan Fogler,1
688,Source Code ,Duncan Jones,Jake Gyllenhaal,5
689,Religulous ,Larry Charles,Bill Maher,6
690,"Run, Fatboy, Run ",David Schwimmer,Dylan Moran,4
691,St. Trinian's ,Oliver Parker,Lily Cole,6
692,Ajami ,Scandar Copti,Shahir Kabaha,10
693,Fear and Loathing in Las Vegas ,Terry Gilliam,Johnny Depp,1
694,The Croods ,Kirk De Micco,Ryan Reynolds,17
695,Species ,Roger Donaldson,Natasha Henstridge,12
696,"A Woman, a Gun and a Noodle Shop ",Yimou Zhang,Honglei Sun,1
697,Clockstoppers ,Jonathan Frakes,Michael Biehn,6
698,Centurion ,Neil Marshall,Michael Fassbender,15
699,8 Heads in a Duffel Bag ,Tom Schulman,Kristy Swanson,10
700,Rugrats in Paris: The Movie ,Stig Bergqvist,Elizabeth Daily,4
701,Pat Garrett & Billy the Kid ,Sam Peckinpah,James Coburn,4
702,The Giver ,Phillip Noyce,Jeff Bridges,1
703,Heaven's Gate ,Michael Cimino,Jeff Bridges,3
704,The Hunger Games: Mockingjay - Part 1 ,Francis Lawrence,Jennifer Lawrence,3
705,Duets ,Bruce Paltrow,Lochlyn Munro,6
706,The Pet ,D. Stevens,Magi Avila,1
707,Concussion ,Peter Landesman,Will Smith,1
708,The Brothers Grimm ,Terry Gilliam,Matt Damon,2
709,Mrs. Doubtfire ,Chris Columbus,Robin Williams,13
710,28 Weeks Later ,Juan Carlos Fresnadillo,Jeremy Renner,1
711,Epic ,Chris Wedge,Josh Hutcherson,3
712,Littleman ,Keenen Ivory Wayans,Chazz Palminteri,6
713,Exorcist: The Beginning ,Renny Harlin,James D'Arcy,5
714,Joe Somebody ,John Pasquin,Jim Belushi,6
715,BloodRayne ,Uwe Boll,Meat Loaf,11
716,Modern Times ,Charles Chaplin,Paulette Goddard,6
717,Minority Report ,Steven Spielberg,Tom Cruise,8
718,Jason Lives: Friday the 13th Part VI ,Tom McLoughlin,Tony Goldwyn,8
719,Doctor Dolittle ,Betty Thomas,Oliver Platt,6
720,The Little Ponderosa Zoo ,Luke Dye,Mike Stanley,13
721,Teenage Mutant Ninja Turtles: Out of the Shadows ,Dave Green,Stephen Amell,3
722,The Family             ,,Zach Gilford,5
723,From Dusk Till Dawn ,Robert Rodriguez,Quentin Tarantino,10
724,Equilibrium ,Kurt Wimmer,Christian Bale,7
725,Asterix at the Olympic Games ,Frédéric Forestier,Alain Delon,3
726,Straight Outta Compton ,F. Gary Gray,Aldis Hodge,15
727,Patch Adams ,Tom Shadyac,Robin Williams,14
728,The Work and the Glory ,Russell Holt,Eric Johnson,4
729,Glory Road ,James Gartner,Mehcad Brooks,14
730,Trapped             ,,Ólafur Darri Ólafsson,1
731,No Reservations ,Scott Hicks,Zoë Kravitz,1
732,Zathura: A Space Adventure ,Jon Favreau,Kristen Stewart,3
733,Self/less ,Tarsem Singh,Ryan Reynolds,8
734,Pirates of the Caribbean: Dead Man's Chest ,Gore Verbinski,Johnny Depp,3
735,Get Shorty ,Barry Sonnenfeld,Delroy Lindo,10
736,Outbreak ,Wolfgang Petersen,Kevin Spacey,1
737,Rachel Getting Married ,Jonathan Demme,Anne Hathaway,4
738,Losin' It ,Curtis Hanson,Tom Cruise,6
739,Lone Wolf McQuade ,Steve Carver,David Carradine,10
740,Made of Honor ,Paul Weiland,Busy Philipps,6
741,School Daze ,Spike Lee,Tisha Campbell-Martin,6
742,Nightcrawler ,Dan Gilroy,Jake Gyllenhaal,8
743,Sleepy Hollow             ,,Nicole Beharie,5
745,Masked and Anonymous ,Larry Charles,Jeff Bridges,1
746,Inescapable ,Ruba Nadda,Saad Siddiqui,1
747,Men in Black 3 ,Barry Sonnenfeld,Will Smith,2
749,Meet Joe Black ,Martin Brest,Anthony Hopkins,1
750,Decoys ,Matthew Hastings,Meghan Ory,6
751,The Legend of Hercules ,Renny Harlin,Roxanne McKee,2
752,Nine Queens ,Fabián Bielinsky,Ricardo Darín,10
753,Bachelorette ,Leslye Headland,Kirsten Dunst,4
754,Up ,Pete Docter,John Ratzenberger,3
755,The Color of Freedom ,Bille August,Terry Pheto,15
756,Beyond the Sea ,Kevin Spacey,Kevin Spacey,1
757,Babe: Pig in the City ,George Miller,Adam Goldberg,6
758,Camping sauvage ,Christophe Ali,Denis Lavant,1
759,Ghostbusters ,Paul Feig,Ed Begley Jr.,6
760,Basic ,John McTiernan,Connie Nielsen,5
761,Ice Age: Dawn of the Dinosaurs ,Carlos Saldanha,Denis Leary,3
762,Street Kings ,David Ayer,Keanu Reeves,1
763,Unleashed ,Louis Leterrier,Morgan Freeman,10
764,How She Move ,Ian Iqbal Rashid,DeRay Davis,1
765,A Simple Plan ,Sam Raimi,Gary Cole,10
766,Dances with Wolves ,Kevin Costner,Mary McDonnell,16
767,The Good Thief ,Neil Jordan,Emir Kusturica,8
768,Jefferson in Paris ,James Ivory,Seth Gilliam,4
769,Battleship ,Peter Berg,Liam Neeson,3
770,The Widow of Saint-Pierre ,Patrice Leconte,Emir Kusturica,4
771,Won't Back Down ,Daniel Barnz,Holly Hunter,1
772,Loose Cannons ,Ferzan Ozpetek,Riccardo Scamarcio,4
774,Out of the Blue ,Robert Sarkies,William Kircher,10
775,Mumford ,Lawrence Kasdan,Zooey Deschanel,6
777,Listening ,Khalil Sullins,Thomas Stroppel,7
778,Mean Streets ,Martin Scorsese,Robert De Niro,4
779,Superman III ,Richard Lester,Margot Kidder,2
781,Marilyn Hotchkiss' Ballroom Dancing and Charm School ,Randall Miller,William Hurt,13
782,Thunder and the House of Magic ,Jeremy Degruson,Kyle Hebert,6
783,The Chronicles of Riddick ,David Twohy,Vin Diesel,7
784,Jack Reacher ,Christopher McQuarrie,Tom Cruise,10
785,The Texas Chainsaw Massacre 2 ,Tobe Hooper,Bill Johnson,12
786,Drillbit Taylor ,Steven Brill,Lisa Ann Walter,1
787,Robin and Marian ,Richard Lester,Robert Shaw,3
788,"Jeff, Who Lives at Home ",Jay Duplass,Judy Greer,6
789,Lilya 4-Ever ,Lukas Moodysson,Oksana Akinshina,1
790,Notting Hill ,Roger Michell,Julia Roberts,1
791,Superbad ,Greg Mottola,Emma Stone,6
792,Chasing Liberty ,Andy Cadiff,Annabella Sciorra,4
793,Exotica ,Atom Egoyan,Bruce Greenwood,4
794,Memento ,Christopher Nolan,Callum Rennie,5
795,Courage Under Fire ,Edward Zwick,Denzel Washington,1
796,Our Idiot Brother ,Jesse Peretz,Zooey Deschanel,6
797,Viy ,Oleg Stepchenko,Jason Flemyng,5
798,Repo Men ,Miguel Sapochnik,Alice Braga,8
799,Employee of the Month ,Greg Coolidge,Dane Cook,6
800,Sherlock Holmes: A Game of Shadows ,Guy Ritchie,Robert Downey Jr.,5
801,A Most Wanted Man ,Anton Corbijn,Philip Seymour Hoffman,1
802,Ira & Abby ,Robert Cary,Frances Conroy,6
803,The Adjustment Bureau ,George Nolfi,Matt Damon,4
804,The Family Man ,Brett Ratner,Nicolas Cage,11
805,Red Tails ,Anthony Hemingway,David Oyelowo,3
806,Star Trek: Generations ,David Carson,LeVar Burton,7
807,House of 1000 Corpses ,Rob Zombie,Sid Haig,12
808,I Got the Hook Up ,Michael Martin,Joe Estevez,6
809,I Love You Phillip Morris ,Glenn Ficarra,Dameon Clarke,4
810,Carrie ,Kimberly Peirce,Chloë Grace Moretz,12
811,Mystic River ,Clint Eastwood,John Doman,1
812,The Sum of All Fears ,Phil Alden Robinson,Morgan Freeman,1
813,Volver ,Pedro Almodóvar,Carmen Maura,6
814,"10,000 B.C.             ",Christopher Barnard,Mathew Buck,6
815,Shark Night 3D ,David R. Ellis,Chris Zylka,12
816,Fame ,Kevin Tancharoen,Kelsey Grammer,1
817,The Spectacular Now ,James Ponsoldt,Shailene Woodley,4
818,ABCD (Any Body Can Dance) ,Remo,Lauren Gottlieb,1
819,Ghosts of Mississippi ,Rob Reiner,Alexa PenaVega,15
820,Me You and Five Bucks ,Jaime Zevallos,Angela Sarafyan,1
821,Escape from Alcatraz ,Don Siegel,Clint Eastwood,10
822,A Man for All Seasons ,Fred Zinnemann,Robert Shaw,1
823,"Blood In, Blood Out ",Taylor Hackford,Delroy Lindo,1
824,Mercury Rising ,Harold Becker,Bruce Willis,10
825,The Ant Bully ,John A. Davis,Nicolas Cage,13
826,Southland Tales ,Richard Kelly,Janeane Garofalo,8
828,Little Miss Sunshine ,Jonathan Dayton,Steve Carell,6
829,Farce of the Penguins ,Bob Saget,Alyson Hannigan,6
830,Suspect Zero ,E. Elias Merhige,Harry Lennix,5
831,Soul Food ,George Tillman Jr.,Vanessa Williams,6
832,The Switch ,Josh Gordon,Caroline Dhavernas,4
833,Singin' in the Rain ,Stanley Donen,Rita Moreno,6
834,"Monsters, Inc. ",Pete Docter,Steve Buscemi,3
835,Suicide Squad ,David Ayer,Will Smith,7
836,The Lone Ranger ,Gore Verbinski,Johnny Depp,2
837,"Good Morning, Vietnam ",Barry Levinson,Robin Williams,6
838,Mondays in the Sun ,Fernando León de Aranoa,Luis Tosar,6
839,A Room for Romeo Brass ,Shane Meadows,Bob Hoskins,6
840,Restoration ,Zack Ward,Zack Ward,12
841,Home Movies             ,,Brendon Small,1
842,Driven ,Renny Harlin,Sylvester Stallone,2
843,Outside Providence ,Michael Corrente,Jonathan Brandis,1
844,The Perfect Host ,Nick Tomnay,David Hyde Pierce,8
845,Alvin and the Chipmunks: Chipwrecked ,Mike Mitchell,Amy Poehler,13
846,The Little Vampire ,Uli Edel,Richard E. Grant,6
847,47 Ronin ,Carl Rinsch,Keanu Reeves,3
848,Hall Pass ,Bobby Farrelly,Jenna Fischer,4
850,Die Hard 2 ,Renny Harlin,Bruce Willis,8
851,Million Dollar Baby ,Clint Eastwood,Clint Eastwood,1
852,Harvard Man ,James Toback,Sarah Michelle Gellar,6
853,The Specialist ,Luis Llosa,Sylvester Stallone,1
854,Star Trek: Insurrection ,Jonathan Frakes,LeVar Burton,3
855,The Good Dinosaur ,Peter Sohn,A.J. Buckley,3
856,The Iron Lady ,Phyllida Lloyd,Meryl Streep,14
857,Kingdom of the Spiders ,John 'Bud' Cardos,Woody Strode,7
858,The Lunchbox ,Ritesh Batra,Nawazuddin Siddiqui,4
859,Good Deeds ,Tyler Perry,Eddie Cibrian,6
860,What to Expect When You're Expecting ,Kirk Jones,Anna Kendrick,1
861,Green Street 3: Never Back Down ,James Nunn,Spencer Wilding,1
862,Spider-Man 3 ,Sam Raimi,J.K. Simmons,4
863,Pixels ,Chris Columbus,Peter Dinklage,6
864,"I, Robot ",Alex Proyas,Will Smith,8
865,Selena ,Gregory Nava,Jon Seda,14
866,The Believer ,Henry Bean,Ryan Gosling,1
867,Pooh's Heffalump Movie ,Frank Nissen,Kath Soucie,13
868,Tales from the Hood ,Rusty Cundieff,Corbin Bernsen,6
869,A Guy Thing ,Chris Koch,Thomas Lennon,6
870,The Lion of Judah ,Deryck Broom,Vic Mignogna,17
871,Dancer in the Dark ,Lars von Trier,Catherine Deneuve,1
872,The Lord of the Rings: The Return of the King ,Peter Jackson,Orlando Bloom,3
873,Men of Honor ,George Tillman Jr.,Robert De Niro,1
874,Salvation Boulevard ,George Ratliff,Jim Gaffigan,8
875,Princess Mononoke ,Hayao Miyazaki,Minnie Driver,3
876,Howard the Duck ,Willard Huyck,Lea Thompson,6
877,I Love Your Work ,Adam Goldberg,Judy Greer,5
878,Plush ,Catherine Hardwicke,Frances Fisher,8
880,Nine ,Rob Marshall,Fergie,9
881,Dreamer: Inspired by a True Story ,John Gatins,Ken Howard,1
882,Spy Kids: All the Time in the World in 4D ,Robert Rodriguez,Alexa PenaVega,13
883,BrainDead             ,,Danny Pino,8
884,The A-Team             ,,George Peppard,2
885,Jonah: A VeggieTales Movie ,Mike Nawrocki,Phil Vischer,3
886,Fantasia ,James Algar,Leopold Stokowski,17
887,Die Hard with a Vengeance ,John McTiernan,Bruce Willis,3
888,27 Dresses ,Anne Fletcher,Judy Greer,4
889,Gone with the Wind ,Victor Fleming,Hattie McDaniel,15
890,Mad Hot Ballroom ,Marilyn Agrelo,Heather Berman,18
891,Wild Things ,John McNaughton,Bill Murray,10
892,Star Trek Beyond ,Justin Lin,Sofia Boutella,3
893,Highlander ,Russell Mulcahy,Christopher Lambert,2
894,Home ,Tim Johnson,Jim Parsons,13
895,The Best Little Whorehouse in Texas ,Colin Higgins,Dolly Parton,6
896,Hot Tub Time Machine 2 ,Steve Pink,Adam Scott,6
897,The Break-Up ,Peyton Reed,Jon Favreau,1
898,The Age of Innocence ,Martin Scorsese,Richard E. Grant,4
900,Conan the Destroyer ,Richard Fleischer,Mako,3
901,The Incredible Hulk ,Louis Leterrier,Ty Burrell,3
902,Undiscovered ,Meiert Avis,Fisher Stevens,4
904,Scoop ,Woody Allen,Scarlett Johansson,10
905,Pierrot le Fou ,Jean-Luc Godard,Jean-Paul Belmondo,4
906,United Passions ,Frédéric Auburtin,Fisher Stevens,15
907,Rush ,Ron Howard,Chris Hemsworth,1
908,Secretary ,Steven Shainberg,Jeremy Davies,1
909,Alvin and the Chipmunks ,Tim Hill,Jesse McCartney,6
910,Elektra ,Rob Bowman,Jennifer Garner,8
911,The Mortal Instruments: City of Bones ,Harald Zwart,Aidan Turner,5
912,Hidalgo ,Joe Johnston,J.K. Simmons,2
914,Thr3e ,Robby Henson,Marc Blucas,1
915,The Death and Life of Bobby Z ,John Herzfeld,Paul Walker,10
916,Slow Burn ,Wayne Beach,Mekhi Phifer,5
918,Bulworth ,Warren Beatty,Warren Beatty,1
919,Kingdom of Heaven ,Ridley Scott,Liam Neeson,3
920,They Live ,John Carpenter,Meg Foster,12
921,1911 ,Li Zhang,Bingbing Li,3
922,For Love of the Game ,Sam Raimi,J.K. Simmons,4
923,Skyline ,Colin Strause,David Zayas,8
924,My Lucky Star ,Dennie Gordon,Leehom Wang,2
925,Miracle ,Gavin O'Connor,Eddie Cahill,15
926,Skyfall ,Sam Mendes,Albert Finney,3
927,Pandorum ,Christian Alvart,Norman Reedus,8
928,Someone Like You... ,Tony Goldwyn,Hugh Jackman,6
929,Money Train ,Joseph Ruben,Vincent Pastore,1
930,Obitaemyy ostrov ,Fedor Bondarchuk,Yuliya Snigir,7
931,Straight Out of Brooklyn ,Matty Rich,Lawrence Gilliard Jr.,10
932,Next Day Air ,Benny Boom,Omari Hardwick,6
933,Hardball ,Brian Robbins,Keanu Reeves,1
934,London ,Hunter Richards,Jason Statham,1
935,The Conjuring 2 ,James Wan,Javier Botet,12
937,Marci X ,Richard Benjamin,Damon Wayans,6
938,The Long Riders ,Walter Hill,Dennis Quaid,16
939,Trucker ,James Mottern,Jimmy Bennett,1
