old_movie_id,movie_title,director_name,main_actor,genre_id
940,Connie and Carla ,Michael Lembeck,Debbie Reynolds,6
941,The Messengers             ,,Joel Courtney,1
942,Star Wars: The Clone Wars             ,,Dee Bradley Baker,11
943,Jaws: The Revenge ,Joseph Sargent,Judith Barsi,3
944,Crash ,Paul Haggis,Don Cheadle,8
945,The Guard ,John Michael McDonagh,Don Cheadle,10
946,Bandits ,Barry Levinson,Bruce Willis,1
948,10th & Wolf ,Robert Moresco,Brian Dennehy,8
949,Mamma Mia! ,Phyllida Lloyd,Colin Firth,4
950,The New Guy ,Ed Decter,Zooey Deschanel,6
951,The Emperor's New Groove ,Mark Dindal,Eartha Kitt,17
952,Daylight ,Rob Cohen,Sylvester Stallone,2
953,Barbershop 2: Back in Business ,Kevin Rodney Sullivan,Harry Lennix,1
954,Mission: Impossible - Ghost Protocol ,Brad Bird,Tom Cruise,3
955,Mission to Mars ,Brian De Palma,Don Cheadle,7
956,Cool Runnings ,Jon Turteltaub,Doug E. Doug,6
957,Mr. Popper's Penguins ,Mark Waters,Madeline Carroll,13
958,Baby Geniuses ,Bob Clark,Kathleen Turner,6
959,Rockaway ,Jeff Crook,Nicholas Gonzalez,10
960,Little Fockers ,Paul Weitz,Robert De Niro,6
961,Message in a Bottle ,Luis Mandoki,Robin Wright,4
962,Dylan Dog: Dead of Night ,Kevin Munroe,Marco St. John,5
963,Non-Stop ,Jaume Collet-Serra,Liam Neeson,2
964,Roadside ,Eric England,Jack E. Curenton,1
965,Ocean's Thirteen ,Steven Soderbergh,Al Pacino,8
966,Fido ,Andrew Currie,Alexia Fast,7
967,Godzilla Resurgence ,Hideaki Anno,Mark Chinnery,7
968,Les couloirs du temps: Les visiteurs II ,Jean-Marie Poiré,Christian Clavier,7
969,Child 44 ,Daniel Espinosa,Tom Hardy,1
970,Star Wars: Episode III - Revenge of the Sith ,George Lucas,Natalie Portman,11
971,Eraser ,Chuck Russell,Vanessa Williams,2
972,The Princess Bride ,Rob Reiner,Robin Wright,11
973,The Others ,Alejandro Amenábar,Fionnula Flanagan,8
974,Muppets Most Wanted ,James Bobin,Ty Burrell,10
975,10 Things I Hate About You ,Gil Junger,Joseph Gordon-Levitt,6
976,Veer-Zaara ,Yash Chopra,Shah Rukh Khan,9
977,Special ,Hal Haberman,Michael Rapaport,1
978,Crocodile Dundee in Los Angeles ,Simon Wincer,Jere Burns,3
979,The 13th Warrior ,John McTiernan,Tony Curran,15
980,Puss in Boots ,Chris Miller,Salma Hayek,13
981,Code of Honor ,Michael Winnick,Scott Takeda,2
982,Sarah's Key ,Gilles Paquet-Brenner,Kristin Scott Thomas,1
983,The Tourist ,Florian Henckel von Donnersmarck,Johnny Depp,4
984,Bless the Child ,Chuck Russell,Rufus Sewell,10
985,Dogma ,Kevin Smith,Matt Damon,3
986,Bon Cop Bad Cop ,Erik Canuel,Colm Feore,8
987,Harry Potter and the Prisoner of Azkaban ,Alfonso Cuarón,Daniel Radcliffe,3
988,Killers ,Robert Luketic,Tom Selleck,4
989,The Cookout ,Lance Rivera,Farrah Fawcett,6
990,Rescue Dawn ,Werner Herzog,Christian Bale,14
991,Flashdance ,Adrian Lyne,Michael Nouri,4
992,Below Zero ,Justin Thomas Ostensen,Michael Berryman,8
993,Driving Lessons ,Jeremy Brock,Rupert Grint,6
994,George of the Jungle ,Sam Weisman,Brendan Fraser,6
995,Liar Liar ,Tom Shadyac,Maura Tierney,11
996,Zombie Hunter ,K. King,Jason K. Wixom,6
997,The Newton Boys ,Richard Linklater,Matthew McConaughey,16
998,Jack Brooks: Monster Slayer ,Jon Knautz,Rachel Skarsten,6
999,The Secret in Their Eyes ,Juan José Campanella,Ricardo Darín,8
1000,The 33 ,Patricia Riggen,Marco Treviño,1
1001,Fight to the Finish ,Warren Sheppard,Jennifer Hale,4
1002,Psycho Beach Party ,Robert Lee King,Lauren Ambrose,6
1003,"Pink Ribbons, Inc. ",Léa Pool,,18
1004,Grosse Pointe Blank ,George Armitage,Minnie Driver,10
1005,Conversations with Other Women ,Hans Canosa,Olivia Wilde,6
1006,Damsels in Distress ,Whit Stillman,Greta Gerwig,4
1007,Conquest of the Planet of the Apes ,J. Lee Thompson,Roddy McDowall,7
1008,Rango ,Gore Verbinski,Johnny Depp,17
1009,Hot Fuzz ,Edgar Wright,Bill Bailey,5
1010,N-Secure ,David M. Matthews,Essence Atkins,1
1011,The Lost Boys ,Joel Schumacher,Dianne Wiest,11
1012,Get Rich or Die Tryin' ,Jim Sheridan,50 Cent,1
1013,Irreversible ,Gaspar Noé,Philippe Nahon,8
1014,Seven Pounds ,Gabriele Muccino,Will Smith,4
1015,Hostage ,Florent-Emilio Siri,Jimmy Bennett,2
1017,Back to the Future ,Robert Zemeckis,Lea Thompson,6
1018,Black Mass ,Scott Cooper,Johnny Depp,14
1019,Valentine ,Jamie Blanks,Marley Shelton,5
1020,Bowfinger ,Frank Oz,Robert Downey Jr.,6
1021,The Love Letter ,Dan Curtis,Jennifer Jason Leigh,4
1022,How to Lose Friends & Alienate People ,Robert B. Weide,James Corden,1
1023,Where the Wild Things Are ,Spike Jonze,Catherine O'Hara,3
1024,Hotel Rwanda ,Terry George,Don Cheadle,1
1025,Gran Torino ,Clint Eastwood,Clint Eastwood,1
1027,Looper ,Rian Johnson,Joseph Gordon-Levitt,2
1028,The Darkest Hour ,Chris Gorak,Max Minghella,2
1029,Nutty Professor II: The Klumps ,Peter Segal,Larry Miller,4
1030,Not Cool ,Shane Dawson,Shane Dawson,6
1031,Seventh Son ,Sergey Bodrov,Jeff Bridges,11
1032,In Cold Blood ,Richard Brooks,John Forsythe,15
1033,The Loved Ones ,Sean Byrne,Robin McLeavy,12
1034,The Last Days on Mars ,Ruairi Robinson,Romola Garai,8
1035,The Man with the Golden Gun ,Guy Hamilton,Christopher Lee,3
1036,Sling Blade ,Billy Bob Thornton,Robert Duvall,1
1037,She's Out of My League ,Jim Field Smith,Mike Vogel,6
1038,The Perfect Wave ,Bruce Macdonald,Rachel Hendrix,14
1039,Mean Machine ,Barry Skolnick,Jason Statham,1
