Movie_ID,movie_names,gross_value,imdb_ratings,metscores,movie_description,runtime,votes,certificate,certificate_id,year_release,year_id,Genre1,Genre2,Genre3,director_name,Director_id,star1,star2,star3,star4,star5,star6
320,Machine Gun Preacher,538690,6.8,43,"Sam Childers is a former drug-dealing biker tough guy who found God and became a crusader for hundreds of Sudanese children who've been forced to become soldiers.",129 min,57592,R,2,2011,2,Action, Biography, Crime            ,Marc Forster,320,Marc Forster, Gerard Butler, Michelle Monaghan, Michael Shannon,null,null
321,Red State,1104682,6.2,50,"Set in Middle America, a group of teens receive an online invitation for sex, though they soon encounter fundamentalists with a much more sinister agenda.",88 min,57260,R,2,2011,2,Action, Crime, Horror            ,Kevin Smith,321,Kevin Smith, Michael Parks, Melissa Leo, John Goodman,null,null
322,The Awakening,,6.5,53,"In 1921, England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart visits a boarding school to explain sightings of a child ghost. Everything she believes unravels as the 'missing' begin to show themselves.",102 min,56812,R,2,2011,2,Horror, Thriller            ,null,Nick Murphy,322,Nick Murphy, Rebecca Hall, Dominic West, Imelda Staunton,null,null
323,The Devil's Double,1357042,7.1,52,"A chilling vision of the House of Saddam Hussein comes to life through the eyes of the man who was forced to become the double of Hussein's sadistic son.",109 min,56761,R,2,2011,2,Biography, Drama, Thriller            ,Lee Tamahori,323,Lee Tamahori, Dominic Cooper, Ludivine Sagnier, Raad Rawi,null,null
324,Dream House,21283440,6,35,"Soon after moving into their seemingly idyllic new home, a family learns of a brutal crime committed against former residents of the dwelling.",84 min,56062,PG-13,1,2011,2,Drama, Mystery, Thriller            ,Jim Sheridan,324,Jim Sheridan, Daniel Craig, Rachel Weisz, Naomi Watts,null,null
325,Salmon Fishing in the Yemen,9025107,6.8,58,"A fisheries expert is approached by a consultant to help realize a sheik's vision of bringing the sport of fly-fishing to the desert and embarks on an upstream journey of faith and fish to prove the impossible possible.",107 min,56006,PG-13,1,2011,2,Comedy, Drama, Romance            ,Lasse Hallstrí__m,325,Lasse Hallstrí__m, Ewan McGregor, Emily Blunt, Amr Waked,null,null
326,Larry Crowne,35608245,6.1,41,"After losing his job, a middle-aged man reinvents himself by going back to college.",98 min,55137,PG-13,1,2011,2,Comedy, Drama, Romance            ,Tom Hanks,326,Tom Hanks, Tom Hanks, Julia Roberts, Sarah Mahoney,null,null
327,The Darkest Hour,21426805,4.9,18,"In Moscow, five young people lead the charge against an alien race who have attacked Earth via our power supply.",89 min,52932,PG-13,1,2011,2,Action, Adventure, Horror            ,Chris Gorak,327,Chris Gorak, Emile Hirsch, Olivia Thirlby, Max Minghella,null,null
328,Like Crazy,3413908,6.7,68,"A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.",86 min,52918,PG-13,1,2011,2,Drama, Romance            ,null,Drake Doremus,328,Drake Doremus, Felicity Jones, Anton Yelchin, Jennifer Lawrence,null,null
329,Something Borrowed,39046489,5.9,36,"Friendships are tested and secrets come to the surface when terminally single Rachel falls for Dex, her best friend Darcy's fiancê©.",112 min,51903,PG-13,1,2011,2,Comedy, Drama, Romance            ,Luke Greenfield,329,Luke Greenfield, Ginnifer Goodwin, Kate Hudson, Colin Egglesfield,null,null
330,Bernie,9203192,6.8,75,"In small-town Texas, an affable mortician strikes up a friendship with a wealthy widow, though when she starts to become controlling, he goes to great lengths to separate himself from her grasp.",104 min,51319,PG-13,1,2011,2,Biography, Comedy, Crime            ,Richard Linklater,330,Richard Linklater, Jack Black, Shirley MacLaine, Matthew McConaughey,null,null
331,The Art of Getting By,1429260,6.6,36,"George, a lonely and fatalistic teen who has made it all the way to his senior year without ever having done a real day of work, is befriended by Sally, a popular but complicated girl who recognizes in him a kindred spirit.",83 min,51086,PG-13,1,2011,2,Drama, Romance            ,null,Gavin Wiesen,331,Gavin Wiesen, Freddie Highmore, Emma Roberts, Michael Angarano,null,null
332,Win Win,10179275,7.2,75,"A struggling lawyer and volunteer wrestling coach's chicanery comes back to haunt him when the teenage grandson of the client he has double-crossed comes into his life.",106 min,50586,R,2,2011,2,Comedy, Drama, Sport            ,Tom McCarthy,332,Tom McCarthy, Paul Giamatti, Amy Ryan, Jeffrey Tambor,null,null
333,Apollo 18,17686929,5.2,24,"Decades-old found footage from NASA's abandoned Apollo 18 mission, where two American astronauts were sent on a secret expedition, reveals the reason the U.S. has never returned to the moon.",86 min,49740,PG-13,1,2011,2,Horror, Mystery, Sci-Fi            ,Gonzalo Lí__pez-Gallego,333,Gonzalo Lí__pez-Gallego, Warren Christie, Lloyd Owen, Ryan Robbins,null,null
334,Sanctum,23070045,5.9,42,"An underwater cave diving team experiences a life-threatening crisis during an expedition to the unexplored and least accessible cave system in the world.",108 min,49706,R,2,2011,2,Adventure, Drama, Thriller            ,Alister Grierson,334,Alister Grierson, Rhys Wakefield, Allison Cratchley, Christopher James Baker,null,null
335,Zookeeper,80360843,5.2,30,"A group of zoo animals decide to break their code of silence in order to help their lovable zoo keeper find love -- without opting to leave his current job for something more illustrious.",102 min,49310,PG,4,2011,2,Comedy, Family, Romance            ,Frank Coraci,335,Frank Coraci, Kevin James, Rosario Dawson, Leslie Bibb,null,null
336,Perfect Sense,2959,7.1,55,"A chef and a scientist fall in love as an epidemic begins to rob people of their sensory perceptions.",92 min,48015,R,2,2011,2,Drama, Romance, Sci-Fi            ,David Mackenzie,336,David Mackenzie, Ewan McGregor, Eva Green, Lauren Tempany,null,null
337,Arthur,33035397,5.7,36,"A drunken playboy stands to lose a wealthy inheritance when he falls for a woman his family doesn't like.",110 min,47599,PG-13,1,2011,2,Comedy, Romance            ,null,Jason Winer,337,Jason Winer, Russell Brand, Helen Mirren, Jennifer Garner,null,null
338,Take Me Home Tonight,6923891,6.3,42,"Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush.",97 min,46709,R,2,2011,2,Comedy, Drama, Romance            ,Michael Dowse,338,Michael Dowse, Topher Grace, Anna Faris, Dan Fogler,null,null
339,The Dilemma,48475290,5.3,46,"A man discovers that his best friend's wife is having an affair.",111 min,46574,PG-13,1,2011,2,Comedy, Drama            ,null,Ron Howard,339,Ron Howard, Vince Vaughn, Kevin James, Winona Ryder,null,null
340,Gnomeo & Juliet,99967670,6,53,"The neighboring gardens of Montague and Capulet are at war, but the gnomes, Gnomeo and Juliet, are in love.",84 min,46322,G,3,2011,2,Animation, Comedy, Family            ,Kelly Asbury,340,Kelly Asbury, James McAvoy, Emily Blunt, Maggie Smith,null,null
341,Grave Encounters,,6.1,33,"For their ghost hunting reality show, a production crew locks themselves inside an abandoned mental hospital that's supposedly haunted - and it might prove to be all too true.",92 min,45240,Not Rated,5,2011,2,Horror            ,null,null,Colin Minihan,341,Colin Minihan, Stuart Ortiz, The Vicious Brothers, Ben Wilkinson, Sean Rogerson, Ashleigh Gryzko
342,Don 2,3680306,7.1,49,"An international gangster turns himself in, then dramatically escapes - only to face treachery and betrayal.",148 min,43922,Not Rated,5,2011,2,Action, Crime, Thriller            ,Farhan Akhtar,342,Farhan Akhtar, Shah Rukh Khan, Florian Lukas, Om Puri,null,null
343,Martha Marcy May Marlene,2981638,6.9,75,"Haunted by painful memories and increasing paranoia, a damaged woman struggles to re-assimilate with her family after fleeing an abusive cult.",102 min,43771,R,2,2011,2,Drama, Mystery, Thriller            ,Sean Durkin,343,Sean Durkin, Elizabeth Olsen, Sarah Paulson, John Hawkes,null,null
344,The Beaver,970816,6.7,60,"A troubled husband and executive adopts a beaver hand-puppet as his sole means of communication.",91 min,43447,PG-13,1,2011,2,Drama            ,null,null,Jodie Foster,344,Jodie Foster, Mel Gibson, Jodie Foster, Anton Yelchin,null,null
345,Jin ling shi san chai,9213,7.6,46,"An American finds refuge during the 1937 Japanese invasion of Nanking in a church with a group of women. Posing as a priest, he attempts to lead the women to safety.",146 min,42942,R,2,2011,2,Drama, History, Romance            ,Yimou Zhang,345,Yimou Zhang, Christian Bale, Ni Ni, Xinyi Zhang,null,null
346,Arthur Christmas,46462469,7.1,69,"Santa's clumsy son Arthur sets out on a mission with St. Nick's father to give out a present they misplaced to a young girl in less than 2 hours.",97 min,41939,PG,4,2011,2,Animation, Adventure, Comedy            ,Sarah Smith,346,Sarah Smith, Barry Cook, James McAvoy, Jim Broadbent, Bill Nighy,null
347,Seeking Justice,41081,6.2,38,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score. Then he discovers they want a 'favor' from him in return.",105 min,41448,R,2,2011,2,Action, Crime, Drama            ,Roger Donaldson,347,Roger Donaldson, Nicolas Cage, January Jones, Guy Pearce,null,null
348,Footloose,51802742,5.9,58,"City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.",113 min,40941,PG-13,1,2011,2,Comedy, Drama, Music            ,Craig Brewer,348,Craig Brewer, Kenny Wormald, Julianne Hough, Dennis Quaid,null,null
349,Hobo with a Shotgun,703002,6.1,55,"A homeless vigilante blows away crooked cops, pedophile Santas, and other scumbags with his trusty pump-action shotgun.",86 min,40089,Not Rated,5,2011,2,Action, Comedy, Horror            ,Jason Eisener,349,Jason Eisener, Rutger Hauer, Pasha Ebrahimi, Robb Wells,null,null
350,Soul Surfer,43853424,7.1,53,"Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.",112 min,39177,PG,4,2011,2,Biography, Drama, Family            ,Sean McNamara,350,Sean McNamara, AnnaSophia Robb, Dennis Quaid, Helen Hunt,null,null
351,Kill the Irishman,1187711,7.1,50,"The true story of Danny Greene, a tough Irish thug working for mobsters in Cleveland during the 1970's.",106 min,38534,R,2,2011,2,Biography, Crime, Drama            ,Jonathan Hensleigh,351,Jonathan Hensleigh, Ray Stevenson, Christopher Walken,null,null,null
352,Friends with Kids,7250054,6.2,55,"Two best friends decide to have a child together while keeping their relationship platonic, so they can avoid the toll kids can take on romantic relationships.",107 min,38170,R,2,2011,2,Comedy, Drama, Romance            ,Jennifer Westfeldt,352,Jennifer Westfeldt, Jennifer Westfeldt, Adam Scott, Maya Rudolph,null,null
353,The Big Year,7204138,6.2,53,"Two bird enthusiasts try to defeat the cocky, cutthroat world record holder in a year-long bird-spotting competition.",100 min,37873,PG,4,2011,2,Comedy            ,null,null,David Frankel,353,David Frankel, Owen Wilson, Jack Black, Steve Martin,null,null
354,Trespass,16816,5.3,37,"As they're held for ransom, a husband and wife's predicament grows more dire amid the discovery of betrayal and deception.",91 min,37543,R,2,2011,2,Crime, Horror, Thriller            ,Joel Schumacher,354,Joel Schumacher, Nicolas Cage, Nicole Kidman, Cam Gigandet,null,null
355,Ironclad,,6.2,42,"In 13th-century England, a small group of Knights Templar fight to defend Rochester Castle against the tyrannical King John.",121 min,36727,R,2,2011,2,Action, Adventure, Drama            ,Jonathan English,355,Jonathan English, Paul Giamatti, Jason Flemyng, Brian Cox,null,null
356,Anonymous,4463292,6.9,50,"The theory that it was in fact Edward De Vere, Earl of Oxford, who penned Shakespeare's plays. Set against the backdrop of the succession of Queen Elizabeth I and the Essex rebellion against her.",130 min,36687,PG-13,1,2011,2,Drama, Thriller            ,null,Roland Emmerich,356,Roland Emmerich, Rhys Ifans, Vanessa Redgrave, David Thewlis,null,null
357,Monte Carlo,23186769,5.8,43,"Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.",109 min,36493,PG,4,2011,2,Adventure, Comedy, Family            ,Thomas Bezucha,357,Thomas Bezucha, Selena Gomez, Leighton Meester, Katie Cassidy,null,null
358,Happy Feet Two,64006466,5.9,50,"Mumble's son, Erik, is struggling to realize his talents in the Emperor Penguin world. Meanwhile, Mumble and his family and friends discover a new threat their home -- one that will take everyone working together to save them.",100 min,35985,PG,4,2011,2,Animation, Adventure, Comedy            ,George Miller,358,George Miller, Gary Eck, David Peers, Elijah Wood, Robin Williams, Pink
359,Cedar Rapids,6857503,6.3,70,"Tim Lippe has no idea what he's in for when he's sent to Cedar Rapids, Iowa to represent his company at an annual insurance convention, where he soon finds himself under the ""guidance"" of three convention veterans.",87 min,34053,R,2,2011,2,Comedy            ,null,null,Miguel Arteta,359,Miguel Arteta, Ed Helms, John C. Reilly, Anne Heche,null,null
360,Ra.One,2511689,4.8,60,"A computer game character takes on physical form to destroy a player who nearly beat him but quit the game in between.",156 min,33719,Not Rated,5,2011,2,Action, Adventure, Sci-Fi            ,Anubhav Sinha,360,Anubhav Sinha, Shah Rukh Khan, Arjun Rampal, Kareena Kapoor Khan,null,null
361,The Hunter,176432,6.8,63,"Martin, a mercenary, is sent from Europe by a mysterious biotech company to the Tasmanian wilderness on a hunt for the last Tasmanian tiger.",100 min,33361,R,2,2011,2,Adventure, Drama, Thriller            ,Daniel Nettheim,361,Daniel Nettheim, Willem Dafoe, Sam Neill, Morgana Davies,null,null
362,The Divide,22000,5.8,28,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",112 min,32442,R,2,2011,2,Drama, Horror, Sci-Fi            ,Xavier Gens,362,Xavier Gens, Lauren German, Michael Biehn, Milo Ventimiglia,null,null
363,In the Land of Blood and Honey,303877,4.4,56,"During the Bosnian War, Danijel, a soldier fighting for the Serbs, re-encounters Ajla, a Bosnian who's now a captive in his camp he oversees. Their once promising connection has become ambiguous as their motives have changed.",127 min,32336,R,2,2011,2,Drama, Romance, War            ,Angelina Jolie,363,Angelina Jolie, Zana Marjanovic, Goran Kostic, Rade Serbedzija,null,null
364,The Roommate,37300107,4.9,23,"When college freshman Sara arrives on campus for the first time, she befriends her roommate, Rebecca, unaware that the girl is becoming dangerously obsessed with her.",91 min,31522,PG-13,1,2011,2,Drama, Thriller            ,null,Christian E. Christiansen,364,Christian E. Christiansen, Minka Kelly, Leighton Meester, Cam Gigandet,null,null
365,Bir Zamanlar Anadolu'da,138730,7.8,82,"A group of men set out in search of a dead body in the Anatolian steppes.",157 min,30784,Not Rated,5,2011,2,Crime, Drama            ,null,Nuri Bilge Ceylan,365,Nuri Bilge Ceylan, Muhammet Uzuner, Yilmaz Erdogan, Taner Birsel,null,null
366,The Human Centipede II (Full Sequence),122890,3.9,17,"Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy.",91 min,30126,Not Rated,5,2011,2,Horror            ,null,null,Tom Six,366,Tom Six, Laurence R. Harvey, Ashlynn Yennie, Maddi Black,null,null
367,Kill List,26297,6.4,67,"Nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. What starts off as an easy task soon unravels, sending the killer into the heart of darkness.",95 min,30123,Not Rated,5,2011,2,Crime, Drama, Horror            ,Ben Wheatley,367,Ben Wheatley, Neil Maskell, MyAnna Buring, Harry Simpson,null,null
368,Mientras duermes,,7.2,70,"You wake day after day to the comfort and security of your home. But how safe is it really?",102 min,29939,Not Rated,5,2011,2,Drama, Horror, Thriller            ,Jaume Balaguerí__,368,Jaume Balaguerí__, Luis Tosar, Marta Etura, Alberto San Juan,null,null
369,The Innkeepers,77501,5.5,64,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.",101 min,29623,R,2,2011,2,Drama, Horror, Mystery            ,Ti West,369,Ti West, Sara Paxton, Pat Healy, Kelly McGillis,null,null
370,Straw Dogs,10324441,5.8,45,"L.A. screenwriter David Sumner relocates with his wife to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.",110 min,29287,R,2,2011,2,Action, Drama, Thriller            ,Rod Lurie,370,Rod Lurie, James Marsden, Kate Bosworth, Alexander Skarsgí_Œ‚rd,null,null
371,Flypaper,1098,6.4,37,"A man caught in the middle of two simultaneous robberies at the same bank desperately tries to protect the teller with whom he's secretly in love.",87 min,29260,Not Rated,5,2011,2,Comedy, Crime, Mystery            ,Rob Minkoff,371,Rob Minkoff, Patrick Dempsey, Ashley Judd, Tim Blake Nelson,null,null
372,This Must Be the Place,142242,6.7,61,"Cheyenne, a retired rock star living off his royalties in Dublin, returns to New York City to find the man responsible for a humiliation suffered by his recently deceased father during W.W.II.",118 min,28845,R,2,2011,2,Comedy, Drama            ,null,Paolo Sorrentino,372,Paolo Sorrentino, Sean Penn, Frances McDormand, Judd Hirsch,null,null
373,Jiro Dreams of Sushi,2550508,7.9,77,"A documentary on 85-year-old sushi master Jiro Ono, his renowned Tokyo restaurant, and his relationship with his son and eventual heir, Yoshikazu.",81 min,28643,PG,4,2011,2,Documentary            ,null,null,David Gelb,373,David Gelb, Jiro Ono, Yoshikazu Ono, Masuhiro Yamamoto,null,null
374,Coriolanus,756452,6.2,79,"A banished hero of Rome allies with a sworn enemy to take his revenge on the city.",123 min,28641,R,2,2011,2,Drama, Thriller, War            ,Ralph Fiennes,374,Ralph Fiennes, Ralph Fiennes, Gerard Butler, Brian Cox,null,null
375,Sleeping Beauty,37710,5.3,57,"A haunting portrait of Lucy, a young university student drawn into a mysterious hidden world of unspoken desires.",101 min,27995,Not Rated,5,2011,2,Drama, Romance, Thriller            ,Julia Leigh,375,Julia Leigh, Emily Browning, Rachael Blake, Ewen Leslie,null,null
376,Hysteria,1800000,6.7,53,"The truth of how Mortimer Granville devised the invention of the first vibrator in the name of medical science.",100 min,27760,R,2,2011,2,Comedy, Romance            ,null,Tanya Wexler,376,Tanya Wexler, Maggie Gyllenhaal, Hugh Dancy, Jonathan Pryce,null,null
377,Samsara,2601847,8.5,65,"Filmed over nearly five years in twenty-five countries on five continents, and shot on seventy-millimetre film, Samsara transports us to the varied worlds of sacred grounds, disaster zones, industrial complexes, and natural wonders.",102 min,27169,PG-13,1,2011,2,Documentary, Music            ,null,Ron Fricke,377,Ron Fricke, Balinese Tari Legong Dancers, Ni Made Megahadi Pratiwi, Puti Sri Candra Dewi,null,null
378,Hop,108085305,5.5,41,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",95 min,26688,PG,4,2011,2,Animation, Adventure, Comedy            ,Tim Hill,378,Tim Hill, Russell Brand, James Marsden, Elizabeth Perkins,null,null
379,Tyrannosaur,22088,7.6,65,"Joseph, a man plagued by violence and a rage that is driving him to self-destruction, earns a chance of redemption that appears in the form of Hannah, a Christian charity shop worker.",92 min,26678,Not Rated,5,2011,2,Drama            ,null,null,Paddy Considine,379,Paddy Considine, Peter Mullan, Archie Lal, Jag Sanghera,null,null
380,The Double,,5.9,37,"A retired CIA operative is paired with a young FBI agent to unravel the mystery of a senator's murder, with all signs pointing to a Soviet assassin.",98 min,25908,PG-13,1,2011,2,Action, Crime, Drama            ,Michael Brandt,380,Michael Brandt, Richard Gere, Topher Grace, Martin Sheen,null,null
381,Alvin and the Chipmunks: Chipwrecked,133110742,4.4,24,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",87 min,25775,G,3,2011,2,Animation, Adventure, Comedy            ,Mike Mitchell,381,Mike Mitchell, Justin Long, Matthew Gray Gubler, Jesse McCartney,null,null
382,A Little Bit of Heaven,10011,6.3,14,"An irreverent young woman who uses her humor to prevent matters from getting serious has a life-changing visit with her doctor.",106 min,25340,PG-13,1,2011,2,Comedy, Drama, Fantasy            ,Nicole Kassell,382,Nicole Kassell, Kate Hudson, Gael Garcí__a Bernal, Kathy Bates,null,null
383,Take This Waltz,1237514,6.6,68,"A happily married woman falls for the artist who lives across the street.",116 min,24634,R,2,2011,2,Comedy, Drama            ,null,Sarah Polley,383,Sarah Polley, Michelle Williams, Seth Rogen, Sarah Silverman,null,null
384,Your Sister's Sister,1573712,6.7,72,"Iris invites her friend Jack to stay at her family's island getaway after the death of his brother. At their remote cabin, Jack's drunken encounter with Hannah, Iris' sister, kicks off a revealing stretch of days.",90 min,23798,R,2,2011,2,Comedy, Drama            ,null,Lynn Shelton,384,Lynn Shelton, Mark Duplass, Emily Blunt, Rosemarie DeWitt,null,null
385,The Kid with a Bike,1384749,7.4,87,"Abandoned by his father, a young boy is left in a state-run youth farm. In a random act of kindness, the town hair-dresser agrees to foster him on week-ends.",87 min,23377,PG-13,1,2011,2,Drama            ,null,null,Jean-Pierre Dardenne,385,Jean-Pierre Dardenne, Luc Dardenne, Thomas Doret, Cí_Œ©cile de France, Jí_Œ©rí_Œ©mie Renier,null
386,From Up on Poppy Hill,1002895,7.5,71,"A group of Yokohama teens look to save their school's clubhouse from the wrecking ball in preparations for the 1964 Tokyo Olympics.",91 min,23373,PG,4,2011,2,Animation, Drama, Family            ,Gorí_íˆ Miyazaki,386,Gorí_íˆ Miyazaki, Sarah Bolger, Chris Noth, Anton Yelchin,null,null
387,Weekend,455459,7.7,81,"After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",97 min,23293,Not Rated,5,2011,2,Drama, Romance            ,null,Andrew Haigh,387,Andrew Haigh, Tom Cullen, Chris New, Jonathan Race,null,null
388,Shark Night 3D,18872522,4,22,"A weekend at a lake house in the Louisiana Gulf turns into a nightmare for seven vacationers as they are subjected to shark attacks.",90 min,22225,PG-13,1,2011,2,Horror, Thriller            ,null,David R. Ellis,388,David R. Ellis, Sara Paxton, Dustin Milligan, Chris Carmack,null,null
389,Delhi Belly,1531757,7.6,66,"Three struggling room-mates unknowingly become potential prey of a ruthless gangster.",103 min,22191,Not Rated,5,2011,2,Comedy, Crime            ,null,Abhinay Deo,389,Abhinay Deo, Akshat Verma, Imran Khan, Vir Das, Kunaal Roy Kapur,null
390,"Big Mommas: Like Father, Like Son",37915414,4.4,22,"Malcolm Turner and his stepson Trent go undercover at an all-girls school to flush out a killer.",107 min,21997,PG-13,1,2011,2,Action, Comedy, Crime            ,John Whitesell,390,John Whitesell, Martin Lawrence, Brandon T. Jackson, Jessica Lucas,null,null
391,Diary of a Wimpy Kid: Rodrick Rules,52698535,6.6,51,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",99 min,21487,PG,4,2011,2,Comedy, Family            ,null,David Bowers,391,David Bowers, Zachary Gordon, Devon Bostick, Robert Capron,null,null
392,The Dark Knight Rises,448139099,8.4,78,"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City, now on the edge of total annihilation, from the brutal guerrilla terrorist Bane.",164 min,1290529,PG-13,1,2012,3,Action, Thriller            ,null,Christopher Nolan,392,Christopher Nolan, Christian Bale, Tom Hardy, Anne Hathaway,null,null
393,Django Unchained,162805434,8.4,81,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",165 min,1110670,R,2,2012,3,Drama, Western            ,null,Quentin Tarantino,393,Quentin Tarantino, Jamie Foxx, Christoph Waltz, Leonardo DiCaprio,null,null
394,The Avengers,623357910,8.1,69,"Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.",143 min,1090038,PG-13,1,2012,3,Action, Adventure, Sci-Fi            ,Joss Whedon,394,Joss Whedon, Robert Downey Jr., Chris Evans, Scarlett Johansson,null,null
395,The Hunger Games,408010692,7.2,68,"Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.",142 min,762570,PG-13,1,2012,3,Adventure, Sci-Fi, Thriller            ,Gary Ross,395,Gary Ross, Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth,null,null
396,The Hobbit: An Unexpected Journey,303003568,7.9,58,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",169 min,691724,PG-13,1,2012,3,Adventure, Family, Fantasy            ,Peter Jackson,396,Peter Jackson, Martin Freeman, Ian McKellen, Richard Armitage,null,null
397,Silver Linings Playbook,132092958,7.8,81,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",122 min,589475,R,2,2012,3,Comedy, Drama, Romance            ,David O. Russell,397,David O. Russell, Bradley Cooper, Jennifer Lawrence, Robert De Niro,null,null
398,Skyfall,304360277,7.8,81,"Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",143 min,566293,PG-13,1,2012,3,Action, Adventure, Thriller            ,Sam Mendes,398,Sam Mendes, Daniel Craig, Javier Bardem, Naomie Harris,null,null
399,Prometheus,126477084,7,65,"Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.",124 min,514028,R,2,2012,3,Adventure, Mystery, Sci-Fi            ,Ridley Scott,399,Ridley Scott, Noomi Rapace, Logan Marshall-Green, Michael Fassbender,null,null
400,Ted,218815487,7,62,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",106 min,513333,R,2,2012,3,Comedy, Fantasy            ,null,Seth MacFarlane,400,Seth MacFarlane, Mark Wahlberg, Mila Kunis, Seth MacFarlane,null,null
401,Argo,136025503,7.7,86,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",120 min,505109,R,2,2012,3,Biography, Drama, Thriller            ,Ben Affleck,401,Ben Affleck, Ben Affleck, Bryan Cranston, John Goodman,null,null
402,Life of Pi,124987023,7.9,79,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",127 min,497878,PG,4,2012,3,Adventure, Drama, Fantasy            ,Ang Lee,402,Ang Lee, Suraj Sharma, Irrfan Khan, Adil Hussain,null,null
403,The Amazing Spider-Man,262030663,7,66,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.",136 min,495296,PG-13,1,2012,3,Action, Adventure, Sci-Fi            ,Marc Webb,403,Marc Webb, Andrew Garfield, Emma Stone, Rhys Ifans,null,null
404,Looper,66486205,7.4,84,"In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination.",113 min,473522,R,2,2012,3,Action, Crime, Drama            ,Rian Johnson,404,Rian Johnson, Joseph Gordon-Levitt, Bruce Willis, Emily Blunt,null,null
405,21 Jump Street,138447667,7.2,69,"A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.",109 min,452106,R,2,2012,3,Action, Comedy, Crime            ,Phil Lord,405,Phil Lord, Christopher Miller, Jonah Hill, Channing Tatum, Ice Cube,null
406,The Perks of Being a Wallflower,17738570,8,67,"An introvert freshman is taken under the wings of two seniors who welcome him to the real world.",102 min,397914,PG-13,1,2012,3,Drama, Romance            ,null,Stephen Chbosky,406,Stephen Chbosky, Logan Lerman, Emma Watson, Ezra Miller,null,null
407,The Cabin in the Woods,42073277,7,72,"Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.",95 min,313446,R,2,2012,3,Fantasy, Horror            ,null,Drew Goddard,407,Drew Goddard, Kristen Connolly, Chris Hemsworth, Anna Hutchison,null,null
