Movie_ID,movie_names,gross_value,imdb_ratings,metscores,movie_description,runtime,votes,certificate,certificate_id,year_release,year_id,Genre1,Genre2,Genre3,director_name,Director_id,star1,star2,star3,star4,star5,star6
86,Monsters,237301,6.4,63,"Six years after Earth has suffered an alien invasion, a cynical journalist agrees to escort a shaken American tourist through an infected zone in Mexico to the safety of the U.S. border.",94 min,81741,R,2,2010,1,Drama, Sci-Fi, Thriller            ,Gareth Edwards,86,Gareth Edwards, Scoot McNairy, Whitney Able, Mario Zuniga Benavides,null,null
87,Letters to Juliet,53032453,6.6,50,"Sophie dreams of becoming a writer and travels to Verona, Italy where she meets the ""Secretaries of Juliet"".",105 min,81578,PG,4,2010,1,Adventure, Comedy, Drama            ,Gary Winick,87,Gary Winick, Amanda Seyfried, Gael Garcí__a Bernal, Vanessa Redgrave,null,null
88,A Nightmare on Elm Street,63075011,5.2,35,"The spectre of a dead child rapist haunts the children of the parents who murdered him, stalking and killing them in their dreams.",95 min,81491,R,2,2010,1,Crime, Drama, Horror            ,Samuel Bayer,88,Samuel Bayer, Jackie Earle Haley, Rooney Mara, Kyle Gallner,null,null
89,Edge of Darkness,43313890,6.6,55,"As homicide detective Thomas Craven investigates the death of his activist daughter, he uncovers not only her secret life, but a corporate cover-up and government collusion that attracts an agent tasked with cleaning up the evidence.",117 min,81236,R,2,2010,1,Crime, Drama, Mystery            ,Martin Campbell,89,Martin Campbell, Mel Gibson, Ray Winstone, Danny Huston,null,null
90,Ip Man 2,205675,7.6,67,"Centering on Ip Man's migration to Hong Kong in 1949 as he attempts to propagate his discipline of Wing Chun martial arts.",108 min,81019,R,2,2010,1,Action, Biography, Drama            ,Wilson Yip,90,Wilson Yip, Donnie Yen, Xiaoming Huang, Sammo Kam-Bo Hung,null,null
91,Skyline,21371425,4.4,26,"Strange lights descend on the city of Los Angeles, drawing people outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the Earth.",97 min,80860,PG-13,1,2010,1,Action, Sci-Fi, Thriller            ,Colin Strause,91,Colin Strause, Greg Strause, Eric Balfour, Donald Faison, Scottie Thompson,null
92,Beginners,5790894,7.2,81,"A young man is rocked by two announcements from his elderly father: that he has terminal cancer, and that he has a young male lover.",105 min,80576,R,2,2010,1,Comedy, Drama, Romance            ,Mike Mills,92,Mike Mills, Ewan McGregor, Christopher Plummer, Mí_Œ©lanie Laurent,null,null
93,Leap Year,25918920,6.5,33,"Anna Brady plans to travel to Dublin, Ireland to propose marriage to her boyfriend Jeremy on Leap Day, because, according to Irish tradition, a man who receives a marriage proposal on a leap day must accept it.",100 min,79908,PG,4,2010,1,Comedy, Romance            ,null,Anand Tucker,93,Anand Tucker, Amy Adams, Matthew Goode, Adam Scott,null,null
94,The Losers,23580735,6.4,44,"A CIA special forces team are betrayed and left for dead by their superiors, galvanizing them to mount an offensive on the CIA.",97 min,79661,PG-13,1,2010,1,Action, Adventure, Crime            ,Sylvain White,94,Sylvain White, Idris Elba, Zoe Saldana, Jeffrey Dean Morgan,null,null
95,Cop Out,44875481,5.6,31,"Jimmy's rare baseball card is robbed. Since it's his only hope to pay for his daughter's upcoming wedding, he recruits his cop partner Paul to track down the robber, a memorabilia-obsessed gangster.",107 min,79070,R,2,2010,1,Action, Comedy, Crime            ,Kevin Smith,95,Kevin Smith, Bruce Willis, Tracy Morgan, Juan Carlos Herní_í_ndez,null,null
96,Killers,47059963,5.4,21,"A vacationing woman meets her ideal man, leading to a swift marriage. Back at home, however, their idyllic life is upset when they discover their neighbors could be assassins who have been contracted to kill the couple..",100 min,78322,PG-13,1,2010,1,Action, Comedy, Romance            ,Robert Luketic,96,Robert Luketic, Katherine Heigl, Ashton Kutcher, Tom Selleck,null,null
97,Saw 3D: The Final Chapter,45710178,5.6,24,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",90 min,78052,R,2,2010,1,Horror, Mystery            ,null,Kevin Greutert,97,Kevin Greutert, Tobin Bell, Costas Mandylor, Betsy Russell,null,null
98,Piranha 3D,25003155,5.5,53,"After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents.",88 min,77848,R,2,2010,1,Comedy, Horror, Thriller            ,Alexandre Aja,98,Alexandre Aja, Elisabeth Shue," Connell""",null,null,null
99,Biutiful,5101237,7.5,58,"This is the story of Uxbal, a man living in this world, but able to see his death, which guides his every move.",148 min,76293,R,2,2010,1,Drama, Romance            ,null,Alejandro G. Ií_Œ±í_í_rritu,99,Alejandro G. Ií_Œ±í_í_rritu, Javier Bardem, Maricel í_ŒÅlvarez, Hanaa Bouchaib,null,null
100,Submarine,466702,7.3,76,"15-year-old Oliver Tate has two objectives: To lose his virginity before his next birthday, and to extinguish the flame between his mother and an ex-lover who has resurfaced in her life.",97 min,75383,R,2,2010,1,Comedy, Drama, Romance            ,Richard Ayoade,100,Richard Ayoade, Craig Roberts, Sally Hawkins, Paddy Considine,null,null
101,Elite Squad: The Enemy Within,100119,8.1,71,"After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.",115 min,71970,Not Rated,5,2010,1,Action, Crime, Drama            ,Josí_Œ© Padilha,101,Josí_Œ© Padilha, Wagner Moura, Irandhir Santos, Andrí_Œ© Ramiro,null,null
102,Eat Pray Love,80574010,5.7,50,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".",133 min,71853,PG-13,1,2010,1,Drama, Romance            ,null,Ryan Murphy,102,Ryan Murphy, Julia Roberts, Javier Bardem, Richard Jenkins,null,null
103,Legend of the Guardians: The Owls of Ga'Hoole,55675313,7,53,"When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace.",97 min,70906,PG,4,2010,1,Animation, Action, Adventure            ,Zack Snyder,103,Zack Snyder, Jim Sturgess, Hugo Weaving, David Wenham,null,null
104,Centurion,122288,6.4,62,"A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is devastated in a guerrilla attack.",97 min,70584,R,2,2010,1,Action, Adventure, Drama            ,Neil Marshall,104,Neil Marshall, Michael Fassbender, Dominic West, Olga Kurylenko,null,null
105,Flipped,1752214,7.7,45,"Two eighth-graders start to have feelings for each other despite being total opposites.",90 min,69633,PG,4,2010,1,Comedy, Drama, Romance            ,Rob Reiner,105,Rob Reiner, Madeline Carroll, Callan McAuliffe, Rebecca De Mornay,null,null
106,The Last Song,62950384,5.9,33,"A rebellious girl is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.",107 min,68204,PG,4,2010,1,Drama, Music, Romance            ,Julie Anne Robinson,106,Julie Anne Robinson, Miley Cyrus, Liam Hemsworth, Greg Kinnear,null,null
107,Super,322157,6.8,50,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills.",96 min,67149,R,2,2010,1,Comedy, Drama            ,null,James Gunn,107,James Gunn, Rainn Wilson, Ellen Page, Liv Tyler,null,null
108,Burlesque,39440655,6.4,47,"A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.",119 min,67113,PG-13,1,2010,1,Drama, Music, Musical            ,Steve Antin,108,Steve Antin, Cher, Christina Aguilera, Alan Cumming,null,null
109,Sex and the City 2,95347692,4.4,27,"While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.",146 min,65179,R,2,2010,1,Comedy, Drama, Romance            ,Michael Patrick King,109,Michael Patrick King, Sarah Jessica Parker, Kim Cattrall, Kristin Davis,null,null
110,Morning Glory,31011732,6.5,57,"An upstart television producer accepts the challenge of reviving a struggling morning show program with warring co-hosts.",107 min,63761,PG-13,1,2010,1,Comedy, Drama, Romance            ,Roger Michell,110,Roger Michell, Rachel McAdams, Harrison Ford, Diane Keaton,null,null
111,I Spit on Your Grave,93051,6.3,27,"A writer who is brutalized during her cabin retreat seeks revenge on her attackers, who left her for dead.",108 min,63524,R,2,2010,1,Horror, Thriller            ,null,Steven R. Monroe,111,Steven R. Monroe, Sarah Butler, Jeff Branson, Andrew Howard,null,null
112,Four Lions,304137,7.3,68,"Four incompetent British jihadists set out to train for and commit an act of terror.",97 min,62712,R,2,2010,1,Comedy, Crime, Drama            ,Christopher Morris,112,Christopher Morris, Will Adamsdale, Riz Ahmed, Adeel Akhtar,null,null
113,Inside Job,4312735,8.3,88,"Takes a closer look at what brought about the 2008 financial meltdown.",105 min,62423,PG-13,1,2010,1,Documentary, Crime            ,null,Charles Ferguson,113,Charles Ferguson, Matt Damon, Gylfi Zoega, Andri Sní__r Magnason,null,null
114,The Secret World of Arrietty,19202743,7.6,80,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their daughter, Arrietty, is discovered.",94 min,61928,G,3,2010,1,Animation, Adventure, Family            ,Hiromasa Yonebayashi,114,Hiromasa Yonebayashi, Bridgit Mendler, Amy Poehler, Will Arnett,null,null
115,Trollhunter,252652,7,61,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.",103 min,60249,PG-13,1,2010,1,Drama, Fantasy, Horror            ,Andrí_Œ© í_í_vredal,115,Andrí_Œ© í_í_vredal, Otto Jespersen, Robert Stoltenberg, Knut Ní__rum,null,null
116,The Debt,31177548,6.9,65,"In 1965, three Mossad agents cross into East Berlin to apprehend a notorious Nazi war criminal. Thirty years later, the secrets the agents share come back to haunt them.",113 min,58909,R,2,2010,1,Drama, Thriller            ,null,John Madden,116,John Madden, Helen Mirren, Sam Worthington, Tom Wilkinson,null,null
117,Frozen,243390,6.2,43,"Three skiers stranded on a chairlift are forced to make life-or-death choices, which prove more perilous than staying put and freezing to death.",93 min,58836,R,2,2010,1,Drama, Thriller            ,null,Adam Green,117,Adam Green, Shawn Ashmore, Emma Bell, Kevin Zegers,null,null
118,Gulliver's Travels,42779261,4.9,33,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",85 min,57513,PG,4,2010,1,Adventure, Comedy, Family            ,Rob Letterman,118,Rob Letterman, Jack Black, Emily Blunt, Jason Segel,null,null
119,Exit Through the Gift Shop,3291250,8,85,"The story of how an eccentric French shop-keeper and amateur film-maker attempted to locate and befriend Banksy, only to have the artist turn the camera back on its owner. The film contains...                See full summaryï_ï_",87 min,56097,R,2,2010,1,Documentary, Comedy, Crime            ,Banksy,119,Banksy, Banksy, Mr. Brainwash, Space Invader,null,null
120,Jê_san-nin no shikaku,802524,7.6,84,"A group of assassins come together for a suicide mission to kill an evil lord.",141 min,55564,R,2,2010,1,Action, Adventure, Drama            ,Takashi Miike,120,Takashi Miike, Kí_íˆji Yakusho, Takayuki Yamada, Yí_í©suke Iseya,null,null
121,When in Rome,32669555,5.6,25,"Beth is a young, ambitious New Yorker who is completely unlucky in love. However, on a whirlwind trip to Rome, she impulsively steals some coins from a reputed fountain of love, and is then aggressively pursued by a band of suitors.",91 min,54839,PG-13,1,2010,1,Comedy, Romance            ,null,Mark Steven Johnson,121,Mark Steven Johnson, Kristen Bell, Josh Duhamel, Anjelica Huston,null,null
122,Going the Distance,17804299,6.3,51,"A romantic comedy centered on a guy and a gal who try to keep their love alive as they shuttle back and forth between New York and San Francisco to see one another.",102 min,53083,R,2,2010,1,Comedy, Romance            ,null,Nanette Burstein,122,Nanette Burstein, Drew Barrymore, Justin Long, Ron Livingston,null,null
123,Charlie St. Cloud,31162545,6.5,37,"Charlie's brother, Sam, dies in a car crash that Charlie survives. Charlie is given the gift of seeing his dead brother and others who he has lost such as his friend who died in the military, but when the girl he falls in love with's life is at risk, he must choose between his girlfriend and his brother.",99 min,51953,PG-13,1,2010,1,Drama, Fantasy, Romance            ,Burr Steers,123,Burr Steers, Zac Efron, Kim Basinger, Charlie Tahan,null,null
124,Jackass 3D,117224271,7,56,"Johnny Knoxville and company return for the third installment of their TV show spin-off, where dangerous stunts and explicit public displays rule.",94 min,51086,R,2,2010,1,Documentary, Action, Comedy            ,Jeff Tremaine,124,Jeff Tremaine, Johnny Knoxville, Steve-O, Bam Margera,null,null
125,Step Up 3D,42400223,6.2,45,"A tight-knit group of New York City street dancers find themselves pitted against the world's best hip hop dancers in a high-stakes showdown.",107 min,51076,PG-13,1,2010,1,Drama, Music, Romance            ,Jon M. Chu,125,Jon M. Chu, Sharni Vinson, Rick Malambri, Adam Sevani,null,null
126,Senna,1612430,8.6,79,"A documentary on Brazilian Formula One racing driver Ayrton Senna, who won the F1 world championship three times before his death at age 34.",106 min,50738,PG-13,1,2010,1,Documentary, Biography, Sport            ,Asif Kapadia,126,Asif Kapadia, Ayrton Senna, Alain Prost, Frank Williams,null,null
127,Takers,57744720,6.2,45,"A group of bank robbers find their multi-million dollar plan interrupted by a hard-boiled detective.",107 min,50728,PG-13,1,2010,1,Action, Crime, Thriller            ,John Luessenhop,127,John Luessenhop, Chris Brown, Hayden Christensen, Matt Dillon,null,null
128,Animal Kingdom,1044039,7.3,83,"A seventeen year-old navigates his survival amongst an explosive criminal family and the detective who thinks he can save him.",113 min,49408,R,2,2010,1,Crime, Drama            ,null,David Michí_íˆd,128,David Michí_íˆd, James Frecheville, Guy Pearce, Joel Edgerton,null,null
129,Jonah Hex,10539414,4.7,33,"The U.S. military makes a scarred bounty hunter with warrants on his own head an offer he cannot refuse: in exchange for his freedom, he must stop a terrorist who is ready to unleash Hell on Earth.",81 min,49408,PG-13,1,2010,1,Action, Drama, Fantasy            ,Jimmy Hayward,129,Jimmy Hayward, Josh Brolin, Megan Fox, John Malkovich,null,null
130,Hesher,382946,7.1,45,"A young boy has lost his mother and is losing touch with his father and the world around him. Then he meets Hesher who manages to make his life even more chaotic.",106 min,46907,R,2,2010,1,Comedy, Drama            ,null,Spencer Susser,130,Spencer Susser, Joseph Gordon-Levitt, Devin Brochu, Natalie Portman,null,null
