id,created_at,hashtags,game
400,2018-04-17 22:45:00,indie,Quake
400,2018-04-17 22:45:00,music,Quake
400,2018-04-17 22:45:00,idol,Quake
400,2018-04-17 22:45:00,the,Quake
401,2018-04-17 22:44:02,earthquake,Quake
401,2018-04-17 22:44:02,quake,Quake
402,2018-04-17 22:37:02,earthquake,Quake
402,2018-04-17 22:37:02,quake,Quake
403,2018-04-17 22:37:02,earthquake,Quake
403,2018-04-17 22:37:02,quake,Quake
404,2018-04-17 22:28:46,earthquake,Quake
404,2018-04-17 22:28:46,quake,Quake
405,2018-04-17 22:27:04,Quake,Quake
405,2018-04-17 22:27:04,Twitch,Quake
405,2018-04-17 22:27:04,Streamer,Quake
405,2018-04-17 22:27:04,Esports,Quake
406,2018-04-17 22:23:02,earthquake,Quake
406,2018-04-17 22:23:02,quake,Quake
407,2018-04-17 22:23:02,earthquake,Quake
407,2018-04-17 22:23:02,quake,Quake
408,2018-04-17 22:13:01,earthquake,Quake
408,2018-04-17 22:13:01,quake,Quake
409,2018-04-17 22:10:20,quake,Quake
410,2018-04-17 22:09:41,quake,Quake
411,2018-04-17 22:00:02,america,Quake
411,2018-04-17 22:00:02,indie,Quake
411,2018-04-17 22:00:02,music,Quake
411,2018-04-17 22:00:02,idol,Quake
411,2018-04-17 22:00:02,the,Quake
412,2018-04-17 21:57:27,quake,Quake
413,2018-04-17 21:48:01,earthquake,Quake
413,2018-04-17 21:48:01,quake,Quake
415,2018-04-17 21:47:07,earthquake,Quake
415,2018-04-17 21:47:07,quake,Quake
416,2018-04-17 21:45:38,TestYourKnowledge,Quake
416,2018-04-17 21:45:38,Earthquakes,Quake
416,2018-04-17 21:45:38,Measured,Quake
416,2018-04-17 21:45:38,Earthquake,Quake
417,2018-04-17 21:45:08,TestYourKnowledge,Quake
417,2018-04-17 21:45:08,Earthquakes,Quake
417,2018-04-17 21:45:08,Measured,Quake
417,2018-04-17 21:45:08,Earthquake,Quake
419,2018-04-17 21:43:02,earthquake,Quake
419,2018-04-17 21:43:02,quake,Quake
420,2018-04-17 21:37:41,quake,Quake
421,2018-04-17 21:30:39,earthquake,Quake
421,2018-04-17 21:30:39,quake,Quake
422,2018-04-17 21:30:18,quake,Quake
423,2018-04-17 21:29:22,earthquake,Quake
423,2018-04-17 21:29:22,quake,Quake
424,2018-04-17 21:29:02,earthquake,Quake
424,2018-04-17 21:29:02,quake,Quake
425,2018-04-17 21:26:02,earthquake,Quake
425,2018-04-17 21:26:02,quake,Quake
426,2018-04-17 21:22:02,earthquake,Quake
426,2018-04-17 21:22:02,quake,Quake
427,2018-04-17 21:21:02,earthquake,Quake
427,2018-04-17 21:21:02,quake,Quake
428,2018-04-17 21:19:02,earthquake,Quake
428,2018-04-17 21:19:02,quake,Quake
429,2018-04-17 21:19:02,earthquake,Quake
429,2018-04-17 21:19:02,quake,Quake
430,2018-04-17 21:17:33,earthquake,Quake
430,2018-04-17 21:17:33,quake,Quake
431,2018-04-17 21:16:06,earthquake,Quake
431,2018-04-17 21:16:06,quake,Quake
432,2018-04-17 21:11:02,earthquake,Quake
432,2018-04-17 21:11:02,quake,Quake
433,2018-04-17 21:05:02,earthquake,Quake
433,2018-04-17 21:05:02,quake,Quake
434,2018-04-17 21:04:52,earthquake,Quake
434,2018-04-17 21:04:52,quake,Quake
435,2018-04-17 21:00:02,america,Quake
435,2018-04-17 21:00:02,indie,Quake
435,2018-04-17 21:00:02,music,Quake
435,2018-04-17 21:00:02,idol,Quake
435,2018-04-17 21:00:02,the,Quake
435,2018-04-17 21:00:02,american,Quake
435,2018-04-17 21:00:02,voice,Quake
435,2018-04-17 21:00:02,got,Quake
435,2018-04-17 21:00:02,talent,Quake
435,2018-04-17 21:00:02,quake,Quake
436,2018-04-17 20:56:02,earthquake,Quake
436,2018-04-17 20:56:02,quake,Quake
437,2018-04-17 20:55:15,quake,Quake
438,2018-04-17 20:52:56,quake,Quake
440,2018-04-17 20:50:03,earthquake,Quake
440,2018-04-17 20:50:03,quake,Quake
441,2018-04-17 20:49:48,QuakeChampions,Quake
441,2018-04-17 20:49:48,PAXEast,Quake
441,2018-04-17 20:49:48,Quake,Quake
442,2018-04-17 20:48:39,earthquake,Quake
442,2018-04-17 20:48:39,quake,Quake
443,2018-04-17 20:48:02,earthquake,Quake
443,2018-04-17 20:48:02,quake,Quake
444,2018-04-17 20:44:02,earthquake,Quake
444,2018-04-17 20:44:02,quake,Quake
445,2018-04-17 20:44:02,earthquake,Quake
445,2018-04-17 20:44:02,quake,Quake
446,2018-04-17 20:44:00,earthquake,Quake
446,2018-04-17 20:44:00,quake,Quake
447,2018-04-17 20:41:02,earthquake,Quake
447,2018-04-17 20:41:02,quake,Quake
448,2018-04-17 20:40:20,quake,Quake
449,2018-04-17 20:35:02,earthquake,Quake
449,2018-04-17 20:35:02,quake,Quake
450,2018-04-17 20:35:02,earthquake,Quake
450,2018-04-17 20:35:02,quake,Quake
451,2018-04-17 20:23:39,quake,Quake
