tweet_id,create_at,tweet_text,favorite_count,retweet_count,tags
9.83361E+17,2018/4/9 15:08,b'@juanchocl @nocomerciable @LABANDADEL86 @titostor @Martin_RoldanR @JoseM187 @Chinocastagnino @ArtvroJames\xe2\x80\xa6 https://t.co/EXT8BENAtl',0,0,[]
9.83357E+17,2018/4/9 14:50,b'Como deber\xc3\xada alinear el equipo para el mi\xc3\xa9rcoles. Suelten su alineaci\xc3\xb3n. #Loscl\xc3\xa1sicosseganan',0,0,"[{'text': 'Losclásicosseganan', 'indices': [73, 92]}]"
9.83345E+17,2018/4/9 14:04,"b'RT @PabloMM: Jessica Silva, jugadora de la selecci\xc3\xb3n de Portugal. Lo hacen Messi o Cristiano y tenemos portadas para un a\xc3\xb1o. https://t.co/M\xe2\x80\xa6'",0,11159,[]
9.83172E+17,2018/4/9 2:38,b'RT @elbocononline: Alianza Lima: Reuni\xc3\xb3n de emergencia con Pablo Bengoechea\nhttps://t.co/lrhmS5M8E1 https://t.co/yeJEnYCRvZ',0,2,[]
9.83116E+17,2018/4/8 22:56,"b'@rodrigo_jw Tu crees?, hay diferencia sustancial con lo del a\xc3\xb1o pasado, x m\xc3\xa1s q hayas renovado con15% m\xc3\xa1s si daba.\xe2\x80\xa6 https://t.co/fJsOE3aQ8A'",0,0,[]
9.83114E+17,2018/4/8 22:46,"b'@COHELLOC Gracias por la comprensi\xc3\xb3n, voy a llorar \xf0\x9f\x98\xa2'",2,0,[]
9.83029E+17,2018/4/8 17:10,"b'Seguramente muchos dir\xc3\xa1n yo soy hincha a mi manera, voy cuando quiero y puedo. Bueno esta vez Al\xc3\xadanza necesita de t\xe2\x80\xa6 https://t.co/D6FdgDDxQF'",51,16,[]
9.82996E+17,2018/4/8 14:59,"b'Despu\xc3\xa9s d q algunas personas contestaron un Tweet mio indicando q PB no era responsable d nada, agradezco la hidalg\xe2\x80\xa6 https://t.co/0IEHBstnJt'",23,3,[]
9.82986E+17,2018/4/8 14:19,"b'Hoy es otro d\xc3\xada, la fe se renueva y seguimos siempre a tu lado Arriba Alianza'",33,6,[]
9.82958E+17,2018/4/8 12:28,"b'RT @juanchocl: Si bien es cierto no merecemos a algunos jugadores, tampoco merecemos a tanto hincha/barrista que se golpea el pecho y no al\xe2\x80\xa6'",0,7,[]
9.82826E+17,2018/4/8 3:42,"b'Nos veremos el mi\xc3\xa9rcoles, vayan a la hora q puedan entradas van a sobrar.'",2,0,[]
9.82825E+17,2018/4/8 3:39,"b'@robeerto77 Ok pense que hablabas del de Verano q ya lo perdimos hace tiempo. Hay q pelearla hasta el final, pero s\xe2\x80\xa6 https://t.co/Iq7ycdp0Sx'",0,0,[]
9.82825E+17,2018/4/8 3:37,"b'@JJNL21 La autocritica no sirve cuando no hay cambio y mejora. Cuantos partidos hemos ganado este a\xc3\xb1o, por el torneo y la copa.'",0,0,[]
9.82824E+17,2018/4/8 3:34,b'@robeerto77 Roberto cuando hablas de campeonato te refieres a todo el a\xc3\xb1o o solo al torneo de verano?',0,0,[]
