ID,name,full_name,club,club_logo
202974,Sin Se Gye,Se Gye Sin,Sangju Sangmu FC,https://cdn.sofifa.org/18/teams/2055.png
208862,J. Giraudon,Jimmy Giraudon,ES Troyes AC,https://cdn.sofifa.org/18/teams/294.png
212958,K. Opare,Kofi Opare,D.C. United,https://cdn.sofifa.org/18/teams/688.png
217054,H. Cummings,Harold Cummings,San Jose Earthquakes,https://cdn.sofifa.org/18/teams/111928.png
234462,H. Y谋lmaz,Haydar Y谋lmaz,Alanyaspor,https://cdn.sofifa.org/18/teams/113142.png
205535,T. Kl酶ve,Troels Kl酶ve,S酶nderjyskE,https://cdn.sofifa.org/18/teams/1447.png
220127,Jo茫o Silva,Jo茫o Pedro Pereira Silva,CD Feirense,https://cdn.sofifa.org/18/teams/10019.png
226783,F. Alashe,Fatai Alashe,San Jose Earthquakes,https://cdn.sofifa.org/18/teams/111928.png
230623,S. Bak谋,Sinan Bak谋,Bursaspor,https://cdn.sofifa.org/18/teams/742.png
234463,N. Sol铆s,Nazareno Sol铆s,Club Atl茅tico Hurac谩n,https://cdn.sofifa.org/18/teams/111711.png
198624,J. Shaughnessy,Joe Shaughnessy,St. Johnstone FC,https://cdn.sofifa.org/18/teams/100804.png
202208,D. Petratos,Dimitri Petratos,Newcastle Jets,https://cdn.sofifa.org/18/teams/111398.png
184288,D. Dervite,Dorian Dervite,Bolton Wanderers,https://cdn.sofifa.org/18/teams/4.png
143073,I. Furios,Iv谩n Furios,Club Atl茅tico Patronato,https://cdn.sofifa.org/18/teams/110581.png
214497,A. Ricaurte,Andr茅s Ricaurte,Atl茅tico Huila,https://cdn.sofifa.org/18/teams/112528.png
221665,R. Lindkvist,Rasmus Lindkvist,AIK Solna,https://cdn.sofifa.org/18/teams/433.png
226273,S. Davis,Sean Davis,New York Red Bulls,https://cdn.sofifa.org/18/teams/689.png
229601,Jo茫o G贸is,Jo茫o Duarte Teixeira G贸is,FC Pa莽os de Ferreira,https://cdn.sofifa.org/18/teams/1892.png
236001,Ra铆,Ra铆 Nascimento Oliveira,Real Zaragoza,https://cdn.sofifa.org/18/teams/244.png
192481,D. Rowe,Danny Rowe,Ipswich Town,https://cdn.sofifa.org/18/teams/94.png
194785,T. Flanagan,Tom Flanagan,Burton Albion,https://cdn.sofifa.org/18/teams/15015.png
199394,Diego Maur铆cio,Diego Maur铆cio Machado de Brito,Gangwon FC,https://cdn.sofifa.org/18/teams/112115.png
199906,I. Kireev,Igor Kireev,FC Rostov,https://cdn.sofifa.org/18/teams/110231.png
206562,L. Thompson,Louis Thompson,Norwich City,https://cdn.sofifa.org/18/teams/1792.png
221666,L. Mulholland,Luke Mulholland,Real Salt Lake,https://cdn.sofifa.org/18/teams/111065.png
231394,Hildeberto Pereira,Hildeberto Jos茅 Morgado Pereira,Legia Warszawa,https://cdn.sofifa.org/18/teams/1871.png
238562,P. Hoffmann,Philipp Hoffmann,SC Preuen M眉nster,https://cdn.sofifa.org/18/teams/531.png
188386,E. Butin,Edouard Butin,Stade Brestois 29,https://cdn.sofifa.org/18/teams/378.png
206563,J. Holt,Jason Holt,Rangers,https://cdn.sofifa.org/18/teams/86.png
208099,I. Runje,Ivan Runje,Jagiellonia Biaystok,https://cdn.sofifa.org/18/teams/110745.png
210147,M. Al Harbi,Mansour Al Harbi,Al Ahli,https://cdn.sofifa.org/18/teams/112387.png
224995,W. Pacheco,Walmer Pacheco,La Equidad,https://cdn.sofifa.org/18/teams/112523.png
159972,N. Birones,Nozomi Birones,San Luis de Quillota,https://cdn.sofifa.org/18/teams/112668.png
239844,G. Torres,Gerson Torres,Club Am茅rica,https://cdn.sofifa.org/18/teams/1879.png
189412,L. Damour,Lo茂c Damour,Cardiff City,https://cdn.sofifa.org/18/teams/1961.png
193252,T. Schrammel,Thomas Schrammel,SK Rapid Wien,https://cdn.sofifa.org/18/teams/254.png
199909,P. Pervan,Pavao Pervan,LASK Linz,https://cdn.sofifa.org/18/teams/252.png
203749,S. Bradley,Sonny Bradley,Plymouth Argyle,https://cdn.sofifa.org/18/teams/1929.png
204773,M. Jeannin,Mehdi Jeannin,Clermont Foot 63,https://cdn.sofifa.org/18/teams/1815.png
212709,T. Kemp,Taylor Kemp,D.C. United,https://cdn.sofifa.org/18/teams/688.png
220901,David Raya,David Raya Martin,Blackburn Rovers,https://cdn.sofifa.org/18/teams/3.png
164581,M. de Jong,Marcel de Jong,Vancouver Whitecaps FC,https://cdn.sofifa.org/18/teams/101112.png
181477,N. Boogaard,Nigel Boogaard,Newcastle Jets,https://cdn.sofifa.org/18/teams/111398.png
206054,S. G眉nd眉z,Selim G眉nd眉z,VfL Bochum,https://cdn.sofifa.org/18/teams/160.png
208614,A. Uryga,Alan Uryga,Wisa Pock,https://cdn.sofifa.org/18/teams/1569.png
151270,J. Coppinger,James Coppinger,Doncaster Rovers,https://cdn.sofifa.org/18/teams/142.png
231910,Kim Gun Hee,Gun Hee Kim,Suwon Samsung Bluewings,https://cdn.sofifa.org/18/teams/983.png
236518,A. Nordin,Arnaud Nordin,AS Nancy Lorraine,https://cdn.sofifa.org/18/teams/1823.png
202215,J. Willis,Joe Willis,Houston Dynamo,https://cdn.sofifa.org/18/teams/698.png
215527,F. Heerkens,Freek Heerkens,Willem II,https://cdn.sofifa.org/18/teams/1907.png
159975,I. Jarano,Isaac Jarano,CD O'Higgins,https://cdn.sofifa.org/18/teams/112116.png
228327,F. Azemi,Fitim Azemi,V氓lerenga Fotball,https://cdn.sofifa.org/18/teams/920.png
169447,M. McGlinchey,Michael McGlinchey,Wellington Phoenix,https://cdn.sofifa.org/18/teams/111766.png
176103,Z. Ljubijanki,Zlatan Ljubijanki,Urawa Red Diamonds,https://cdn.sofifa.org/18/teams/111575.png
179687,J. Mart铆nez,Jos茅 Joaqu铆n Mart铆nez,Pachuca,https://cdn.sofifa.org/18/teams/110147.png
205288,Fernando,Fernando Mart铆nez Rubio,UD Almer铆a,https://cdn.sofifa.org/18/teams/1861.png
202985,Kim Dae Ho,Dae Ho Kim,Pohang Steelers,https://cdn.sofifa.org/18/teams/1474.png
138729,K. Risg氓rd,Kasper Risg氓rd,Aalborg BK,https://cdn.sofifa.org/18/teams/820.png
219625,F. Cardozo,Facundo Cardozo,Arsenal de Sarand铆,https://cdn.sofifa.org/18/teams/110394.png
241129,N. Trujic,Nikola Trujic,FC Tosno,https://cdn.sofifa.org/18/teams/113704.png
202730,Gerson,Gerson Guimar茫es Ferreira,Gangwon FC,https://cdn.sofifa.org/18/teams/112115.png
214762,N. Avellaneda,Nicol谩s Avellaneda,Club Atl茅tico Lan煤s,https://cdn.sofifa.org/18/teams/110395.png
215786,Y. Bo茅-Kane,Yann Bo茅-Kane,AC Ajaccio,https://cdn.sofifa.org/18/teams/614.png
234730,V. Rosier,Valentin Rosier,Dijon FCO,https://cdn.sofifa.org/18/teams/110569.png
223979,Paolo Fernandes,Paolo Fern谩ndes Cantin,NAC Breda,https://cdn.sofifa.org/18/teams/1904.png
232683,T. Nakamura,Taisuke Nakamura,J煤bilo Iwata,https://cdn.sofifa.org/18/teams/101144.png
169451,M. Gardyne,Michael Gardyne,Ross County FC,https://cdn.sofifa.org/18/teams/631.png
236267,D. Aimar,Dar铆o Aimar,,
193771,A. Wildig,Aaron Wildig,Morecambe,https://cdn.sofifa.org/18/teams/357.png
214508,C. P茅rez,Camilo P茅rez,guilas Doradas,https://cdn.sofifa.org/18/teams/112578.png
228332,H. Choudhury,Hamza Choudhury,Leicester City,https://cdn.sofifa.org/18/teams/95.png
229868,D. Mignanelli,Daniele Mignanelli,Ascoli,https://cdn.sofifa.org/18/teams/1846.png
237548,O. Haddadi,Oussama Haddadi,Dijon FCO,https://cdn.sofifa.org/18/teams/110569.png
179692,C. Davies,Charlie Davies,Philadelphia Union,https://cdn.sofifa.org/18/teams/112134.png
199917,J. Forster-Caskey,Jake Forster-Caskey,Charlton Athletic,https://cdn.sofifa.org/18/teams/89.png
226541,U. Zeybek,Uygar Zeybek,Fenerbah莽e SK,https://cdn.sofifa.org/18/teams/326.png
227565,Tropi,Carlos Carbonell Gil,Lorca Deportiva CF,https://cdn.sofifa.org/18/teams/2026.png
231405,E. Mbende,Emmanuel Mbende,Chemnitzer FC,https://cdn.sofifa.org/18/teams/507.png
111085,Abel G贸mez,Abel G贸mez Moreno,Lorca Deportiva CF,https://cdn.sofifa.org/18/teams/2026.png
53741,L. Holmes,Lee Holmes,Exeter City,https://cdn.sofifa.org/18/teams/143.png
205038,F. Helstrup,Frederik Helstrup,Arka Gdynia,https://cdn.sofifa.org/18/teams/111082.png
214510,L. Mosquera,Luis Mosquera,guilas Doradas,https://cdn.sofifa.org/18/teams/112578.png
221934,S. Scougall,Stefan Scougall,St. Johnstone FC,https://cdn.sofifa.org/18/teams/100804.png
169198,M. Jim茅nez,Marco Jim茅nez,Quer茅taro,https://cdn.sofifa.org/18/teams/110150.png
235502,Luisinho,Luis Gustavo Melere Silva,Al Faisaly,https://cdn.sofifa.org/18/teams/112389.png
239342,H. Koffi,Herv茅 Koffi,LOSC Lille,https://cdn.sofifa.org/18/teams/65.png
178414,K. Luijckx,Kees Luijckx,S酶nderjyskE,https://cdn.sofifa.org/18/teams/1447.png
199407,D. Post,Danny Post,VVV-Venlo,https://cdn.sofifa.org/18/teams/100651.png
211439,T. Gabuza,Thamsanqa Gabuza,Orlando Pirates,https://cdn.sofifa.org/18/teams/110930.png
215279,T. Albutat,Tim Albutat,MSV Duisburg,https://cdn.sofifa.org/18/teams/1825.png
237551,T. Ephestion,Thomas Ephestion,RC Lens,https://cdn.sofifa.org/18/teams/64.png
188399,A. Dercho,Alexander Dercho,VfL Osnabr眉ck,https://cdn.sofifa.org/18/teams/487.png
211952,M. Thiel,Maximilian Thiel,1. FC Heidenheim,https://cdn.sofifa.org/18/teams/111235.png
148720,H. Hauger,Henning Hauger,Str酶msgodset IF,https://cdn.sofifa.org/18/teams/922.png
176368,Kim Chang Soo,Chang Soo Kim,Ulsan Hyundai Horang-i,https://cdn.sofifa.org/18/teams/1473.png
143601,M. Rosales,Mauro Rosales,Vancouver Whitecaps FC,https://cdn.sofifa.org/18/teams/101112.png
217585,B. Kuipers,Bas Kuipers,ADO Den Haag,https://cdn.sofifa.org/18/teams/650.png
221425,K. Nagasawa,Kazuki Nagasawa,Urawa Red Diamonds,https://cdn.sofifa.org/18/teams/111575.png
226801,S. Abdul-Salaam,Saad Abdul-Salaam,Sporting Kansas City,https://cdn.sofifa.org/18/teams/696.png
169713,S. Cummings,Shaun Cummings,Rotherham United,https://cdn.sofifa.org/18/teams/1797.png
231410,Brahim D铆az,Brahim D铆az,Manchester City,https://cdn.sofifa.org/18/teams/10.png
232946,K. Taketomi,Kosuke Taketomi,Kashiwa Reysol,https://cdn.sofifa.org/18/teams/101145.png
240114,Cleylton Santos,Jos茅 Cleylton Santos,CF Os Belenenses,https://cdn.sofifa.org/18/teams/1889.png
188146,A. Lippini,Anthony Lippini,Tours FC,https://cdn.sofifa.org/18/teams/110326.png
191218,D. Jakovi,Dejan Jakovi,,
189171,A. Chicksen,Adam Chicksen,Bradford City,https://cdn.sofifa.org/18/teams/1804.png
194035,N. Miatke,Nils Miatke,FSV Zwickau,https://cdn.sofifa.org/18/teams/110592.png
212980,B. Dabanli,Berkay Dabanli,Rot-Wei Erfurt,https://cdn.sofifa.org/18/teams/100424.png
230132,D. Dra啪i,Dejan Dra啪i,RC Celta de Vigo,https://cdn.sofifa.org/18/teams/450.png
234740,M. El Hankouri,Mo El Hankouri,Willem II,https://cdn.sofifa.org/18/teams/1907.png
236532,R. Koch,Robin Koch,SC Freiburg,https://cdn.sofifa.org/18/teams/25.png
178164,K. Madsen,Kim Andr茅 Madsen,Str酶msgodset IF,https://cdn.sofifa.org/18/teams/922.png
181492,R. Cornthwaite,Robert Cornthwaite,Western Sydney Wanderers,https://cdn.sofifa.org/18/teams/112427.png
169461,M. O'Connor,Michael O'Connor,Notts County,https://cdn.sofifa.org/18/teams/1937.png
235253,P. Kammerbauer,Patrick Kammerbauer,1. FC N眉rnberg,https://cdn.sofifa.org/18/teams/171.png
239861,A. Fadlalla,Abdelkarim Fadlalla,KAS Eupen,https://cdn.sofifa.org/18/teams/2013.png
214774,J. Valdez Chamorro,Jorge Valdez Chamorro,Club Atl茅tico Lan煤s,https://cdn.sofifa.org/18/teams/110395.png
225782,A. Maitland-Niles,Ainsley Maitland-Niles,Arsenal,https://cdn.sofifa.org/18/teams/1.png
189942,A. Ligi,Alessandro Ligi,Carpi,https://cdn.sofifa.org/18/teams/112409.png
190454,S. Ringstad,Stian Ringstad,Str酶msgodset IF,https://cdn.sofifa.org/18/teams/922.png
223479,S. Sukharev,Sergey Sukharev,FC Tosno,https://cdn.sofifa.org/18/teams/113704.png
159991,J. Pardaneos,Juan Pardaneos,Club de Deportes Temuco,https://cdn.sofifa.org/18/teams/112709.png
229879,D. Romney,Dave Romney,LA Galaxy,https://cdn.sofifa.org/18/teams/697.png
200952,M. K枚nnecke,Mike K枚nnecke,FSV Zwickau,https://cdn.sofifa.org/18/teams/110592.png
201208,D. Henry,Doneil Henry,West Ham United,https://cdn.sofifa.org/18/teams/19.png
220152,Y. Baraye,Yves Baraye,Parma,https://cdn.sofifa.org/18/teams/50.png
229624,Sergi Guardiola,Sergio Guardiola Navarro,C贸rdoba CF,https://cdn.sofifa.org/18/teams/1867.png
193272,S. ahin-Radlinger,Samuel ahin-Radlinger,Hannover 96,https://cdn.sofifa.org/18/teams/485.png
200697,R. Tafazolli,Ryan Tafazolli,Peterborough United,https://cdn.sofifa.org/18/teams/1938.png
139257,D. Lopar,Daniel Lopar,FC St. Gallen,https://cdn.sofifa.org/18/teams/898.png
205049,N. Ansell,Nick Ansell,Tondela,https://cdn.sofifa.org/18/teams/112516.png
221177,J. B猫gue,Julien B猫gue,Bourg en Bresse P茅ronnas 01,https://cdn.sofifa.org/18/teams/110576.png
229625,S. Rapp,Simone Rapp,FC Thun,https://cdn.sofifa.org/18/teams/1715.png
232697,L. Geminiani,Lautaro Geminiani,Club Atl茅tico Patronato,https://cdn.sofifa.org/18/teams/110581.png
235257,Pedro Pinto,Pedro Manuel da Mota Pinto,Vit贸ria Set煤bal,https://cdn.sofifa.org/18/teams/665.png
239865,Y. Ahmed,Yasser Ahmed,C.D. Leonesa S.A.D.,https://cdn.sofifa.org/18/teams/15012.png
177657,A. Nordvik,Andreas Nordvik,Viking FK,https://cdn.sofifa.org/18/teams/300.png
7674,F. Coppola,Ferdinando Coppola,Hellas Verona,https://cdn.sofifa.org/18/teams/206.png
208122,V. Agardius,Viktor Agardius,Kalmar FF,https://cdn.sofifa.org/18/teams/1439.png
169210,G. Venegas,Gerardo Venegas,Puebla,https://cdn.sofifa.org/18/teams/110152.png
52474,B. Riise,Bj酶rn Helge Riise,Aalesunds FK,https://cdn.sofifa.org/18/teams/1755.png
223227,K. Vermeulen,Kevin Vermeulen,Excelsior,https://cdn.sofifa.org/18/teams/1971.png
225019,R. Cisneros,Ronaldo Cisneros,Santos Laguna,https://cdn.sofifa.org/18/teams/110144.png
235515,Benito,Benito Ram铆rez del Toro,UD Las Palmas,https://cdn.sofifa.org/18/teams/472.png
202748,Ko Moo Yeol,Moo Yeol Ko,Jeonbuk Hyundai Motors,https://cdn.sofifa.org/18/teams/1477.png
212732,D. Remick,Dylan Remick,Houston Dynamo,https://cdn.sofifa.org/18/teams/698.png
226044,R. Vargas,Rodrigo Vargas,,
233980,Jallyson Neto,Jallyson Caio Neto Jardim,Sport Club do Recife,https://cdn.sofifa.org/18/teams/111057.png
188924,T. Socha,Tadeusz Socha,Arka Gdynia,https://cdn.sofifa.org/18/teams/111082.png
200701,G. Beretta,Giacomo Beretta,Foggia,https://cdn.sofifa.org/18/teams/110911.png
222461,Rochinha,Diogo Filipe Rocha Costa,Boavista FC,https://cdn.sofifa.org/18/teams/1898.png
209662,M. Rosheuvel,Mikhail Rosheuvel,Roda JC Kerkrade,https://cdn.sofifa.org/18/teams/1902.png
241406,J. Intriago,Jefferson Intriago,,
202495,S. Saad,Soony Saad,Sporting Kansas City,https://cdn.sofifa.org/18/teams/696.png
212223,S. Maguire,Sean Maguire,Preston North End,https://cdn.sofifa.org/18/teams/1801.png
224511,E. Bonifacio,Ezequiel Bonifacio,Gimnasia y Esgrima La Plata,https://cdn.sofifa.org/18/teams/101084.png
214016,H. Mojica,H谩rrison Mojica,Asociacion Deportivo Cali,https://cdn.sofifa.org/18/teams/101102.png
163584,P. Robinson,Paul Robinson,AFC Wimbledon,https://cdn.sofifa.org/18/teams/112259.png
232192,C. Martins Pereira,Christopher Martins Pereira,Olympique Lyonnais,https://cdn.sofifa.org/18/teams/66.png
234496,O. Bogle,Omar Bogle,Cardiff City,https://cdn.sofifa.org/18/teams/1961.png
228353,G. Hendrickx,Ga毛tan Hendrickx,Sporting Charleroi,https://cdn.sofifa.org/18/teams/670.png
235521,Carbonell,ülex Carbonell Vall茅s,CF Reus Deportiu,https://cdn.sofifa.org/18/teams/110854.png
235777,S. Konde,Sekou Konde,Amkar Perm,https://cdn.sofifa.org/18/teams/110234.png
188417,A. Fern谩ndez,lvaro Fern谩ndez,San Mart铆n de San Juan,https://cdn.sofifa.org/18/teams/111713.png
196353,C. Hussey,Chris Hussey,Swindon Town,https://cdn.sofifa.org/18/teams/1934.png
214274,J. Chunga,Jos茅 Chunga,CPD Junior Barranquilla,https://cdn.sofifa.org/18/teams/101101.png
216834,M. Perez,Manuel Perez,Clermont Foot 63,https://cdn.sofifa.org/18/teams/1815.png
233730,Y. Meit茅,Yakou Meit茅,FC Sochaux-Montb茅liard,https://cdn.sofifa.org/18/teams/226.png
235266,C. Fr眉chtl,Christian Fr眉chtl,FC Bayern Munich,https://cdn.sofifa.org/18/teams/21.png
240898,Francis,Francisco Guerrero Mart铆n,Real Betis Balompi茅,https://cdn.sofifa.org/18/teams/449.png
201219,D. Giorico,Daniele Giorico,Carpi,https://cdn.sofifa.org/18/teams/112409.png
207619,W. Creavalle,Warren Creavalle,Philadelphia Union,https://cdn.sofifa.org/18/teams/112134.png
214019,D. Giraldo,Daniel Giraldo,Asociacion Deportivo Cali,https://cdn.sofifa.org/18/teams/101102.png
156675,A. Considine,Andrew Considine,Aberdeen,https://cdn.sofifa.org/18/teams/77.png
232963,T. Kanamori,Takeshi Kanamori,Kashima Antlers,https://cdn.sofifa.org/18/teams/101147.png
234755,E. Chirambadare,Edmore Chirambadare,Kaizer Chiefs,https://cdn.sofifa.org/18/teams/110929.png
191235,C. Menz,Christoph Menz,Rot-Wei Erfurt,https://cdn.sofifa.org/18/teams/100424.png
200196,O. Gaona Lugo,Orlando Gaona Lugo,Bah铆a Blanca,https://cdn.sofifa.org/18/teams/110398.png
205572,H. Zeinstra,Harm Zeinstra,Heracles Almelo,https://cdn.sofifa.org/18/teams/100634.png
212228,I. Toney,Ivan Toney,Wigan Athletic,https://cdn.sofifa.org/18/teams/1917.png
221700,No Dong Geon,Dong Geon No,Pohang Steelers,https://cdn.sofifa.org/18/teams/1474.png
180740,N. Topor-Stanley,Nikolai Topor-Stanley,Newcastle Jets,https://cdn.sofifa.org/18/teams/111398.png
228101,G. Cotugno,Guillermo Cotugno,Real Oviedo,https://cdn.sofifa.org/18/teams/110827.png
229381,P. Rojas,Pablo Rojas,Jaguares F煤tbol Club,https://cdn.sofifa.org/18/teams/112903.png
200710,Palats铆,Jorge Palats铆 Gallego,C.D. Leonesa S.A.D.,https://cdn.sofifa.org/18/teams/15012.png
206086,H. Toffolo,Harry Toffolo,Doncaster Rovers,https://cdn.sofifa.org/18/teams/142.png
214534,A. Tapia,Anthony Tapia,Corporaci贸n Club Deportivo Tulu谩,https://cdn.sofifa.org/18/teams/112934.png
225542,C. Colkett,Charlie Colkett,Vitesse,https://cdn.sofifa.org/18/teams/1909.png
232454,Y. Hiraoka,Yasuhiro Hiraoka,Vegalta Sendai,https://cdn.sofifa.org/18/teams/112836.png
233478,M. Zajc,Miha Zajc,Empoli,https://cdn.sofifa.org/18/teams/1746.png
234502,K. Enghardt,Kasper Enghardt,Randers FC,https://cdn.sofifa.org/18/teams/1786.png
210951,E. Flores,Edison Flores,Aalborg BK,https://cdn.sofifa.org/18/teams/820.png
218887,O. Custodio,Olivier Custodio,FC Luzern,https://cdn.sofifa.org/18/teams/897.png
222215,P. Strand,Petter Strand,Molde FK,https://cdn.sofifa.org/18/teams/417.png
232712,B. Cascini,Bautista Cascini,Estudiantes de La Plata,https://cdn.sofifa.org/18/teams/101083.png
205321,J. Naismith,Jason Naismith,Ross County FC,https://cdn.sofifa.org/18/teams/631.png
211721,M. Pazurek,Markus Pazurek,SC Fortuna K枚ln,https://cdn.sofifa.org/18/teams/110169.png
221705,K. Dempsey,Kyle Dempsey,Fleetwood Town,https://cdn.sofifa.org/18/teams/112260.png
156681,L. Nilsson,Lars Nilsson,IF Elfsborg,https://cdn.sofifa.org/18/teams/700.png
194569,C. Sloth,Casper Sloth,Silkeborg IF,https://cdn.sofifa.org/18/teams/270.png
221706,Diney,Edilson Alberto Sanches Borges,CS Mar铆timo,https://cdn.sofifa.org/18/teams/1893.png
221962,Suh Myeong Won,Myeong Won Suh,Ulsan Hyundai Horang-i,https://cdn.sofifa.org/18/teams/1473.png
233994,Kainho Selva,Kaio Antonaldo Selva Mota,Vit贸ria ,https://cdn.sofifa.org/18/teams/1719.png
189962,W. Moke,Wilfried Moke,Atiker Konyaspor,https://cdn.sofifa.org/18/teams/101033.png
138251,R. Foster,Richard Foster,St. Johnstone FC,https://cdn.sofifa.org/18/teams/100804.png
223499,M. Asenjo,Mauricio Asenjo,Banfield,https://cdn.sofifa.org/18/teams/110404.png
52491,E. Bugge Pettersen,Espen Bugge Pettersen,Str酶msgodset IF,https://cdn.sofifa.org/18/teams/922.png
211212,A. Oueslati,Abdelkader Oueslati,Al Fateh,https://cdn.sofifa.org/18/teams/112390.png
214028,C. Amaya,C茅sar Amaya,Asociacion Deportivo Cali,https://cdn.sofifa.org/18/teams/101102.png
223756,M. Schulz,Marvin Schulz,FC Luzern,https://cdn.sofifa.org/18/teams/897.png
219661,P. Jaroszyski,Pawe Jaroszyski,Chievo Verona,https://cdn.sofifa.org/18/teams/192.png
221197,F. Onyedinma,Fred Onyedinma,Millwall,https://cdn.sofifa.org/18/teams/97.png
239117,A. Baluta,Alexandru Baluta,,
238862,Lucas Possignolo,Lucas Possignolo,Portimonense SC,https://cdn.sofifa.org/18/teams/10031.png
239118,B. Tiru,Bogdan Tiru,,
233743,B. Tabla,Ballou Tabla,Montreal Impact,https://cdn.sofifa.org/18/teams/111139.png
177679,D. Vrzogic,David Vrzogic,SV Meppen,https://cdn.sofifa.org/18/teams/110597.png
205584,M. Ihiekwe,Michael Ihiekwe,Rotherham United,https://cdn.sofifa.org/18/teams/1797.png
221456,R. Burke,Reece Burke,Bolton Wanderers,https://cdn.sofifa.org/18/teams/4.png
226576,A. Rodr铆guez,Arley Rodr铆guez,Atletico Nacional Medellin,https://cdn.sofifa.org/18/teams/101100.png
212753,S. Mauk,Stefan Mauk,Melbourne City,https://cdn.sofifa.org/18/teams/112224.png
220433,scar Whalley,scar Alexander Whalley Guardado,Real Sporting de Gij贸n,https://cdn.sofifa.org/18/teams/459.png
232209,Jos茅 Kant茅,Jos茅 Kant茅 Mart铆nez,Wisa Pock,https://cdn.sofifa.org/18/teams/1569.png
190481,M. Solheim,Mats Solheim,Hammarby IF,https://cdn.sofifa.org/18/teams/708.png
205586,I. Vassell,Isaac Vassell,Birmingham City,https://cdn.sofifa.org/18/teams/88.png
212242,R. Andrich,Robert Andrich,SV Wehen Wiesbaden,https://cdn.sofifa.org/18/teams/492.png
230418,Henrique Jardinel,Henrique Alex Jardinel Zonta,Associa莽茫o Atl茅tica Ponte Preta,https://cdn.sofifa.org/18/teams/111043.png
53778,M. Richards,Marc Richards,Northampton Town,https://cdn.sofifa.org/18/teams/1930.png
197907,M. Sansores,Miguel Angel Sansores,Monarcas Morelia,https://cdn.sofifa.org/18/teams/1028.png
212243,V. Rankovi,Vladimir Rankovi,Hansa Rostock,https://cdn.sofifa.org/18/teams/27.png
228883,B. Gimber,Benedikt Gimber, SSV Jahn Regensburg,https://cdn.sofifa.org/18/teams/543.png
49939,A. Nef,Alain Nef,FC Z眉rich,https://cdn.sofifa.org/18/teams/894.png
184083,S. Tritz,St茅phane Tritz,SC Preuen M眉nster,https://cdn.sofifa.org/18/teams/531.png
190995,B. Inman,Brad Inman,Rochdale,https://cdn.sofifa.org/18/teams/1955.png
211988,J. Kiesewetter,Jerome Kiesewetter,Fortuna D眉sseldorf,https://cdn.sofifa.org/18/teams/110636.png
212244,C. Lenz,Christopher Lenz,Holstein Kiel,https://cdn.sofifa.org/18/teams/576.png
219668,S. Sawadogo,Souleymane Sawadogo,La Berrichonne de Ch芒teauroux,https://cdn.sofifa.org/18/teams/212.png
158228,E. Zveroti,Elsad Zveroti,FC Sion,https://cdn.sofifa.org/18/teams/110770.png
228116,A. Figuera,Arqu铆medes Figuera,,
232724,J. Kusukami,Jumpei Kusukami,Western Sydney Wanderers,https://cdn.sofifa.org/18/teams/112427.png
234004,Tom谩s Nuninho,Tom谩s Nicolas Nuninho Alfaro,Associa莽茫o Chapecoense de Futebol,https://cdn.sofifa.org/18/teams/112476.png
238868,Carlos Henriques,Carlos Anast谩cio Henriques,Portimonense SC,https://cdn.sofifa.org/18/teams/10031.png
200981,N. Dumitru,Nicolao Dumitru,AD Alcorc贸n,https://cdn.sofifa.org/18/teams/100831.png
222485,B. Bellot,Benjamin Bellot,Br酶ndby IF,https://cdn.sofifa.org/18/teams/269.png
229653,S. Gasanov,Shamil Gasanov,Troms酶 IL,https://cdn.sofifa.org/18/teams/418.png
233493,J. S谩nchez,Jorge S谩nchez,Santos Laguna,https://cdn.sofifa.org/18/teams/110144.png
239637,C. Andriamahitsinoro,Charles Carolus Andriamahitsinoro,Ohod Club,https://cdn.sofifa.org/18/teams/113219.png
193557,F. Nouble,Frank Nouble,Newport County,https://cdn.sofifa.org/18/teams/112254.png
202518,C. Wernitznig,Christopher Wernitznig,Wolfsberger AC,https://cdn.sofifa.org/18/teams/111822.png
208918,M. Al Bishi,Mohammed Eid Al Bishi,Al Faisaly,https://cdn.sofifa.org/18/teams/112389.png
193302,F. Kurto,Filip Kurto,Roda JC Kerkrade,https://cdn.sofifa.org/18/teams/1902.png
207639,C. Reilly,Callum Reilly,Bury,https://cdn.sofifa.org/18/teams/1945.png
207895,T. Wendel,Tim Wendel,Sportfreunde Lotte,https://cdn.sofifa.org/18/teams/110700.png
164375,A. Esposito,Andrea Esposito,Cesena,https://cdn.sofifa.org/18/teams/110915.png
212248,F. Lohkemper,Felix Lohkemper,1. FC Magdeburg,https://cdn.sofifa.org/18/teams/110588.png
223512,S. Cl茅mence,Sacha Cl茅mence,Tours FC,https://cdn.sofifa.org/18/teams/110326.png
186136,C. Fagan,Christy Fagan,St. Patrick's Athletic,https://cdn.sofifa.org/18/teams/423.png
193304,L. Burliga,ukasz Burliga,Jagiellonia Biaystok,https://cdn.sofifa.org/18/teams/110745.png
214809,S. Luna,Sebasti谩n Luna,Belgrano de C贸rdoba,https://cdn.sofifa.org/18/teams/111022.png
230681,G. Pezzella,Giuseppe Pezzella,Udinese,https://cdn.sofifa.org/18/teams/55.png
210970,B. Adjei-Boateng,Bismark Adjei-Boateng,Colorado Rapids,https://cdn.sofifa.org/18/teams/694.png
213530,N. Poulsen,Nicolai Poulsen,Sarpsborg 08 FF,https://cdn.sofifa.org/18/teams/112199.png
231706,K. Londo帽o,Kevin Londo帽o,Jaguares F煤tbol Club,https://cdn.sofifa.org/18/teams/112903.png
