ID,name,full_name,club,club_logo
199550,B. Martins Indi,Bruno Martins Indi,Stoke City,https://cdn.sofifa.org/18/teams/1806.png
198683,M. Gabbiadini,Manolo Gabbiadini,Southampton,https://cdn.sofifa.org/18/teams/17.png
198077,P. Herrmann,Patrick Herrmann,Borussia M枚nchengladbach,https://cdn.sofifa.org/18/teams/23.png
197948,F. Lejeune,Florian Lejeune,Newcastle United,https://cdn.sofifa.org/18/teams/13.png
195363,J. Bruma,Jeffrey Bruma,VfL Wolfsburg,https://cdn.sofifa.org/18/teams/175.png
194911,Adri谩n,Adri谩n San Miguel Castillo,West Ham United,https://cdn.sofifa.org/18/teams/19.png
194174,Keko,Sergio Gont谩n Gallardo,M谩laga CF,https://cdn.sofifa.org/18/teams/573.png
193887,H. P茅rez,Hern谩n P茅rez,RCD Espanyol,https://cdn.sofifa.org/18/teams/452.png
193171,Jaume Costa,Jaume Vicent Costa Jord谩,Villarreal CF,https://cdn.sofifa.org/18/teams/483.png
192679,Escudero,Sergio Escudero Palomo,Sevilla FC,https://cdn.sofifa.org/18/teams/481.png
192565,Y. Mall谋,Yunus Mall谋,VfL Wolfsburg,https://cdn.sofifa.org/18/teams/175.png
191210,S. Corchia,S茅bastien Corchia,Sevilla FC,https://cdn.sofifa.org/18/teams/481.png
190875,J. Kucka,Juraj Kucka,Trabzonspor,https://cdn.sofifa.org/18/teams/436.png
190778,J. Zoet,Jeroen Zoet,PSV,https://cdn.sofifa.org/18/teams/247.png
190544,A. Ljaji,Adem Ljaji,Torino,https://cdn.sofifa.org/18/teams/54.png
190286,Canales,Sergio Canales Madrazo,Real Sociedad,https://cdn.sofifa.org/18/teams/457.png
190243,M. Hitz,Marwin Hitz,FC Augsburg,https://cdn.sofifa.org/18/teams/100409.png
190223,Balenziaga,Mikel Balenziaga,Athletic Club de Bilbao,https://cdn.sofifa.org/18/teams/448.png
189963,W. Bony,Wilfried Bony,Swansea City,https://cdn.sofifa.org/18/teams/1960.png
189575,Muniain,Iker Muniain Go帽i,Athletic Club de Bilbao,https://cdn.sofifa.org/18/teams/448.png
189433,B. H眉bner,Benjamin H眉bner,TSG 1899 Hoffenheim,https://cdn.sofifa.org/18/teams/10029.png
189271,F. Coquelin,Francis Coquelin,Arsenal,https://cdn.sofifa.org/18/teams/1.png
189169,Jonathas,Jonathas de Jesus Maur铆cio,Hannover 96,https://cdn.sofifa.org/18/teams/485.png
188955,G. Bou,Gustavo Bou,Club Tijuana,https://cdn.sofifa.org/18/teams/111678.png
188524,V. Babacan,Volkan Babacan,陌stanbul Baakehir FK,https://cdn.sofifa.org/18/teams/101014.png
188428,S. Doumbia,Seydou Doumbia,Sporting CP,https://cdn.sofifa.org/18/teams/237.png
187457,C. Noboa,Christian Noboa,Zenit St. Petersburg,https://cdn.sofifa.org/18/teams/100769.png
187347,I. Smolnikov,Igor Smolnikov,Zenit St. Petersburg,https://cdn.sofifa.org/18/teams/100769.png
187324,Maur铆cio,Maur铆cio Santos Nascimento,Lazio,https://cdn.sofifa.org/18/teams/46.png
186307,M. Fabi谩n,Marco Fabi谩n,Eintracht Frankfurt,https://cdn.sofifa.org/18/teams/1824.png
186148,R. Zieler,Ron-Robert Zieler,VfB Stuttgart,https://cdn.sofifa.org/18/teams/36.png
186132,D. Drinkwater,Danny Drinkwater,Chelsea,https://cdn.sofifa.org/18/teams/5.png
185103,A. Kolarov,Aleksandar Kolarov,Roma,https://cdn.sofifa.org/18/teams/52.png
184949,Mariano,Mariano Ferreira Filho,Galatasaray SK,https://cdn.sofifa.org/18/teams/325.png
184881,S. Feghouli,Sofiane Feghouli,Galatasaray SK,https://cdn.sofifa.org/18/teams/325.png
184477,K. Papadopoulos,Kyriakos Papadopoulos,Hamburger SV,https://cdn.sofifa.org/18/teams/28.png
184069,S. Wagner,Sandro Wagner,TSG 1899 Hoffenheim,https://cdn.sofifa.org/18/teams/10029.png
183899,P. Piatti,Pablo Piatti,RCD Espanyol,https://cdn.sofifa.org/18/teams/452.png
183893,C. Yacob,Claudio Yacob,West Bromwich Albion,https://cdn.sofifa.org/18/teams/109.png
183855,A. Ogbonna,Angelo Ogbonna,West Ham United,https://cdn.sofifa.org/18/teams/19.png
183666,Roberto,Roberto Jim茅nez Gago,M谩laga CF,https://cdn.sofifa.org/18/teams/573.png
183108,N. Amrabat,Nordin Amrabat,CD Legan茅s,https://cdn.sofifa.org/18/teams/100888.png
181402,W. Vainqueur,William Vainqueur,Antalyaspor,https://cdn.sofifa.org/18/teams/741.png
180334,Marcelo,Marcelo Ant么nio Guedes Filho,Olympique Lyonnais,https://cdn.sofifa.org/18/teams/66.png
178424,Antunes,Vitorino Pacheco Antunes,Getafe CF,https://cdn.sofifa.org/18/teams/1860.png
177723,Fabricio,Fabricio Agosto Ram铆rez,Beikta JK,https://cdn.sofifa.org/18/teams/327.png
177578,S. Pr枚dl,Sebastian Pr枚dl,Watford,https://cdn.sofifa.org/18/teams/1795.png
177519,S. Tasci,Serdar Tasci,Spartak Moscow,https://cdn.sofifa.org/18/teams/100767.png
177159,F. Johnson,Fabian Johnson,Borussia M枚nchengladbach,https://cdn.sofifa.org/18/teams/23.png
176993,Bojan,Bojan Krki P茅rez,Deportivo Alav茅s,https://cdn.sofifa.org/18/teams/463.png
176944,M. Fellaini,Marouane Fellaini,Manchester United,https://cdn.sofifa.org/18/teams/11.png
176731,P. Wernbloom,Pontus Wernbloom,CSKA Moscow,https://cdn.sofifa.org/18/teams/315.png
176571,A. Ayew,Andr茅 Ayew,West Ham United,https://cdn.sofifa.org/18/teams/19.png
176550,D. Ospina,David Ospina,Arsenal,https://cdn.sofifa.org/18/teams/1.png
176285,W. Reid,Winston Reid,West Ham United,https://cdn.sofifa.org/18/teams/19.png
176266,Lucas Leiva,Lucas Pezzini Leiva,Lazio,https://cdn.sofifa.org/18/teams/46.png
173474,Z. Junuzovi,Zlatko Junuzovi,SV Werder Bremen,https://cdn.sofifa.org/18/teams/38.png
173306,C. Ansaldi,Cristian Ansaldi,Torino,https://cdn.sofifa.org/18/teams/54.png
172962,V. Moses,Victor Moses,Chelsea,https://cdn.sofifa.org/18/teams/5.png
172316,Coke,Jorge And煤jar Moreno,FC Schalke 04,https://cdn.sofifa.org/18/teams/34.png
172290,D. Zurutuza,David Zurutuza,Real Sociedad,https://cdn.sofifa.org/18/teams/457.png
172114,D. Valeri,Diego Valeri,Portland Timbers,https://cdn.sofifa.org/18/teams/111140.png
171791,Jos茅 Fonte,Jos茅 Miguel da Rocha Fonte,West Ham United,https://cdn.sofifa.org/18/teams/19.png
170797,N. ahin,Nuri ahin,Borussia Dortmund,https://cdn.sofifa.org/18/teams/22.png
170733,Gervinho,Gervais Yao Kouassi,,
169596,R. Shawcross,Ryan Shawcross,Stoke City,https://cdn.sofifa.org/18/teams/1806.png
169588,J. Evans,Jonny Evans,West Bromwich Albion,https://cdn.sofifa.org/18/teams/109.png
168435,S. Sirigu,Salvatore Sirigu,Torino,https://cdn.sofifa.org/18/teams/54.png
168320,A. Gyan,Asamoah Gyan,Kayserispor,https://cdn.sofifa.org/18/teams/101020.png
167943,Y. Cabaye,Yohan Cabaye,Crystal Palace,https://cdn.sofifa.org/18/teams/1799.png
166072,Danilo,Danilo Larangeira,Udinese,https://cdn.sofifa.org/18/teams/55.png
165501,N. Pareja,Nicol谩s Pareja,Sevilla FC,https://cdn.sofifa.org/18/teams/481.png
165109,S. Radu,tefan Radu,Lazio,https://cdn.sofifa.org/18/teams/46.png
160741,D. Abraham,David Abraham,Eintracht Frankfurt,https://cdn.sofifa.org/18/teams/1824.png
159240,M. Krohn-Dehli,Michael Krohn-Dehli,Sevilla FC,https://cdn.sofifa.org/18/teams/481.png
159171,Jurado,Jos茅 Manuel Jurado Mar铆n,RCD Espanyol,https://cdn.sofifa.org/18/teams/452.png
159145,B. Gomis,Baf茅timbi Gomis,Galatasaray SK,https://cdn.sofifa.org/18/teams/325.png
156519,H. Herrera,H茅ctor Herrera,FC Porto,https://cdn.sofifa.org/18/teams/236.png
148711,Luis茫o,Anderson Lu铆s da Silva,SL Benfica,https://cdn.sofifa.org/18/teams/234.png
148122,V. Berezutskiy,Vasiliy Berezutskiy,CSKA Moscow,https://cdn.sofifa.org/18/teams/315.png
148119,I. Akinfeev,Igor Akinfeev,CSKA Moscow,https://cdn.sofifa.org/18/teams/315.png
147782,I. Denisov,Igor Denisov,Lokomotiv Moscow,https://cdn.sofifa.org/18/teams/100765.png
147621,A. Samedov,Alexandr Samedov,Spartak Moscow,https://cdn.sofifa.org/18/teams/100767.png
146482,Xabi Prieto,Xabier Prieto Argarate,Real Sociedad,https://cdn.sofifa.org/18/teams/457.png
146439,Negredo,lvaro Negredo S谩nchez,Beikta JK,https://cdn.sofifa.org/18/teams/327.png
142902,A. Pyatov,Andriy Pyatov,Shakhtar Donetsk,https://cdn.sofifa.org/18/teams/101059.png
142784,P. Zabaleta,Pablo Zabaleta,West Ham United,https://cdn.sofifa.org/18/teams/19.png
140233,G. Ochoa,Guillermo Ochoa,Standard de Li猫ge,https://cdn.sofifa.org/18/teams/232.png
139062,W. Caballero,Willy Caballero,Chelsea,https://cdn.sofifa.org/18/teams/5.png
137809,V谩gner Love,V谩gner Silva de Souza,Alanyaspor,https://cdn.sofifa.org/18/teams/113142.png
137677,M. Vorm,Michel Vorm,Tottenham Hotspur,https://cdn.sofifa.org/18/teams/18.png
137351,D. Baier,Daniel Baier,FC Augsburg,https://cdn.sofifa.org/18/teams/100409.png
135451,Gomes,Heurelho Silva Gomes,Watford,https://cdn.sofifa.org/18/teams/1795.png
121933,R. Adler,Ren茅 Adler,1. FSV Mainz 05,https://cdn.sofifa.org/18/teams/169.png
52091,P. Evra,Patrice Evra,Olympique de Marseille,https://cdn.sofifa.org/18/teams/219.png
49031,S. Sorrentino,Stefano Sorrentino,Chievo Verona,https://cdn.sofifa.org/18/teams/192.png
45186,Joaqu铆n,Joaqu铆n S谩nchez Rodr铆guez,Real Betis Balompi茅,https://cdn.sofifa.org/18/teams/449.png
8473,T. Rosick媒,Tom谩拧 Rosick媒,Sparta Praha,https://cdn.sofifa.org/18/teams/267.png
6826,G. Barry,Gareth Barry,West Bromwich Albion,https://cdn.sofifa.org/18/teams/109.png
80,E. Bel枚zolu,Emre Bel枚zolu,陌stanbul Baakehir FK,https://cdn.sofifa.org/18/teams/101014.png
229909,A. Lunev,Andrey Lunev,Zenit St. Petersburg,https://cdn.sofifa.org/18/teams/100769.png
228941,Andr茅 Silva,Andr茅 Miguel Valente da Silva,Milan,https://cdn.sofifa.org/18/teams/47.png
228687,K. Dolberg,Kasper Dolberg,Ajax,https://cdn.sofifa.org/18/teams/245.png
227950,Yeray,Yeray lvarez L贸pez,Athletic Club de Bilbao,https://cdn.sofifa.org/18/teams/448.png
227796,C. Pulisic,Christian Pulisic,Borussia Dortmund,https://cdn.sofifa.org/18/teams/22.png
227234,L. Tousart,Lucas Tousart,Olympique Lyonnais,https://cdn.sofifa.org/18/teams/66.png
226753,A. Onana,Andr茅 Onana,Ajax,https://cdn.sofifa.org/18/teams/245.png
225199,V. Koziello,Vincent Koziello,OGC Nice,https://cdn.sofifa.org/18/teams/72.png
225028,N. Radoja,Nemanja Radoja,RC Celta de Vigo,https://cdn.sofifa.org/18/teams/450.png
223874,V. Rongier,Valentin Rongier,FC Nantes,https://cdn.sofifa.org/18/teams/71.png
223627,O. Al Soma,Omar Al Soma,Al Ahli,https://cdn.sofifa.org/18/teams/112387.png
223061,F. Cervi,Franco Cervi,SL Benfica,https://cdn.sofifa.org/18/teams/234.png
223033,Jorge Mer茅,Jorge Mer茅 P茅rez,1. FC K枚ln,https://cdn.sofifa.org/18/teams/31.png
222943,Jony,Jonathan Rodr铆guez Men茅ndez,M谩laga CF,https://cdn.sofifa.org/18/teams/573.png
222558,R. Karsdorp,Rick Karsdorp,Roma,https://cdn.sofifa.org/18/teams/52.png
222509,Dani Ceballos,Daniel Ceballos Fern谩ndez,Real Madrid CF,https://cdn.sofifa.org/18/teams/243.png
221992,H. Lozano,Hirving Lozano,PSV,https://cdn.sofifa.org/18/teams/247.png
221540,Ra煤l,Ra煤l Michel Melo da Silva,SC Braga,https://cdn.sofifa.org/18/teams/1896.png
221087,Pau L贸pez,Pau L贸pez Sabata,RCD Espanyol,https://cdn.sofifa.org/18/teams/452.png
219985,M. Vecino,Matias Vecino,Inter,https://cdn.sofifa.org/18/teams/44.png
219932,A. Sanabria,Antonio Sanabria,Real Betis Balompi茅,https://cdn.sofifa.org/18/teams/449.png
219576,R. Battaglia,Rodrigo Battaglia,Sporting CP,https://cdn.sofifa.org/18/teams/237.png
219411,J. Izquierdo,Jos茅 Izquierdo,Brighton & Hove Albion,https://cdn.sofifa.org/18/teams/1808.png
217877,T. Bongonda,Theo Bongonda,Trabzonspor,https://cdn.sofifa.org/18/teams/436.png
216778,R煤ben Semedo,R煤ben Afonso Borges Semedo,Villarreal CF,https://cdn.sofifa.org/18/teams/483.png
216547,Rafa,Rafael A. Ferreira Silva,SL Benfica,https://cdn.sofifa.org/18/teams/234.png
216497,M. Philipp,Maximilian Philipp,Borussia Dortmund,https://cdn.sofifa.org/18/teams/22.png
216475,Morales,Jos茅 Luis Morales Nogales,Levante UD,https://cdn.sofifa.org/18/teams/1853.png
216189,Capa,Ander Capa Rodr铆guez,SD Eibar,https://cdn.sofifa.org/18/teams/467.png
216065,M. Sportiello,Marco Sportiello,Fiorentina,https://cdn.sofifa.org/18/teams/110374.png
215353,L. Alario,Lucas Alario,Bayer 04 Leverkusen,https://cdn.sofifa.org/18/teams/32.png
215333,D. Zapata,Duv谩n Zapata,Sampdoria,https://cdn.sofifa.org/18/teams/1837.png
215061,D. Benedetto,Dar铆o Benedetto,Boca Juniors,https://cdn.sofifa.org/18/teams/1877.png
215051,L. L贸pez,Lisandro L贸pez,SL Benfica,https://cdn.sofifa.org/18/teams/234.png
214977,M. Kranevitter,Mat铆as Kranevitter,Zenit St. Petersburg,https://cdn.sofifa.org/18/teams/100769.png
213582,A. Ruiz,Alan Ruiz,Sporting CP,https://cdn.sofifa.org/18/teams/237.png
213400,D. Laxalt,Diego Laxalt,Genoa,https://cdn.sofifa.org/18/teams/110556.png
213135,D. Origi,Divock Origi,VfL Wolfsburg,https://cdn.sofifa.org/18/teams/175.png
212977,N. Stark,Niklas Stark,Hertha BSC Berlin,https://cdn.sofifa.org/18/teams/166.png
212911,Hern芒ni,Hern芒ni Jorge Santos Fortes,FC Porto,https://cdn.sofifa.org/18/teams/236.png
212230,Iuri Medeiros,Iuri Jos茅 Pican莽o Medeiros,Sporting CP,https://cdn.sofifa.org/18/teams/237.png
212198,Bruno Fernandes,Bruno Miguel Borges Fernandes,Sporting CP,https://cdn.sofifa.org/18/teams/237.png
212153,R. Gagliardini,Roberto Gagliardini,Inter,https://cdn.sofifa.org/18/teams/44.png
211119,Pedro Santos,Pedro Miguel Martins Santos,Columbus Crew SC,https://cdn.sofifa.org/18/teams/687.png
210930,Carles Gil,Carles Gil Pareja,RC Deportivo de La Coru帽a,https://cdn.sofifa.org/18/teams/242.png
210679,Paulo Oliveira,Paulo Andr茅 Rodrigues Oliveira,SD Eibar,https://cdn.sofifa.org/18/teams/467.png
210333,A. Szymanowski,Alexander Szymanowski,CD Legan茅s,https://cdn.sofifa.org/18/teams/100888.png
210282,Bruno Peres,Bruno da Silva Peres,Roma,https://cdn.sofifa.org/18/teams/52.png
209997,K. Wimmer,Kevin Wimmer,Stoke City,https://cdn.sofifa.org/18/teams/1806.png
209989,T. Partey,Thomas Partey,Atl茅tico Madrid,https://cdn.sofifa.org/18/teams/240.png
209307,Tiago Volpi,Tiago Luis Volpi,Quer茅taro,https://cdn.sofifa.org/18/teams/110150.png
208574,F. Kosti,Filip Kosti,Hamburger SV,https://cdn.sofifa.org/18/teams/28.png
208450,Andreas Pereira,Andreas Hugo Hoelgebaum Pereira,Valencia CF,https://cdn.sofifa.org/18/teams/461.png
208230,A. Samaris,Andreas Samaris,SL Benfica,https://cdn.sofifa.org/18/teams/234.png
208135,A. Doucour茅,Abdoulaye Doucour茅,Watford,https://cdn.sofifa.org/18/teams/1795.png
207939,G. Pizarro,Guido Pizarro,Sevilla FC,https://cdn.sofifa.org/18/teams/481.png
207877,J. Mart铆nez,Josef Mart铆nez,Atlanta United FC,https://cdn.sofifa.org/18/teams/112885.png
207862,M. Ginter,Matthias Ginter,Borussia M枚nchengladbach,https://cdn.sofifa.org/18/teams/23.png
207494,J. Lingard,Jesse Lingard,Manchester United,https://cdn.sofifa.org/18/teams/11.png
206591,M. Weiser,Mitchell Weiser,Hertha BSC Berlin,https://cdn.sofifa.org/18/teams/166.png
206225,D. Cheryshev,Denis Cheryshev,Villarreal CF,https://cdn.sofifa.org/18/teams/483.png
206222,Bigas,Pedro Bigas Rigo,UD Las Palmas,https://cdn.sofifa.org/18/teams/472.png
206198,D. Heintz,Dominique Heintz,1. FC K枚ln,https://cdn.sofifa.org/18/teams/31.png
205633,L. Castro,Lucas Castro,Chievo Verona,https://cdn.sofifa.org/18/teams/192.png
205569,J. Ward-Prowse,James Ward-Prowse,Southampton,https://cdn.sofifa.org/18/teams/17.png
205114,T. Inui,Takashi Inui,SD Eibar,https://cdn.sofifa.org/18/teams/467.png
204923,M. Sabitzer,Marcel Sabitzer,RB Leipzig,https://cdn.sofifa.org/18/teams/112172.png
204884,B. Mendy,Benjamin Mendy,Manchester City,https://cdn.sofifa.org/18/teams/10.png
204838,R. Jim茅nez,Ra煤l Jim茅nez,SL Benfica,https://cdn.sofifa.org/18/teams/234.png
204819,E. Sala,Emiliano Sala,FC Nantes,https://cdn.sofifa.org/18/teams/71.png
204240,B. Reynet,Baptiste Reynet,Dijon FCO,https://cdn.sofifa.org/18/teams/110569.png
204077,M. Niang,M'Baye Niang,Torino,https://cdn.sofifa.org/18/teams/54.png
203980,K. Fortounis,Konstantinos Fortounis,Olympiakos CFP,https://cdn.sofifa.org/18/teams/280.png
203895,Pozuelo,Alejandro Pozuelo Melero,KRC Genk,https://cdn.sofifa.org/18/teams/673.png
203627,Jo茫ozinho,Jo茫o Natailton Ramos dos Santos,FC Krasnodar,https://cdn.sofifa.org/18/teams/112218.png
203605,P. Kade谩bek,Pavel Kade谩bek,TSG 1899 Hoffenheim,https://cdn.sofifa.org/18/teams/10029.png
203535,T. Vilhena,Tonny Vilhena,Feyenoord,https://cdn.sofifa.org/18/teams/246.png
203362,M. Elyounoussi,Mohamed Elyounoussi,FC Basel,https://cdn.sofifa.org/18/teams/896.png
203106,L. Bittencourt,Leonardo Bittencourt,1. FC K枚ln,https://cdn.sofifa.org/18/teams/31.png
202849,J. Vestergaard,Jannik Vestergaard,Borussia M枚nchengladbach,https://cdn.sofifa.org/18/teams/23.png
202648,Sergi Darder,Sergi Darder Moll,RCD Espanyol,https://cdn.sofifa.org/18/teams/452.png
202325,D. Demme,Diego Demme,RB Leipzig,https://cdn.sofifa.org/18/teams/112172.png
201878,V. Eysseric,Valentin Eysseric,Fiorentina,https://cdn.sofifa.org/18/teams/110374.png
201508,G. Ram铆rez,Gast贸n Ram铆rez,Sampdoria,https://cdn.sofifa.org/18/teams/1837.png
201505,David L贸pez,David L贸pez Silva,RCD Espanyol,https://cdn.sofifa.org/18/teams/452.png
201455,G. Kondogbia,Geoffrey Kondogbia,Valencia CF,https://cdn.sofifa.org/18/teams/461.png
201325,C. Ttruanu,Ciprian Ttruanu,FC Nantes,https://cdn.sofifa.org/18/teams/71.png
201144,M. Badelj,Milan Badelj,Fiorentina,https://cdn.sofifa.org/18/teams/110374.png
201143,A. Mandi,A茂ssa Mandi,Real Betis Balompi茅,https://cdn.sofifa.org/18/teams/449.png
201119,Ismaily,Ismaily Gon莽alves dos S.,Shakhtar Donetsk,https://cdn.sofifa.org/18/teams/101059.png
201095,A. Marches铆n,Agust铆n Marches铆n,Club Am茅rica,https://cdn.sofifa.org/18/teams/1879.png
201013,L. Teodorczyk,ukasz Teodorczyk,RSC Anderlecht,https://cdn.sofifa.org/18/teams/229.png
200798,Marafona,Jos茅 Carlos Coentr茫o Marafona,SC Braga,https://cdn.sofifa.org/18/teams/1896.png
200726,B. Lecomte,Benjamin Lecomte,Montpellier H茅rault SC,https://cdn.sofifa.org/18/teams/70.png
200529,N. Chadli,Nacer Chadli,West Bromwich Albion,https://cdn.sofifa.org/18/teams/109.png
200318,M. Uth,Mark Uth,TSG 1899 Hoffenheim,https://cdn.sofifa.org/18/teams/10029.png
200215,S. Rode,Sebastian Rode,Borussia Dortmund,https://cdn.sofifa.org/18/teams/22.png
199767,M. van Ginkel,Marco van Ginkel,PSV,https://cdn.sofifa.org/18/teams/247.png
199626,Andr茅 Andr茅,Andr茅 Filipe Br谩s Andr茅,FC Porto,https://cdn.sofifa.org/18/teams/236.png
199304,Danilo,Danilo Luiz da Silva,Manchester City,https://cdn.sofifa.org/18/teams/10.png
199069,V. Aboubakar,Vincent Aboubakar,FC Porto,https://cdn.sofifa.org/18/teams/236.png
199042,C. Ar谩nguiz,Charles Ar谩nguiz,Bayer 04 Leverkusen,https://cdn.sofifa.org/18/teams/32.png
198706,Luis Alberto,Luis Alberto Romero Alconchel,Lazio,https://cdn.sofifa.org/18/teams/46.png
198614,Ra煤l Navas,Ra煤l Rodr铆guez Navas,Real Sociedad,https://cdn.sofifa.org/18/teams/457.png
198584,K. Mbodj,Kara Mbodj,RSC Anderlecht,https://cdn.sofifa.org/18/teams/229.png
198329,Rodrigo,Rodrigo Moreno Machado,Valencia CF,https://cdn.sofifa.org/18/teams/461.png
198140,R. Funes Mori,Rogelio Funes Mori,Monterrey,https://cdn.sofifa.org/18/teams/1032.png
197225,N. Lodeiro,Nicol谩s Lodeiro,Seattle Sounders FC,https://cdn.sofifa.org/18/teams/111144.png
197083,D. Caligiuri,Daniel Caligiuri,FC Schalke 04,https://cdn.sofifa.org/18/teams/34.png
196889,S. Verdi,Simone Verdi,Bologna,https://cdn.sofifa.org/18/teams/189.png
196432,E. P茅rez,Enzo P茅rez,River Plate,https://cdn.sofifa.org/18/teams/1876.png
196150,T. Guti茅rrez,Te贸filo Guti茅rrez,CPD Junior Barranquilla,https://cdn.sofifa.org/18/teams/101101.png
195671,C. Austin,Charlie Austin,Southampton,https://cdn.sofifa.org/18/teams/17.png
194996,Borja Bast贸n,Borja Gonz谩lez Tom谩s,M谩laga CF,https://cdn.sofifa.org/18/teams/573.png
194932,A. Townsend,Andros Townsend,Crystal Palace,https://cdn.sofifa.org/18/teams/1799.png
194845,W. Khazri,Wahbi Khazri,Stade Rennais FC,https://cdn.sofifa.org/18/teams/74.png
193601,G. Pezzella,Germ谩n Pezzella,Fiorentina,https://cdn.sofifa.org/18/teams/110374.png
193584,G. Burgstaller,Guido Burgstaller,FC Schalke 04,https://cdn.sofifa.org/18/teams/34.png
193283,T. Delaney,Thomas Delaney,SV Werder Bremen,https://cdn.sofifa.org/18/teams/38.png
192991,C. Tosun,Cenk Tosun,Beikta JK,https://cdn.sofifa.org/18/teams/327.png
192984,K. Casteels,Koen Casteels,VfL Wolfsburg,https://cdn.sofifa.org/18/teams/175.png
192841,E. Giaccherini,Emanuele Giaccherini,Napoli,https://cdn.sofifa.org/18/teams/48.png
192722,R. Hamouma,Romain Hamouma,AS Saint-tienne,https://cdn.sofifa.org/18/teams/1819.png
192620,H. Badstuber,Holger Badstuber,VfB Stuttgart,https://cdn.sofifa.org/18/teams/36.png
192557,M. Plattenhardt,Marvin Plattenhardt,Hertha BSC Berlin,https://cdn.sofifa.org/18/teams/166.png
192476,Font s,Andreu Font s Prat,RC Celta de Vigo,https://cdn.sofifa.org/18/teams/450.png
191032,G. T枚re,G枚khan T枚re,Beikta JK,https://cdn.sofifa.org/18/teams/327.png
190799,C. Borges,Celso Borges,RC Deportivo de La Coru帽a,https://cdn.sofifa.org/18/teams/242.png
190531,E. Mangala,Eliaquim Mangala,Manchester City,https://cdn.sofifa.org/18/teams/10.png
190507,Etxeita,Xabier Etxeita Gorritxat.,Athletic Club de Bilbao,https://cdn.sofifa.org/18/teams/448.png
189682,B. Mee,Ben Mee,Burnley,https://cdn.sofifa.org/18/teams/1796.png
189681,Rafael,Rafael Pereira da Silva,Olympique Lyonnais,https://cdn.sofifa.org/18/teams/66.png
189606,J. Baumgartlinger,Julian Baumgartlinger,Bayer 04 Leverkusen,https://cdn.sofifa.org/18/teams/32.png
189506,Victor S谩nchez,Victor S谩nchez Mata,RCD Espanyol,https://cdn.sofifa.org/18/teams/452.png
189423,Souza,Josef de Souza Dias,Fenerbah莽e SK,https://cdn.sofifa.org/18/teams/326.png
189354,Susaeta,Markel Susaeta Laskurain,Athletic Club de Bilbao,https://cdn.sofifa.org/18/teams/448.png
189296,E. Berisha,Etrit Berisha,Atalanta,https://cdn.sofifa.org/18/teams/39.png
189157,Y. Bolasie,Yannick Bolasie,Everton,https://cdn.sofifa.org/18/teams/7.png
188879,A. N'Diaye,Alfred N'Diaye,Wolverhampton Wanderers,https://cdn.sofifa.org/18/teams/110.png
188840,Miguel Lopes,Hugo Miguel Almeida Costa Lopes,Akhisar Belediyespor,https://cdn.sofifa.org/18/teams/111340.png
188829,N. Nkoulou,Nicolas Nkoulou,Torino,https://cdn.sofifa.org/18/teams/54.png
188427,S. Luli,Senad Luli,Lazio,https://cdn.sofifa.org/18/teams/46.png
188268,L. Acosta,Lautaro Acosta,Club Atl茅tico Lan煤s,https://cdn.sofifa.org/18/teams/110395.png
188135,Juanfran,Juan Francisco Moreno Fuertes,RC Deportivo de La Coru帽a,https://cdn.sofifa.org/18/teams/242.png
188103,Rochina,Rub茅n Rochina Naixes,Rubin Kazan,https://cdn.sofifa.org/18/teams/110227.png
187736,P. Mamaev,Pavel Mamaev,FC Krasnodar,https://cdn.sofifa.org/18/teams/112218.png
187702,O. El Kaddouri,Omar El Kaddouri,PAOK Thessaloniki,https://cdn.sofifa.org/18/teams/393.png
187607,A. Dzyuba,Artem Dzyuba,Zenit St. Petersburg,https://cdn.sofifa.org/18/teams/100769.png
187366,D. Glushakov,Denis Glushakov,Spartak Moscow,https://cdn.sofifa.org/18/teams/100767.png
187052,Y. M'Vila,Yann M'Vila,Rubin Kazan,https://cdn.sofifa.org/18/teams/110227.png
186832,K. Asamoah,Kwadwo Asamoah,Juventus,https://cdn.sofifa.org/18/teams/45.png
186805,J. Montero,Jefferson Montero,Getafe CF,https://cdn.sofifa.org/18/teams/1860.png
186581,K. Honda,Keisuke Honda,Pachuca,https://cdn.sofifa.org/18/teams/110147.png
186345,K. Trippier,Kieran Trippier,Tottenham Hotspur,https://cdn.sofifa.org/18/teams/18.png
186302,E. Hern谩ndez,El铆as Hern谩ndez,Club Le贸n,https://cdn.sofifa.org/18/teams/110781.png
186115,K. Gibbs,Kieran Gibbs,West Bromwich Albion,https://cdn.sofifa.org/18/teams/109.png
184134,Fernando,Fernando Reges,Galatasaray SK,https://cdn.sofifa.org/18/teams/325.png
183871,N. M眉ller,Nicolai M眉ller,Hamburger SV,https://cdn.sofifa.org/18/teams/28.png
183568,S. Langkamp,Sebastian Langkamp,Hertha BSC Berlin,https://cdn.sofifa.org/18/teams/166.png
183394,M. Sissoko,Moussa Sissoko,Tottenham Hotspur,https://cdn.sofifa.org/18/teams/18.png
183332,F. Bartels,Fin Bartels,SV Werder Bremen,https://cdn.sofifa.org/18/teams/38.png
183249,R. Bobadilla,Ra煤l Bobadilla,Borussia M枚nchengladbach,https://cdn.sofifa.org/18/teams/23.png
183125,T. Deeney,Troy Deeney,Watford,https://cdn.sofifa.org/18/teams/1795.png
182879,B. Dzsudzs谩k,Bal谩zs Dzsudzs谩k,,
182862,M. Pereira,Maximiliano Pereira,FC Porto,https://cdn.sofifa.org/18/teams/236.png
