Book_id,Title,Author,Author_id
1425,The Valkyries,Paulo Coelho,566
1426,Warrior of the Light,Paulo Coelho,566
1427,The Zahir,Paulo Coelho,566
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho,566
1429,The Fifth Mountain,Paulo Coelho,566
1430,Eleven Minutes,Paulo Coelho,566
1431,Veronika Decides to Die,Paulo Coelho,566
1432,Hamlet,William Shakespeare,947
1433,Hamlet,William Shakespeare,947
1434,Hamlet,William Shakespeare,947
1436,"Hamlet: An Authoritative Text, Intellectual Backgrounds, Extracts from the Sources, Essays in Criticism (Norton Critical Edition)",William Shakespeare,947
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,954
1438,Shakespeare's Hamlet,William Shakespeare,947
1439,Hamlet's Mill: An Essay Investigating  the Origins of Human Knowledge & Its Transmission Through Myth,Giorgio De Santillana,956
1440,History of the Peloponnesian War: Bk. 1-2,Thucydides,957
1441,"On Justice, Power and Human Nature: Selections from The History of the Peloponnesian War",Thucydides,957
1442,"The Peloponnesian War, Bk. 2",Thucydides,957
1443,Thucydides Reader: Annotated Passages from Books I-VIII of the Histories,Thucydides,957
1444,History of the Peloponnesian War: Bk. 5-6,Thucydides,957
1445,The Peloponnesian War,Thucydides,957
1446,"Historiae, Vol. 2",Thucydides,957
1447,Thucydides: An Introduction for the Common Reader,Pérez Zagorin,958
1448,A Historical Commentary on Thucydides: A Companion to Rex Warner's Penguin Translation,David E. Cartwright,194712
1449,"The Peloponnesian War: A New Translation, Backgrounds, Interpretations",Thucydides,957
1450,Thucydides,Simon Hornblower,52265
1451,Thucydides: Book I,E.C. Marchant,1503709
1452,"Thucydides, Hobbes, and the Interpretation of Realism",Laurie M. Johnson,963
1453,Once Again for Thucydides,Peter Handke,965
1454,Thucydides Book I: A Students' Grammatical Commentary,Howard Don Cameron,966
1455,Thucydides: Man's Place in History,H. P. Stahl,967
1456,Apologies to Thucydides: Understanding History as Culture and Vice Versa,Marshall Sahlins,968
1457,Thucydides,W. Robert Connor,326484
1458,"The Intellectual Revolution: Selections from Euripides, Thucydides and Plato",Joint Association of Classical Teachers,970
1459,"History of the Peloponnesian War, Bk. 7-8",Thucydides,957
1460,A Historical Commentary on Thucydides: Volume 1: Introduction and Commentary on Book I,A.W. Gomme,971
1461,"Thucydides, Book 6 Commentary",Cynthia W. Shelmerdine,972
1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides,973
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides,973
1464,Euripides: Ten Plays,Euripides,973
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides,973
1466,Grief Lessons: Four Plays by Euripides,Euripides,973
1467,Ten Plays,Euripides,973
1468,"Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies, #7)",Euripides,973
1469,Bacchae,Euripides,973
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides,973
1471,"Three Plays of Euripides: Alcestis, Medea, the Bacchae",Euripides,973
1472,Electra and Other Plays,Euripides,973
1473,Medea and Other Plays,Euripides,973
1474,Cyclops. Alcestis. Medea,Euripides,973
1475,Medea,Euripides,973
1476,The Bacchae and Other Plays,Euripides,973
1477,Four Plays: Medea / Hippolytus / Heracles / Bacchae,Euripides,973
1478,The Bacchae of Euripides,Euripides,973
1479,Bakkhai,Euripides,973
1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides,973
1481,Elektra,Euripides,973
1482,Medea - Literary Touchstone Classic,Euripides,973
1483,The Trojan Women and Other Plays,Euripides,973
1484,"Euripides' Bacchae, Focus Classical Library (Focus Classical Library)",Steven Esposito,975
1485,Hippolytus,Euripides,973
1486,The Trojan Women and Hippolytus,Euripides,973
1487,Euripides' Bacchae,Beth Causey,3850256
1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,978
1489,Orestes and Other Plays,Euripides,973
1490,Cyclops,Euripides,973
1491,Children of Heracles. Hippolytus. Andromache. Hecuba,Euripides,973
1492,The Trojan Women: A Play by Euripides Translated from the Greek Into English and Adapted in Response to Aristophanes' and Aristotle's Cr,Howard Rubenstein,981
1493,Bacchae (Plays of Euripides),Euripides,973
1494,Alcestis,Euripides,973
1495,"Suppliant Women, Electra, Heracles",Euripides,973
1496,Iphigenia in Aulis,Euripides,973
1497,Three Great Plays: Medea / Hippolytus / Helen,Euripides,973
1498,Helen,Euripides,973
1499,Medea,Euripides,973
