Book_id,Title,Author,Rating,Publish_time,Rating_count
1050,Riches in Real Estate: A Beginner's Guide to Group Investing,Robert  Irwin,0.00,,0
1051,Investing Without Losing: The Beginner's Guide to Real Estate Tax Lien and Tax Deed Auctions,Don Sausa,5.00,2006,1
1052,The Richest Man in Babylon,George S. Clason,4.24,2008,56446
1053,The Richest Man in Babylon,George S. Clason,4.24,2005,72
1054,Richest Man In Babylon For Today,Fred Siegel,3.82,2004,50
1055,The Richest Man in Babylon: 2the Success Secrets of the Ancients,George S. Clason,4.24,1989,1
1056,The Richest Man in Babylon: The Success Secrets of the Ancients,George S. Clason,4.24,1955,1
1057,The Richest Man in Babylon,Robert B. Goodman,4.16,,44
1058,The Richest Man In Babylon,George S. Clason,4.24,,3
1059,Shibumi,Trevanian,4.22,2005,8261
1060,Shibumi and the Kitemaker,Mercer Mayer,4.00,2003,7
1061,Trevanian: Four Complete Novels: The Eiger Sanction / The Loo Sanction / The Main / Shibumi,Trevanian,4.34,1984,100
1062,Shibumi,Trevanian,4.22,2005,9
1063,Shibumi,Trevanian,4.22,,17
1064,Shibumi,Trevanian,4.22,2005,18
1065,Shibumi,Trevanian,4.22,2005,1
1066,Shibumi,Trevanian,4.22,,6
1067,1776,David McCullough,4.06,2006,143533
1068,1776,Peter  Stone,4.20,1976,1192
1069,"The Fate of Empire, 1776-2000 (A History of Britain, #3)",Simon Schama,4.07,2003,6
1070,"The Highland Scots of North Carolina, 1732-1776",Duane Meyer,3.86,1987,25
1071,"The 1776 Quilt: Heartache, Heritage, and Happiness",Pam Holland,4.67,2007,6
1072,Voices from Colonial America: Delaware 1638-1776,National Geographic Kids,0.00,2006,0
1073,"The Crescent Obscured: The United States and the Muslim World, 1776-1815",Robert J. Allison,3.66,2000,29
1074,If You Were There in 1776,Barbara Brenner,3.81,1994,21
1075,Gap Creek,Robert Morgan,3.72,2001,128
1077,Gap Creek,Robert Morgan,3.72,,277
1078,"The Good Earth (House of Earth, #1)",Pearl S. Buck,3.97,2009,187426
1079,For the Good of the Earth and Sun: Teaching Poetry,Georgia Heard,4.22,1989,67
1080,The Good Earth (Cliffs Notes),Stephen Veo Huntley,4.00,1974,8
1081,The Eco-Foods Guide: What's Good for the Earth is Good for You!,Cynthia Barstow,2.78,2002,9
1083,The Good Earth,Pearl S. Buck,3.97,,46
1084,From the Good Earth: A Celebration of Growing Food Around the World,Michael Ableman,4.18,1993,5
1085,Good Earth,Pearl S. Buck,3.97,,123
1086,Walk Gently This Good Earth,Margaret Craven,3.50,,0
1088,The Purpose-Driven Life,Rick Warren,3.91,,170
1089,Daily Inspiration for the Purpose Driven Life: Scriptures and Reflections from the 40 Days of Purpose,Rick Warren,4.39,2004,12
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.91,2005,25
1091,Purpose Driven Life Journal: What on Earth Am I Here For?,Rick Warren,4.22,2002,708
1093,Purpose Driven Life,Rick Warren,3.91,2002,17
1095,A Catholic Perspective on the Purpose Driven Life,Joseph M. Champlin,3.64,2006,14
1096,Daily Inspiration for the Purpose Driven Life,Rick Warren,4.39,2004,12
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.73,2005,183301
1098,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.73,,36
1099,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.73,2002,759
1100,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.73,2006,105
1101,Fast Food/ Fast Food Nation (Actualidad),Eric Schlosser,3.73,,2
1102,Fast Food Nation: What the All-American Meal Is Doing to the World,Eric Schlosser,3.73,,14
1103,Snow Flower and the Secret Fan,Lisa See,4.06,2006,291235
1104,Do You Want to Know a Secret? the Story of the Official George Harrison Fan Club,Pat Kinzer Mancuso,5.00,2005,4
1106,Secrets of the Super [Football] Athletes: Tips for Fans and Players,Abbot Solomon,0.00,1982,0
1107,Grandma's Little Secrets,Fan B. Smith,0.00,,0
1108,All Men Have Secrets,Tom Gallagher,3.80,1995,30
1109,Kakyō Shōhō No Hiden: Chūgoku Koten No Chie,Kazuo Matsumoto,0.00,,0
1110,The Broker,John Grisham,3.77,2006,67448
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.49,1975,8424
1112,The Complete Idiot's Guide to Success as a Mortgage Broker,Daniel S. Kahn,2.50,,3
1113,21 Things I Wish My Broker Had Told Me: Practical Advice for New Real Estate Professionals,Frank Cook,3.54,,60
1114,So You Want to Be a Mortgage Broker,Ameen Kamadia,1.00,,1
1115,Body Brokers: Inside America's Underground Trade in Human Remains,Annie Cheney,3.77,2006,199
1116,"The Devil's Broker: Seeking Gold, God, and Glory in Fourteenth- Century Italy",Frances Stonor Saunders,3.94,2006,145
1117,"The Power Broker: A Novel (Christian Gillette, #3)",Stephen W. Frey,3.72,2006,27
1118,Broker to Broker: Management Lessons from America's Most Successful Real Estate Companies,Robert Freedman,3.62,2005,5
1119,The Rational Guide to SQL Server 2005 Service Broker (Rational Guides),Roger Wolter,3.50,,6
1120,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips,3.72,1999,3687
1121,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke,3.59,,380
1122,Body for Life Success Journal,Bill Phillips,4.04,2002,145
1123,"Eating for Life: Your Guide to Great Health, Fat Loss and Increased Energy!",Bill Phillips,3.94,2003,752
1124,"Body for Life for Women: 12 Weeks to a Firm, Fit, Fabulous Body at Any Age",Pamela Peeke,3.59,,55
1125,Body Life: The Book That Inspired a Return to the Church's Real Meaning and Mission,Ray C. Stedman,4.08,1995,34
1126,"One Body, One Life: Six Weeks to the New You",Gregory Joujon-Roche,3.60,2006,10
1127,Body Piercing Saved My Life: Inside the Phenomenon of Christian Rock,Andrew Beaujon,3.63,2006,263
1128,Life in His Body,David Finnell,3.50,,8
1129,"Bill Phillips Body For Life Two-Book Set (Body For Life, Body for Life Success Journal)",Bill Phillips,4.33,,12
1130,The Warren Buffett Way,Robert G. Hagstrom,4.10,2005,195
1131,The Warren Buffett Portfolio: Mastering the Power of the Focus Investment Strategy,Robert G. Hagstrom,4.09,2000,33
1132,Buffettology: The Previously Unexplained Techniques That Have Made Warren Buffett the World's Most Famous Investor,Mary Buffett,3.90,1999,1667
1133,Trade Like Warren Buffett,James Altucher,3.59,2005,64
1134,Warren Buffett Speaks: Wit and Wisdom from the World's Greatest Investor,Janet Lowe,3.87,1997,32
1135,How to Think Like Benjamin Graham and Invest Like Warren Buffett,Lawrence A. Cunningham,3.61,2002,152
1136,J. K. Lasser's Pick Stocks Like Warren Buffett,Warren Boroson,3.22,2001,6
1137,Warren Buffett Wealth: Principles and Practical Methods Used by the World's Greatest Investor,Robert P. Miles,4.02,2004,39
1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles,3.97,2003,34
1139,"The Real Warren Buffett: Managing Capital, Leading People",James O'Loughlin,3.92,2004,77
1140,Of Permanent Value: The Story of Warren Buffett,Andrew Kilpatrick,3.93,,8
1141,Warren Buffett:: Master of the Market,Jay Steele,3.56,1999,8
1142,The Winning Investment Habits of Warren Buffett & George Soros,Mark Tier,3.94,2006,219
1143,Warren Buffett: The Good Guy of Wall Street,Andrew Kilpatrick,3.88,1995,8
1144,Warren Buffett: An Illustrated Biography of the World's Most Successful Investor,Ayano Morio,3.67,2004,66
1145,A Weekend with Warren Buffett: And Other Shareholder Meeting Adventures,Randy Cepuch,3.71,2007,44
1146,Warren Buffett Speaks: Wit and Wisdom of the World's Greatest Investor,Janet Lowe,3.87,1997,8
1147,"Of Permanent Value: The Story of Warren Buffett, 1998 Edition",Andrew Kilpatrick,3.93,,5
1148,Los Ensayos De Warren Buffett,Warren Buffett,4.38,,1
1149,Die Essays Von Warren Buffett,Warren Buffett,4.38,,1
1150,The Buffettology Workbook: Value Investing The Warren Buffett Way,Mary Buffett,3.90,2001,25
1151,Warren Buffett (Business Masterminds),Robert Heller,3.56,,37
1152,Warren Buffett,Robert G. Hagstrom,4.03,2003,31
1153,The Midas Touch: The Strategies That Have Made Warren Buffett America's Pre-Eminent Investor,John Train,3.64,1987,3
1154,101 Reasons to Own the World's Greatest Investment: Warren Buffett's Berkshire Hathaway,Robert P. Miles,3.50,2003,16
1155,Buffett: The Making of an American Capitalist,Roger Lowenstein,4.25,1996,7388
1156,Of Permanent Value: The Story of Warren Buffet,Andrew Kilpatrick,3.93,,3
1157,"Of Permanent Value: The Story of Warren Buffett, Updated and Expanded Edition",Andrew Kilpatrick,3.93,,99
1158,Investimentos: Os Segredos De George Soros E Warren Buffett,Mark Tier,3.94,,6
1159,"Of Permanent Value: The Story of Warren Buffett/More in '04, California Edition",Andrew Kilpatrick,3.93,,2
1160,Damn Right!: Behind the Scenes with Berkshire Hathaway Billionaire Charlie Munger,Janet Lowe,4.10,2003,853
1161,Of Permanent Value : The Story of Warren Buffett/Monster Millennium Edition,Andrew Kilpatrick,3.93,,3
1162,Monkey Business: Swinging Through the Wall Street Jungle,John Rolfe,3.90,2001,3483
1163,Monkey Business,Wallace Edwards,4.20,2004,115
1164,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky,3.17,2005,23
1165,"Mice, Morals, & Monkey Business",Christopher Wormell,3.43,2005,9
1166,"Hank the Cowdog and Monkey Business (Hank the Cowdog, #14)",John R. Erickson,4.09,1998,486
1167,"Junie B. Jones and a Little Monkey Business (Junie B. Jones, #2)",Barbara Park,3.97,1993,9980
1168,Monkey Business: Are Yor Controlling Events or Are Events Controlling You?,William Oncken III,4.17,,12
1169,Monkey Business,Sarah Mlynowski,3.65,2004,3087
1170,Monkey Business,J. Otto Seibold,3.79,1995,39
1171,Liar's Poker,Michael   Lewis,4.16,1990,22525
1172,Liar's Poker,Michael   Lewis,4.16,,505
1173,Liar's Poker,Michael   Lewis,4.16,1989,105
1174,Liars Poker: A Winning Strategy,John Archer,3.86,,29
1175,"Liar's Poker: The Great Powers, Yugoslavia and the Wars of the Future",Michel Collon,4.57,,7
1176,Liars Poker Rising Through The Wreckage/International Edition,Michael   Lewis,4.16,,70
1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,1993,13
1178,Weight Watchers Simply the Best Italian: More than 250 Classic Recipes from the Kitchens of Italy,Weight Watchers,3.68,,18
1179,"Simply Italian: 100 Easy-To-Make, Zesty, Satisfying Favorites",Ruth Glick,5.00,1999,1
1180,Simply Bruschetta: Garlic Toast the Italian Way,Vittorio Pellegrino,4.00,2001,3
1181,"Simply Italian: Easy Recipes That Are Quick to Prepare, Low in Calories, and Kind to Your Budget",Valentina Harris,4.00,1997,1
1182,Simply Italian More Than Quick and Easy,Gina Puliciano,0.00,,0
1183,"Simply Italian: Easy Recipes That Are Quick to Prepare, Low in Calories, and Kind to Your Budget",Valentina Harris,4.00,,0
1184,Simply Italian,Sophie Braimbridge,3.89,2002,0
1185,"Cucina Fresca: Italian Food, Simply Prepared",Laplace Viana,4.19,2001,25
1186,Simply Pasta & Italian,Helen Walters,5.00,,1
1187,"Simply Sauté: Fast, Easy, and Healthy Italian Cooking -- All in One Pan",Silvia Bianco,4.33,2003,3
1188,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno,4.08,2001,8
1189,Simply Tuscan: Recipes for a Well-Lived Life,Pino Luongo,3.56,2000,16
1190,Simply Sicilian: Family Recipes,Carol Cappelline Schulte,0.00,2005,0
1191,Giada's Family Dinners,Giada De Laurentiis,3.96,2006,13178
1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.96,2005,34982
1193,Everyday Pasta,Giada De Laurentiis,4.08,2007,8416
1194,Alex & Penny in Egypt,Giada Francia,0.00,2007,0
1195,Alex & Penny Ballooning over Italy,Giada Francia,3.00,2007,1
1196,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence,4.12,2006,3330
1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence,4.05,2003,1236
1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence,3.92,2004,239
1199,Semi-Homemade: Cooking 2,Sandra Lee,3.59,,115
1200,Developmental Psychology,Florence Laura Goodenough,0.00,,0
1201,Developmental Psychology,Florence Laura Goodenough,0.00,,0
1202,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",Steven D. Levitt,3.94,2006,538576
1203,Freakonomics: A Rogue Economist Explores The Hidden Side Of Everything,Steven D. Levitt,3.94,,619
1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt,3.94,2006,162
1205,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.94,2006,607
1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,3.94,2006,81
1207,Freakonomics  - O Estranho Mundo da Economia,Steven D. Levitt,3.94,,64
1208,The Semi-Complete Guide to Sort of Being a Gentleman,Brock LaBorde,4.50,2005,2
1209,Gentleman's Guide to Grooming and Style,Bernhard Roetzel,4.14,2001,71
1210,Gentleman's Guide to Grooming and Style,Bernhard Roetzel,4.14,,12
1211,Gentleman's Guide to Toasting,Dave Fulmer,3.00,1990,8
1212,The Gentleman's Guide to Passages South: The Thornless Path Toward Windward,Bruce Van Sant,4.09,1995,10
1213,Gentleman's GD.to Etiquette,Clinton T. Greenleaf III,2.88,1997,6
1214,Gentleman's Guide To Professional Appearance,Clinton T. Greenleaf III,4.20,2000,10
1215,A Well-Dressed Gentleman's Pocket Guide,Oscar Lenius,3.47,2006,31
1216,Miracle Collapse: The 1969 Chicago Cubs,Doug Feldmann,3.33,2006,19
1217,Collapse,Jared Diamond,3.92,2005,16
1218,"The Last Assassin (John Rain, #5)",Barry Eisler,4.24,2006,158
1219,"Sicario (John Rain, #1)",Barry Eisler,3.95,2005,13
1220,"Blood From Blood (John Rain, #2)",Barry Eisler,4.09,,16
1221,La Chute de John R.,Barry Eisler,3.95,2003,0
1224,"One Last Kill (John Rain, #4)",Barry Eisler,4.20,,9
1225,Chuva Forte,Barry Eisler,4.13,2005,0
1226,Life of Pi,Yann Martel,3.89,2004,4109
1227,Vida de Pi,Yann Martel,3.89,2003,49
1228,Life of Pi,Yann Martel,3.89,2007,108
1229,Life of Pi,Yann Martel,3.89,2002,435
1230,L'Histoire de Pi,Yann Martel,3.89,2005,158
1231,Keys to Investing in Real Estate,Jack P. Friedman,2.00,2005,4
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",Carlos Ruiz Zafón,4.25,2005,279453
1233,The Shadow of the Wind,Carlos Ruiz Zafón,4.25,2005,40
1234,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.57,1999,94
1235,"La sombra del viento (El cementerio de los libros olvidados, #1)",Carlos Ruiz Zafón,4.25,2001,588
1236,In the Shadow of the Wind,Anne Hébert,3.67,1994,9
1237,Shadows on the Wind,Rita Gallagher,2.50,1995,2
1238,Freedom's Shadow,Marlo Schalesky,3.64,2001,14
1239,Shadows and Wind,Bob Templer,3.00,,1
1240,Against Shadows and Winds,N.E. Thompson,0.00,,0
1241,A Million Little Pieces,James Frey,3.62,2005,188241
1242,A Million Little Pieces of Feces,Python Bonkers,3.51,2006,41
1243,A Million Little Lies,James Pinocchio,3.40,2006,189
1244,Sandpaper Sisters,Michele McKnight Baker,4.00,2005,2
1245,A Million Little Pieces of Close to Home: A Close to Home Collection,John McPherson,4.00,2006,11
1246,The Leadership Challenge,James M. Kouzes,4.04,2003,865
1247,Leadership and Self-Deception: Getting Out of the Box,The Arbinger Institute,4.11,2000,93
1248,The 21 Irrefutable Laws of Leadership Workbook: Follow Them and People Will Follow You,John C. Maxwell,4.29,2002,231
1249,Primal Leadership: Learning to Lead with Emotional Intelligence,Daniel Goleman,3.95,2004,349
1250,Leadership: Theory and Practice,Peter G. Northouse,3.80,2006,792
1251,Leadership Is an Art,Max DePree,3.99,2004,4287
1252,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.12,1993,4365
1253,Leadership 101: What Every Leader Needs to Know,John C. Maxwell,4.15,2002,3555
1254,The Leadership Pipeline: How to Build the Leadership-Powered Company,Ram Charan,3.91,2000,487
1255,Leadership in Organizations,Gary Yukl,3.66,2005,52
1256,Complete Giuliani Studies,David Grimes,4.00,1995,2
1257,Grand Illusion: The Untold Story of Rudy Giuliani and 9/11,Wayne Barrett,3.71,2006,23
1258,120 Studies for Right Hand Development,Mauro Giuliani,4.33,1983,14
1259,Leadership Through the Ages: A Collection of Favorite Quotations,Rudolph W. Giuliani,3.92,,9
1260,Mauro Giuliani: Virtuoso Guitarist and Composer,Thomas F. Heck,4.33,,0
1261,Rudy Giuliani: Emperor of the City,Andrew Kirtzman,3.46,2001,31
1262,"The Prince of the City: Giuliani, New York, and the Genius of American Life",Fred Siegel,3.60,2005,15
1263,America's Mayor: The Hidden History of Rudy Giuliani's New York,Robert Polner,3.50,2005,3
1264,Rudy! An Investigative Biography Of Rudolph Giuliani,Wayne Barrett,3.60,2000,5
1265,Leadership,Rudolph W. Giuliani,3.72,2002,1659
1266,Leadership Through the Ages: A Collection of Favorite Quotations,Rudolph W. Giuliani,3.92,2003,1
1267,A Day in the Life of a Mayor: Featuring New York City Mayor Rudy Giuliani,Liza N. Burby,0.00,2001,0
1268,"Faces Of Ground Zero: Portraits Of The Heroes Of September 11, 2001",Rudolph W. Giuliani,4.56,,1
1269,"Music Minus One Guitar: Giuliani Guitar Quintet in A major, op. 65 (Book & CD)",Mauro Giuliani,0.00,,0
1270,"Mauro Giuliani: Guitar Concerto No. 1 in A Major, Op. 30 [With 2 CDs]",Mauro Giuliani,0.00,,0
1271,Assessment in Special Education: A Practical Approach,George A. Giuliani,3.31,2001,1
1272,Rudolph Giuliani,Wil Mara,5.00,2003,0
1273,Leadership,Rudolph W. Giuliani,3.72,,32
1274,"Men Are from Mars, Women Are from Venus",John Gray,3.53,2012,119534
1275,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Relationships",John Gray,3.53,2010,5
1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.53,1998,14
1277,"Men are from Mars, Women are from Venus",John Gray,3.53,,970
1278,Freddy and the Men from Mars,Walter R. Brooks,4.21,2002,179
1279,"Men Are from Mars, Women Are from Venus: Secrets of Passion/Audio Cassette",John Gray,4.00,,0
1280,"Men Are From Mars, Women Are From Venus: A Practical Guide For Improving Communication and Getting What You Want",John Gray,3.53,,90
1281,"Men are From Mars, Women are From Venus Low Price CD",John Gray,3.53,2007,37
1282,"Children Are from Heaven: How to Have Strong, Confident Children",John Gray,3.85,1999,27
1283,Investing in REITs: Real Estate Investment Trusts,Ralph L. Block,3.63,2006,67
1284,Playing the REITs Game: Asia's New Real Estate Investment Trusts,Dominic Whiting,2.50,2007,6
1285,The essential REIT: A guide to profitable investing in Real Estate Investment Trusts,Ralph L. Block,4.50,,2
1286,Real Estate Securities: The Reit Investment Handbook,Peter Madlem,0.00,1994,0
1287,Online Investing Hacks: 100 Industrial-Strength Tips & Tools,Bonnie Biafore,3.08,2004,12
1288,J.K. Lasser Pro Real Estate Investment Trusts: New Strategies for Portfolio Management,Richard Imperiale,0.00,2002,0
1289,How to Talk to Women,Ron Louis,5.00,2002,5
1290,How to Succeed with Women,Ron  Louis,3.76,1998,77
1291,Sex Lover's Book of Lists,Ron Louis,4.00,2001,5
1292,Kiowa Trail,Louis L'Amour,3.89,2006,10
1293,How to Succeed with Men,David Copeland,3.00,2000,11
1294,How to Survive the IRS: My Battles Against Goliath,Michael Louis Minns,3.60,2001,5
1295,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,4.02,2002,181212
1296,"The Clan of the Cave Bear (Earth's Children, #1)",Jean M. Auel,4.02,1980,430
1297,"The Clan of the Cave Bear, Part 1 of 2 (Earth's Children, #1)",Jean M. Auel,4.43,,574
1298,"The Clan of the Cave Bear, Part 2 of 2 (Earth's Children, #1)",Jean M. Auel,4.59,,0
1300,The Bad Guys Won!,Jeff Pearlman,4.01,2005,3014
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.25,2004,69799
1302,Juiced Official Strategy Guide,Doug Walsh,0.00,2005,0
1303,The 48 Laws of Power,Robert Greene,4.19,2000,42990
1304,The Exp 48 Laws of Power,Robert Greene,4.19,2005,1
1305,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,4.40,2005,18877
1306,Gates Of Fire,Steven Pressfield,4.40,2000,287
1307,"Fire Sea (The Death Gate Cycle, #3)",Margaret Weis,4.05,1992,15172
1308,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,4.40,,5
1309,"Memory of Fire (The World Gates, #1)",Holly Lisle,3.64,2002,444
1310,Fire at Eden's Gate: Tom McCall and the Oregon Story,Brent Walth,4.36,2003,8
1311,Through Gates of Fire: A Journey into World Disorder,Martin  Bell,3.69,2004,14
1312,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.55,,133
1313,Gates of Fire,Elwyn M. Chamberlain,4.22,1993,37
1314,Fire in the Gates,Thurman C. Petty Jr.,4.40,,0
1315,The Afghan Campaign,Steven Pressfield,3.94,2006,2677
1316,The Virtues of War: A Novel of Alexander the Great,Steven Pressfield,3.95,2005,3668
1317,Tides of War,Steven Pressfield,3.88,2001,3083
1318,Last of the Amazons,Steven Pressfield,3.73,2003,1974
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield,4.04,2003,37267
1320,Gita on the Green,Stephen J. Rosen,3.81,2002,14
1321,"CONQUISTA DE ALEJANDRO MAGNO,",Steven Pressfield,3.95,2006,0
1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo,3.89,2006,75
1323,Phaedrus,Plato,3.91,2002,1
1324,Phaedrus,Plato,3.91,2003,105
1325,Symposium/Phaedrus,Plato,3.95,2001,34
1326,Phaedrus and Letters VII and VIII,Plato,4.06,1973,186
1327,Phaedrus,Plato,3.91,2003,25
1328,Phaedrus,Plato,3.91,2005,192
1329,Plato's Erotic Dialogues: Symposium/Phaedrus (Ancient Greek Philosophy),Plato,3.95,1993,45
1330,Euthyphro. Apology. Crito. Phaedo. Phaedrus.,Plato,4.34,1971,867
1331,Babrius and Phaedrus (Loeb Classical Library #436),Babrius,4.13,1965,15
1332,"Parmenides/Philebus/Symposium/Phaedrus/Alcibiades 1-2/Hipparchus/Amatores (Platonis Opera, #2)",Plato,4.88,1957,16
1333,The Rhetoric of Morality and Philosophy: Plato's Gorgias and Phaedrus,Seth Benardete,4.64,1991,10
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato,4.47,1991,14
1335,Listening to the Cicadas: A Study of Plato's Phaedrus,G.R.F. Ferrari,3.43,2002,7
1336,Plato's Phaedrus: The Philosophy of Love,Graeme Nicholson,4.25,1999,4
1337,Enthusiasm and Divine Madness,Josef Pieper,4.41,1999,22
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato,4.07,2006,136
1339,"Loving and Dying: A Reading of Plato's Phaedo, Symposium, and Phaedrus",Richard Gotshalk,4.67,2001,3
1340,Telling Tales on Caesar: Roman Stories from Phaedrus,Phaedrus,3.67,2001,3
1341,The Fables of Phaedrus,Phaedrus,3.52,1992,45
1342,Gorgias/Phaedrus (Agora),Plato,4.47,1998,13
1343,Fables from Phaedrus,Phaedrus,3.52,,0
1344,"Plato's ""Phaedrus"": A Defense of a Philosophic Art of Writing",Ronna Burger,3.00,,3
1345,Phaedrus,Plato,3.91,,0
1346,Phaedrus-Kommentar,Eberhard Oberg,0.00,2000,0
1347,"Rhetoric and Reality in Plato's ""Phaedrus""",David A.   White,3.50,1993,2
1348,"The Platonism of Marsilio Ficino: A Study of His Phaedrus Commentary, Its Sources and Genesis",Michael Allen,0.00,1984,0
1349,Phaedrus,Plato,3.91,2006,18
1350,Phaedrus. Fabeln. (Lernmaterialien),Harald Triebnig,5.00,,1
1351,Statesman,Plato,3.86,1999,19
1352,Cratylus,Plato,3.63,,413
1353,Gorgias,Plato,3.93,1998,48
1354,Gorgias,Plato,3.93,2004,6527
1355,Gorgias,Plato,3.93,1989,36
1356,Lysis/Symposium/Gorgias,Plato,4.36,1975,335
1357,Gorgias,Plato,3.93,1990,8
1358,Gorgias: Encomium of Helen,Gorgias of Leontini,3.65,1991,92
1359,"Gorgias, Sophist, and Artist",Scott Consigny,3.00,2001,1
1360,Gorgias and the New Sophistic Rhetoric,Bruce McComiskey,3.50,2002,2
1361,A Friendly Companion to Plato's Gorgias,George Kimball Plochmann,0.00,1987,0
1362,The Histories,Herodotus,3.97,2003,30109
1363,The Histories,Herodotus,3.97,1954,214
1364,The History (Great Minds),Herodotus,3.97,1992,2
1365,The Histories,Herodotus,3.97,1998,253
1366,The Histories,Herodotus,3.97,1970,126
1367,The Histories,Herodotus,3.97,1992,37
1368,The Histories,Herodotus,3.97,1997,119
1369,The History,Herodotus,3.97,1987,33
1370,The Persian War (Translations from Greek & Roman Authors),Herodotus,4.06,,358
1371,The Iliad,Homer,3.84,1999,257093
1372,The Iliad,Homer,3.84,1961,2437
1373,Iliad,Homer,3.84,1997,894
1374,The Iliad,Homer,3.84,2004,599
1375,The Iliad/The Odyssey,Homer,4.03,1999,50552
1376,The Iliad,Homer,3.84,2003,1752
1377,The Iliad,Homer,3.84,1999,141
1378,The Essential Iliad,Homer,3.94,2000,157
1379,An Iliad,Alessandro Baricco,3.61,,1185
1380,The Iliad,Homer,3.84,2006,37
1381,The Odyssey,Homer,3.73,2006,696773
1382,The Odyssey,Homer,3.73,1998,1514
1383,The Odyssey,Homer,3.73,1999,1071
1384,The Odyssey,Homer,3.73,2003,2189
1385,African American Odyssey,Debra Newman Ham,0.00,2000,0
1386,Cliffs Notes on Homer's The Odyssey,Stanley P. Baldwin,3.47,2000,30
1387,The Odyssey,Homer,3.73,1999,240
1388,Odyssey,Homer,3.73,2000,869
1389,"Mathematics: A Practical Odyssey (with CengageNOW, Personal Tutor, and Student Book Companion Site Printed Access Card)",David B. Johnson,3.07,,1
1390,Earth Odyssey: Around the World in Search of Our Environmental Future,Mark Hertsgaard,4.22,1999,248
1391,"Aeneid: Selections from Books 1, 2, 4, 6, 10, 12",Virgil,4.33,2004,64
1392,Aeneid: Books I-VI,Virgil,4.13,,990
1393,Vergil Vocabulary Cards for AP Selections,Dennis De Young,0.00,,0
1394,"Vergil's Aeneid, 10 & 12: Pallas & Turnus (Latin Edition) (Bks. 10) (Bks. 10 & 12)",Virgil,3.83,1999,12
1395,"Aeneid: Hero, War, Humanity",Virgil,4.09,2005,23
1396,Herding Dogs: Progressive Training,Vergil S. Holland,3.86,1994,56
1397,Vergil: A Legamus Transitional Reader,Thomas J. Sienkewicz,3.71,2004,7
1398,Latin (Vergil),Jack Rudman,0.00,2014,0
1399,Vergil's Aeneid: Books I-VI,Virgil,4.13,1998,165
1401,Midwest Eclogue,David Baker,3.76,2005,8
1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil,4.30,1999,331
1403,City Eclogue,Ed Roberson,4.19,2006,64
1404,Eclogues and Georgics,Virgil,3.83,2005,14
1405,The Eclogues and The Georgics,Virgil,3.83,1999,197
1406,<I>Eclogues</I> and  <I>Georgics</I> of Virgil,Virgil,3.83,1990,1
1407,The Eclogues of Virgil: A Translation,Virgil,3.89,1999,13
1408,"Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces, Marinades, Dry Rubs, Wet Rubs, Mops and Salsas",Paul  Kirk,4.00,1997,54
